condition,run,model,triples_seen_in_training,test_frequency,training_frequency
10L_90NL,1,10L_90NL_1_4,"('n', 'n', 'nɡ')",22,65
10L_90NL,1,10L_90NL_1_4,"('n', 'n', 'nɡ')",22,65
10L_90NL,1,10L_90NL_1_4,"('n', 'n', 'nɡ')",22,65
10L_90NL,1,10L_90NL_1_4,"('n', 'n', 'nɡ')",22,65
10L_90NL,1,10L_90NL_1_4,"('n', 'n', 'nɡ')",22,65
10L_90NL,1,10L_90NL_1_4,"('n', 'n', 'nɡ')",22,65
10L_90NL,1,10L_90NL_1_4,"('nɡ', 'n', 'nɡ')",48,66
10L_90NL,1,10L_90NL_1_4,"('nɡ', 'n', 'nɡ')",48,66
10L_90NL,1,10L_90NL_1_4,"('nɡ', 'n', 'nɡ')",48,66
10L_90NL,1,10L_90NL_1_4,"('nɡ', 'n', 'nɡ')",48,66
10L_90NL,1,10L_90NL_1_4,"('nɡ', 'n', 'nɡ')",48,66
10L_90NL,1,10L_90NL_1_4,"('nɡ', 'n', 'nɡ')",48,66
10L_90NL,1,10L_90NL_1_4,"('nɡ', 'n', 'nɡ')",48,66
10L_90NL,1,10L_90NL_1_4,"('nɡ', 'n', 'nɡ')",48,66
10L_90NL,1,10L_90NL_1_4,"('nɡ', 'n', 'nɡ')",48,66
10L_90NL,1,10L_90NL_1_4,"('nɡ', 'n', 'nɡ')",48,66
10L_90NL,1,10L_90NL_1_4,"('n', 'n', 'nɡ')",22,65
10L_90NL,1,10L_90NL_1_4,"('n', 'n', 'nɡ')",22,65
10L_90NL,1,10L_90NL_1_4,"('n', 'n', 'nɡ')",22,65
10L_90NL,1,10L_90NL_1_4,"('nɡ', 'n', 'nɡ')",48,66
10L_90NL,1,10L_90NL_1_4,"('nɡ', 'n', 'nɡ')",48,66
10L_90NL,1,10L_90NL_1_4,"('nɡ', 'n', 'nɡ')",48,66
10L_90NL,1,10L_90NL_1_4,"('nɡ', 'n', 'nɡ')",48,66
10L_90NL,1,10L_90NL_1_4,"('nɡ', 'n', 'nɡ')",48,66
10L_90NL,1,10L_90NL_1_4,"('nɡ', 'n', 'nɡ')",48,66
10L_90NL,1,10L_90NL_1_4,"('nɡ', 'n', 'nɡ')",48,66
10L_90NL,1,10L_90NL_1_4,"('nɡ', 'n', 'nɡ')",48,66
10L_90NL,1,10L_90NL_1_4,"('nɡ', 'n', 'nɡ')",48,66
10L_90NL,1,10L_90NL_1_4,"('n', 'n', 'nɡ')",22,65
10L_90NL,1,10L_90NL_1_4,"('n', 'n', 'nɡ')",22,65
10L_90NL,1,10L_90NL_1_4,"('n', 'n', 'nɡ')",22,65
10L_90NL,1,10L_90NL_1_4,"('nɡ', 'n', 'nɡ')",48,66
10L_90NL,1,10L_90NL_1_4,"('nɡ', 'n', 'nɡ')",48,66
10L_90NL,1,10L_90NL_1_4,"('nɡ', 'n', 'nɡ')",48,66
10L_90NL,1,10L_90NL_1_4,"('nɡ', 'n', 'nɡ')",48,66
10L_90NL,1,10L_90NL_1_4,"('nɡ', 'n', 'nɡ')",48,66
10L_90NL,1,10L_90NL_1_4,"('nɡ', 'n', 'nɡ')",48,66
10L_90NL,1,10L_90NL_1_4,"('nɡ', 'n', 'nɡ')",48,66
