condition,run,model,prediction_status,frequency,triples,prediction,test,memgen
10L_90NL,1,10L_90NL_1_1,0,30,"('lç', 'lç', 'lç')",mulis,mulçejs,gen
10L_90NL,1,10L_90NL_1_1,0,30,"('lç', 'lç', 'lç')",mulis,mulçejs,gen
10L_90NL,1,10L_90NL_1_1,0,30,"('lç', 'lç', 'lç')",mulis,mulçejs,gen
10L_90NL,1,10L_90NL_1_1,0,140,"('lç', 'lx', 'lç')",mulis,mulçejs,gen
10L_90NL,1,10L_90NL_1_1,0,140,"('lç', 'lx', 'lç')",mulis,mulçejs,gen
10L_90NL,1,10L_90NL_1_1,0,140,"('lç', 'lx', 'lç')",mulis,mulçejs,gen
10L_90NL,1,10L_90NL_1_1,0,140,"('lç', 'lx', 'lç')",mulis,mulçejs,gen
10L_90NL,1,10L_90NL_1_1,0,140,"('lç', 'lx', 'lç')",mulis,mulçejs,gen
10L_90NL,1,10L_90NL_1_1,0,140,"('lç', 'lx', 'lç')",mulis,mulçejs,gen
10L_90NL,1,10L_90NL_1_1,0,140,"('lç', 'lx', 'lç')",mulis,mulçejs,gen
10L_90NL,1,10L_90NL_1_1,0,30,"('lç', 'lç', 'lç')",mulis,mulçejs,gen
10L_90NL,1,10L_90NL_1_1,0,30,"('lç', 'lç', 'lç')",mulis,mulçejs,gen
10L_90NL,1,10L_90NL_1_1,0,140,"('lç', 'lx', 'lç')",mulis,mulçejs,gen
10L_90NL,1,10L_90NL_1_1,0,140,"('lç', 'lx', 'lç')",mulis,mulçejs,gen
10L_90NL,1,10L_90NL_1_1,0,140,"('lç', 'lx', 'lç')",mulis,mulçejs,gen
10L_90NL,1,10L_90NL_1_1,0,140,"('lç', 'lx', 'lç')",mulis,mulçejs,gen
10L_90NL,1,10L_90NL_1_1,0,140,"('lç', 'lx', 'lç')",mulis,mulçejs,gen
10L_90NL,1,10L_90NL_1_1,0,140,"('lç', 'lx', 'lç')",mulis,mulçejs,gen
10L_90NL,1,10L_90NL_1_1,0,140,"('lç', 'lx', 'lç')",mulis,mulçejs,gen
10L_90NL,1,10L_90NL_1_1,0,30,"('lç', 'lç', 'lç')",mulis,mulçejs,gen
10L_90NL,1,10L_90NL_1_1,0,140,"('lç', 'lx', 'lç')",mulis,mulçejs,gen
10L_90NL,1,10L_90NL_1_1,0,140,"('lç', 'lx', 'lç')",mulis,mulçejs,gen
10L_90NL,1,10L_90NL_1_1,0,140,"('lç', 'lx', 'lç')",mulis,mulçejs,gen
10L_90NL,1,10L_90NL_1_1,0,140,"('lç', 'lx', 'lç')",mulis,mulçejs,gen
10L_90NL,1,10L_90NL_1_1,0,140,"('lç', 'lx', 'lç')",mulis,mulçejs,gen
10L_90NL,1,10L_90NL_1_1,0,140,"('lç', 'lx', 'lç')",mulis,mulçejs,gen
10L_90NL,1,10L_90NL_1_1,0,140,"('lç', 'lx', 'lç')",mulis,mulçejs,gen
10L_90NL,1,10L_90NL_1_1,0,140,"('lç', 'lx', 'lç')",mulis,mulçejs,gen
10L_90NL,1,10L_90NL_1_1,0,140,"('lç', 'lx', 'lç')",mulis,mulçejs,gen
10L_90NL,1,10L_90NL_1_1,0,140,"('lç', 'lx', 'lç')",mulis,mulçejs,gen
10L_90NL,1,10L_90NL_1_1,0,140,"('lç', 'lx', 'lç')",mulis,mulçejs,gen
