condition,run,model,prediction_status,frequency,triples,prediction,test
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakajs,xakajs
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakajs,xakajs
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakajs,xakajs
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakajs,xakajs
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakajs,xakajs
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakajs,xakajs
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakajs,xakajs
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakajs,xakajs
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakajs,xakajs
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakajs,xakajs
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakajs,xakajs
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakajs,xakajs
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xaksajs,xakajs
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xaksajs,xakajs
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakajs,xakajs
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakajs,xakajs
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakajs,xakajs
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakajs,xakajs
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakajs,xakajs
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakajs,xakajs
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakajs,xakajs
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakajs,xakajs
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakajs,xakajs
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakajs,xakajs
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakajs,xakajs
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakajs,xakajs
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakajs,xakajs
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xakoxajs,xakajs
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xakoxajs,xakajs
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xakoxajs,xakajs
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakajs,xakajs
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xakejs,xakajs
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xakejs,xakajs
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakajs,xakajs
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakajs,xakajs
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xakejs,xakajs
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xaksajs,xakajs
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xaksajs,xakajs
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakajs,xakajs
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakajs,xakajs
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xakis,xakajs
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xakamos,xakajs
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xakamos,xakajs
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xakamos,xakajs
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xakamos,xakajs
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xakamos,xakajs
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xakamos,xakajs
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xakamos,xakajs
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xakimos,xakajs
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xakimos,xakajs
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xakamos,xakajs
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xakamos,xakajs
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xakamos,xakajs
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xakamos,xakajs
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xakamos,xakajs
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakamos,xakamos
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakamos,xakamos
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakamos,xakamos
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakamos,xakamos
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakamos,xakamos
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakamos,xakamos
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakamos,xakamos
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakamos,xakamos
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakamos,xakamos
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xaksamos,xakamos
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xaksamos,xakamos
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakamos,xakamos
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakamos,xakamos
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakamos,xakamos
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakamos,xakamos
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakamos,xakamos
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakamos,xakamos
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakamos,xakamos
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xamos,xakamos
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakamos,xakamos
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakamos,xakamos
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakamos,xakamos
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakamos,xakamos
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakamos,xakamos
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xakoxamos,xakamos
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xakoxamos,xakamos
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xakoxamos,xakamos
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakamos,xakamos
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakamos,xakamos
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakamos,xakamos
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xakemos,xakamos
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakamos,xakamos
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakamos,xakamos
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xakemos,xakamos
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xaksamos,xakamos
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xaksamos,xakamos
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakamos,xakamos
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakamos,xakamos
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xakis,xakamos
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xakan,xakamos
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xakan,xakamos
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xakan,xakamos
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xakan,xakamos
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xakan,xakamos
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xakan,xakamos
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xakan,xakamos
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xakan,xakamos
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xaksan,xakamos
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xaksan,xakamos
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xakan,xakamos
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xakan,xakamos
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xakan,xakamos
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xakan,xakamos
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xakan,xakamos
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xakan,xakamos
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakan,xakan
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakan,xakan
90L_10NL,3,90L_10NL_3_4,0,660,"('k', 'k', 'k')",xaksan,xakan
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakan,xakan
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakan,xakan
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakan,xakan
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakan,xakan
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakan,xakan
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakan,xakan
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakan,xakan
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakan,xakan
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakan,xakan
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakan,xakan
90L_10NL,3,90L_10NL_3_4,1,660,"('k', 'k', 'k')",xakan,xakan
