condition,run,model,triples_seen_in_training,test_frequency,training_frequency
50L_50NL,3,50L_50NL_3_1,"('s', 's', 's')",73,664
50L_50NL,3,50L_50NL_3_1,"('s', 's', 's')",73,664
50L_50NL,3,50L_50NL_3_1,"('s', 's', 's')",73,664
50L_50NL,3,50L_50NL_3_1,"('s', 'ɡ', 's')",431,175
50L_50NL,3,50L_50NL_3_1,"('s', 'ɡ', 's')",431,175
50L_50NL,3,50L_50NL_3_1,"('s', 'ɡ', 's')",431,175
50L_50NL,3,50L_50NL_3_1,"('s', 'ɡ', 's')",431,175
50L_50NL,3,50L_50NL_3_1,"('s', 'ɡ', 's')",431,175
50L_50NL,3,50L_50NL_3_1,"('s', 'ɡ', 's')",431,175
50L_50NL,3,50L_50NL_3_1,"('s', 'ɡ', 's')",431,175
50L_50NL,3,50L_50NL_3_1,"('s', 's', 's')",73,664
50L_50NL,3,50L_50NL_3_1,"('s', 's', 's')",73,664
50L_50NL,3,50L_50NL_3_1,"('s', 'ɡ', 's')",431,175
50L_50NL,3,50L_50NL_3_1,"('s', 'ɡ', 's')",431,175
50L_50NL,3,50L_50NL_3_1,"('s', 'ɡ', 's')",431,175
50L_50NL,3,50L_50NL_3_1,"('s', 'ɡ', 's')",431,175
50L_50NL,3,50L_50NL_3_1,"('s', 'ɡ', 's')",431,175
50L_50NL,3,50L_50NL_3_1,"('s', 'ɡ', 's')",431,175
50L_50NL,3,50L_50NL_3_1,"('s', 'ɡ', 's')",431,175
50L_50NL,3,50L_50NL_3_1,"('s', 's', 's')",73,664
50L_50NL,3,50L_50NL_3_1,"('s', 'ɡ', 's')",431,175
50L_50NL,3,50L_50NL_3_1,"('s', 'ɡ', 's')",431,175
50L_50NL,3,50L_50NL_3_1,"('s', 'ɡ', 's')",431,175
50L_50NL,3,50L_50NL_3_1,"('s', 'ɡ', 's')",431,175
50L_50NL,3,50L_50NL_3_1,"('s', 'ɡ', 's')",431,175
50L_50NL,3,50L_50NL_3_1,"('s', 'ɡ', 's')",431,175
50L_50NL,3,50L_50NL_3_1,"('s', 'ɡ', 's')",431,175
50L_50NL,3,50L_50NL_3_1,"('s', 'ɡ', 's')",431,175
50L_50NL,3,50L_50NL_3_1,"('s', 'ɡ', 's')",431,175
50L_50NL,3,50L_50NL_3_1,"('s', 'ɡ', 's')",431,175
50L_50NL,3,50L_50NL_3_1,"('s', 'ɡ', 's')",431,175
