condition,run,model,triples_seen_in_training,test_frequency,training_frequency
50L_50NL,2,50L_50NL_2_2,"('ç', 'ç', 'ç')",60,86
50L_50NL,2,50L_50NL_2_2,"('ç', 'ç', 'ç')",60,86
50L_50NL,2,50L_50NL_2_2,"('ç', 'ç', 'ç')",60,86
50L_50NL,2,50L_50NL_2_2,"('ç', 'x', 'ç')",279,377
50L_50NL,2,50L_50NL_2_2,"('ç', 'x', 'ç')",279,377
50L_50NL,2,50L_50NL_2_2,"('ç', 'x', 'ç')",279,377
50L_50NL,2,50L_50NL_2_2,"('ç', 'x', 'ç')",279,377
50L_50NL,2,50L_50NL_2_2,"('ç', 'x', 'ç')",279,377
50L_50NL,2,50L_50NL_2_2,"('ç', 'x', 'ç')",279,377
50L_50NL,2,50L_50NL_2_2,"('ç', 'x', 'ç')",279,377
50L_50NL,2,50L_50NL_2_2,"('ç', 'ç', 'ç')",60,86
50L_50NL,2,50L_50NL_2_2,"('ç', 'ç', 'ç')",60,86
50L_50NL,2,50L_50NL_2_2,"('ç', 'x', 'ç')",279,377
50L_50NL,2,50L_50NL_2_2,"('ç', 'x', 'ç')",279,377
50L_50NL,2,50L_50NL_2_2,"('ç', 'x', 'ç')",279,377
50L_50NL,2,50L_50NL_2_2,"('ç', 'x', 'ç')",279,377
50L_50NL,2,50L_50NL_2_2,"('ç', 'x', 'ç')",279,377
50L_50NL,2,50L_50NL_2_2,"('ç', 'x', 'ç')",279,377
50L_50NL,2,50L_50NL_2_2,"('ç', 'x', 'ç')",279,377
50L_50NL,2,50L_50NL_2_2,"('ç', 'ç', 'ç')",60,86
50L_50NL,2,50L_50NL_2_2,"('ç', 'x', 'ç')",279,377
50L_50NL,2,50L_50NL_2_2,"('ç', 'x', 'ç')",279,377
50L_50NL,2,50L_50NL_2_2,"('ç', 'x', 'ç')",279,377
50L_50NL,2,50L_50NL_2_2,"('ç', 'x', 'ç')",279,377
50L_50NL,2,50L_50NL_2_2,"('ç', 'x', 'ç')",279,377
50L_50NL,2,50L_50NL_2_2,"('ç', 'x', 'ç')",279,377
50L_50NL,2,50L_50NL_2_2,"('ç', 'x', 'ç')",279,377
50L_50NL,2,50L_50NL_2_2,"('ç', 'x', 'ç')",279,377
50L_50NL,2,50L_50NL_2_2,"('ç', 'x', 'ç')",279,377
50L_50NL,2,50L_50NL_2_2,"('ç', 'x', 'ç')",279,377
50L_50NL,2,50L_50NL_2_2,"('ç', 'x', 'ç')",279,377
50L_50NL,2,50L_50NL_2_2,"('ç', 'x', 'ç')",279,377
50L_50NL,2,50L_50NL_2_2,"('ç', 'x', 'ç')",279,377
50L_50NL,2,50L_50NL_2_2,"('ç', 'x', 'ç')",279,377
50L_50NL,2,50L_50NL_2_2,"('x', 'x', 'ç')",210,302
50L_50NL,2,50L_50NL_2_2,"('x', 'x', 'ç')",210,302
