condition,run,model,triples_seen_in_training,test_frequency,training_frequency
50L_50NL,2,50L_50NL_2_3,"('ç', 'ç', 'ç')",60,86
50L_50NL,2,50L_50NL_2_3,"('ç', 'ç', 'ç')",60,86
50L_50NL,2,50L_50NL_2_3,"('ç', 'ç', 'ç')",60,86
50L_50NL,2,50L_50NL_2_3,"('ç', 'x', 'ç')",280,366
50L_50NL,2,50L_50NL_2_3,"('ç', 'x', 'ç')",280,366
50L_50NL,2,50L_50NL_2_3,"('ç', 'x', 'ç')",280,366
50L_50NL,2,50L_50NL_2_3,"('ç', 'x', 'ç')",280,366
50L_50NL,2,50L_50NL_2_3,"('ç', 'x', 'ç')",280,366
50L_50NL,2,50L_50NL_2_3,"('ç', 'x', 'ç')",280,366
50L_50NL,2,50L_50NL_2_3,"('ç', 'x', 'ç')",280,366
50L_50NL,2,50L_50NL_2_3,"('ç', 'ç', 'ç')",60,86
50L_50NL,2,50L_50NL_2_3,"('ç', 'ç', 'ç')",60,86
50L_50NL,2,50L_50NL_2_3,"('ç', 'x', 'ç')",280,366
50L_50NL,2,50L_50NL_2_3,"('ç', 'x', 'ç')",280,366
50L_50NL,2,50L_50NL_2_3,"('ç', 'x', 'ç')",280,366
50L_50NL,2,50L_50NL_2_3,"('ç', 'x', 'ç')",280,366
50L_50NL,2,50L_50NL_2_3,"('ç', 'x', 'ç')",280,366
50L_50NL,2,50L_50NL_2_3,"('ç', 'x', 'ç')",280,366
50L_50NL,2,50L_50NL_2_3,"('ç', 'x', 'ç')",280,366
50L_50NL,2,50L_50NL_2_3,"('ç', 'ç', 'ç')",60,86
50L_50NL,2,50L_50NL_2_3,"('ç', 'x', 'ç')",280,366
50L_50NL,2,50L_50NL_2_3,"('ç', 'x', 'ç')",280,366
50L_50NL,2,50L_50NL_2_3,"('ç', 'x', 'ç')",280,366
50L_50NL,2,50L_50NL_2_3,"('ç', 'x', 'ç')",280,366
50L_50NL,2,50L_50NL_2_3,"('ç', 'x', 'ç')",280,366
50L_50NL,2,50L_50NL_2_3,"('ç', 'x', 'ç')",280,366
50L_50NL,2,50L_50NL_2_3,"('ç', 'x', 'ç')",280,366
50L_50NL,2,50L_50NL_2_3,"('ç', 'x', 'ç')",280,366
50L_50NL,2,50L_50NL_2_3,"('ç', 'x', 'ç')",280,366
50L_50NL,2,50L_50NL_2_3,"('ç', 'x', 'ç')",280,366
50L_50NL,2,50L_50NL_2_3,"('ç', 'x', 'ç')",280,366
50L_50NL,2,50L_50NL_2_3,"('ç', 'x', 'ç')",280,366
50L_50NL,2,50L_50NL_2_3,"('ç', 'x', 'ç')",280,366
50L_50NL,2,50L_50NL_2_3,"('ç', 'x', 'ç')",280,366
50L_50NL,2,50L_50NL_2_3,"('x', 'x', 'ç')",210,284
50L_50NL,2,50L_50NL_2_3,"('x', 'x', 'ç')",210,284
50L_50NL,2,50L_50NL_2_3,"('x', 'x', 'ç')",210,284
50L_50NL,2,50L_50NL_2_3,"('x', 'x', 'ç')",210,284
50L_50NL,2,50L_50NL_2_3,"('x', 'x', 'ç')",210,284
50L_50NL,2,50L_50NL_2_3,"('x', 'x', 'ç')",210,284
50L_50NL,2,50L_50NL_2_3,"('x', 'x', 'ç')",210,284
