neɡlˈixas,neɡliçˈiɾ,ç
ɾeelixˈajs,ɾeeleçˈiɾ,ç
fˈulxo,fulçˈiɾ,lç
abdˈuskas,abdusˈiɾ,s
ɾepɾoduskˈajs,ɾepɾodusˈiɾ,s
entɾetenˈejs,entɾetenˈeɾ,n
deskomponɡˈajs,deskomponˈeɾ,n
entɾetjˈenen,entɾetenˈeɾ,n
deɾelinkˈimos,deɾelinkˈiɾ,nk
eliçˈimos,eliçˈiɾ,ç
amaɾiʃˈese,amaɾiʃesˈeɾ,s
ɾetɾajɡˈajs,ɾetɾaˈeɾ,
enlokˈeses,enlokesˈeɾ,s
peɾmanˈesko,peɾmanesˈeɾ,s
entɾetenɡˈajs,entɾetenˈeɾ,n
enfuɾˈeses,enfuɾesˈeɾ,s
kondˈuse,kondusˈiɾ,s
enfuɾˈesko,enfuɾesˈeɾ,s
adˈuskan,adusˈiɾ,s
deɾelˈinkes,deɾelinkˈiɾ,nk
siɾkunbˈenɡan,siɾkunbenˈiɾ,n
deskomponˈejs,deskomponˈeɾ,n
konduskˈamos,kondusˈiɾ,s
sˈuɾsa,suɾsˈiɾ,ɾs
adˈuskas,adusˈiɾ,s
detɾˈae,detɾaˈeɾ,
siɾkunbjˈenen,siɾkunbenˈiɾ,n
ɾeelˈixa,ɾeeleçˈiɾ,ç
amaɾiʃˈesko,amaɾiʃesˈeɾ,s
amaɾiʃˈeskas,amaɾiʃesˈeɾ,s
enlokˈesen,enlokesˈeɾ,s
detɾˈajɡa,detɾaˈeɾ,
neɡliçˈimos,neɡliçˈiɾ,ç
ɾepɾodˈusko,ɾepɾodusˈiɾ,s
siɾkunbˈenɡa,siɾkunbenˈiɾ,n
desnasˈemos,desnasˈeɾ,s
anoʧˈeses,anoʧesˈeɾ,s
enfuɾesˈemos,enfuɾesˈeɾ,s
ɾepɾodˈuses,ɾepɾodusˈiɾ,s
dˈisen,desˈiɾ,s
ɾeelˈiçen,ɾeeleçˈiɾ,ç
adˈuses,adusˈiɾ,s
desnˈasen,desnasˈeɾ,s
akˈoxo,akoçˈeɾ,ç
ɾeelˈiçe,ɾeeleçˈiɾ,ç
peɾmanˈeskan,peɾmanesˈeɾ,s
kondˈuska,kondusˈiɾ,s
adusˈimos,adusˈiɾ,s
anoʧˈesen,anoʧesˈeɾ,s
ɾetɾaˈemos,ɾetɾaˈeɾ,
dˈiɡa,desˈiɾ,s
sˈuɾso,suɾsˈiɾ,ɾs
ɾepɾodˈuska,ɾepɾodusˈiɾ,s
fˈulçe,fulçˈiɾ,lç
enlokˈese,enlokesˈeɾ,s
adusˈis,adusˈiɾ,s
fulxˈamos,fulçˈiɾ,lç
fulçˈis,fulçˈiɾ,lç
desnˈaskan,desnasˈeɾ,s
desnˈasko,desnasˈeɾ,s
dˈises,desˈiɾ,s
ɾepɾoduskˈamos,ɾepɾodusˈiɾ,s
anoʧesˈejs,anoʧesˈeɾ,s
konduskˈajs,kondusˈiɾ,s
ɾetɾˈae,ɾetɾaˈeɾ,
akˈoçe,akoçˈeɾ,ç
akˈoxan,akoçˈeɾ,ç
enlokˈeska,enlokesˈeɾ,s
siɾkunbenˈis,siɾkunbenˈiɾ,n
desnaskˈamos,desnasˈeɾ,s
eliçˈis,eliçˈiɾ,ç
kondˈusko,kondusˈiɾ,s
sˈuɾsen,suɾsˈiɾ,ɾs
akoçˈemos,akoçˈeɾ,ç
kondˈuses,kondusˈiɾ,s
kondusˈimos,kondusˈiɾ,s
anoʧˈeskas,anoʧesˈeɾ,s
enfuɾˈesen,enfuɾesˈeɾ,s
ɾetɾˈaen,ɾetɾaˈeɾ,
deskompˈonɡo,deskomponˈeɾ,n
sˈuɾsas,suɾsˈiɾ,ɾs
neɡlˈixo,neɡliçˈiɾ,ç
aduskˈamos,adusˈiɾ,s
siɾkunbjˈene,siɾkunbenˈiɾ,n
abduskˈamos,abdusˈiɾ,s
anoʧeskˈamos,anoʧesˈeɾ,s
deskompˈones,deskomponˈeɾ,n
deɾelinkˈajs,deɾelinkˈiɾ,nk
adˈuska,adusˈiɾ,s
adˈusko,adusˈiɾ,s
abduskˈajs,abdusˈiɾ,s
abdusˈis,abdusˈiɾ,s
dˈiɡo,desˈiɾ,s
kondˈuskan,kondusˈiɾ,s
neɡlˈiçen,neɡliçˈiɾ,ç
ɾeelˈixas,ɾeeleçˈiɾ,ç
ɾepɾodˈuse,ɾepɾodusˈiɾ,s
deɾelinkˈamos,deɾelinkˈiɾ,nk
deɾelˈinka,deɾelinkˈiɾ,nk
enfuɾˈeskas,enfuɾesˈeɾ,s
elˈixo,eliçˈiɾ,ç
neɡlixˈamos,neɡliçˈiɾ,ç
suɾsˈis,suɾsˈiɾ,ɾs
detɾˈajɡo,detɾaˈeɾ,
