empalidˈeskan,empalidesˈeɾ,s
enneɡɾˈese,enneɡɾesˈeɾ,s
embɾutˈesko,embɾutesˈeɾ,s
ɾeabastesˈemos,ɾeabastesˈeɾ,s
entoɾpesˈemos,entoɾpesˈeɾ,s
enlentˈeskan,enlentesˈeɾ,s
obskuɾeskˈajs,obskuɾesˈeɾ,s
entumeskˈamos,entumesˈeɾ,s
sobɾebenɡˈajs,sobɾebenˈiɾ,n
enoɾɡuʃesˈejs,enoɾɡuʃesˈeɾ,s
intɾodˈuska,intɾodusˈiɾ,s
funçˈimos,funçˈiɾ,nç
entenebɾesˈejs,entenebɾesˈeɾ,s
apaɾeskˈajs,apaɾesˈeɾ,s
ʃukstapˈonɡa,ʃukstaponˈeɾ,n
empobɾˈeskas,empobɾesˈeɾ,s
ɾesˈuɾxo,ɾesuɾçˈiɾ,ɾç
adoɾmˈeskan,adoɾmesˈeɾ,s
apetesˈemos,apetesˈeɾ,s
supeɾpˈones,supeɾponˈeɾ,n
pɾotˈexan,pɾoteçˈeɾ,ç
ɾeabastˈeskan,ɾeabastesˈeɾ,s
bˈalɡas,balˈeɾ,l
ɾeapaɾˈeska,ɾeapaɾesˈeɾ,s
tɾansponˈejs,tɾansponˈeɾ,n
inteɾpˈonɡa,inteɾponˈeɾ,n
ɾˈuxa,ɾuçˈiɾ,ç
estaɾsˈis,estaɾsˈiɾ,ɾs
pɾebjˈenen,pɾebenˈiɾ,n
enbilesˈemos,enbilesˈeɾ,s
eskaɾneskˈajs,eskaɾnesˈeɾ,s
empekeɲˈeskan,empekeɲesˈeɾ,s
edˈusko,edusˈiɾ,s
adʃˈasko,adʃasˈeɾ,s
ɾekˈoxo,ɾekoçˈeɾ,ç
akoxˈamos,akoçˈeɾ,ç
entɾistˈeses,entɾistesˈeɾ,s
ɾeduskˈajs,ɾedusˈiɾ,s
enɾikesˈejs,enɾikesˈeɾ,s
obtjˈenes,obtenˈeɾ,n
enduɾˈeskan,enduɾesˈeɾ,s
