konbˈensan,konbensˈeɾ,ns
obskuɾˈeskan,obskuɾesˈeɾ,s
apaɾˈesko,apaɾesˈeɾ,s
deskompˈonɡan,deskomponˈeɾ,n
aduskˈajs,adusˈiɾ,s
enbexesˈemos,enbexesˈeɾ,s
peɾmaneskˈamos,peɾmanesˈeɾ,s
konflˈixas,konfliçˈiɾ,ç
subʃˈase,subʃasˈeɾ,s
kopɾoduskˈamos,kopɾodusˈiɾ,s
mantˈenɡa,mantenˈeɾ,n
enkaɾˈeses,enkaɾesˈeɾ,s
floɾˈesen,floɾesˈeɾ,s
inteɾpˈonɡa,inteɾponˈeɾ,n
ɾestablˈeses,ɾestablesˈeɾ,s
enoɾɡuʃesˈemos,enoɾɡuʃesˈeɾ,s
apaɾˈeska,apaɾesˈeɾ,s
mˈulçe,mulçˈeɾ,lç
enmudeskˈamos,enmudesˈeɾ,s
ensombɾˈesko,ensombɾesˈeɾ,s
subʃˈaskan,subʃasˈeɾ,s
amanˈeskas,amanesˈeɾ,s
areskˈajs,aresˈiɾ,s
peɾmaneskˈajs,peɾmanesˈeɾ,s
akaesˈejs,akaesˈeɾ,s
enbexeskˈamos,enbexesˈeɾ,s
desaɡɾadˈesko,desaɡɾadesˈeɾ,s
ɡwaɾeskˈajs,ɡwaɾesˈeɾ,s
aduskˈamos,adusˈiɾ,s
adˈuskan,adusˈiɾ,s
mulxˈajs,mulçˈeɾ,lç
dedˈuskan,dedusˈiɾ,s
enoɾɡuʃˈeses,enoɾɡuʃesˈeɾ,s
konbˈense,konbensˈeɾ,ns
mantenˈemos,mantenˈeɾ,n
peɾmanˈese,peɾmanesˈeɾ,s
elˈiçen,eliçˈiɾ,ç
apaɾˈese,apaɾesˈeɾ,s
obskuɾˈeses,obskuɾesˈeɾ,s
floɾˈesko,floɾesˈeɾ,s
ensombɾˈeses,ensombɾesˈeɾ,s
konflˈiçe,konfliçˈiɾ,ç
enmudˈeses,enmudesˈeɾ,s
arˈeska,aresˈiɾ,s
ɡwaɾˈesko,ɡwaɾesˈeɾ,s
enbexesˈejs,enbexesˈeɾ,s
deskompˈonɡo,deskomponˈeɾ,n
ɡwaɾˈese,ɡwaɾesˈeɾ,s
floɾˈeskas,floɾesˈeɾ,s
maldˈise,maldesˈiɾ,s
ɾestablˈesen,ɾestablesˈeɾ,s
akaˈeskas,akaesˈeɾ,s
areskˈamos,aresˈiɾ,s
deskompˈonɡas,deskomponˈeɾ,n
obskuɾesˈemos,obskuɾesˈeɾ,s
konfliçˈis,konfliçˈiɾ,ç
desˈases,desasˈiɾ,s
desaɡɾadeskˈamos,desaɡɾadesˈeɾ,s
ɾedˈiɡas,ɾedesˈiɾ,s
enkaɾˈesko,enkaɾesˈeɾ,s
konbensˈejs,konbensˈeɾ,ns
dedˈuskas,dedusˈiɾ,s
konflˈixan,konfliçˈiɾ,ç
mantenɡˈamos,mantenˈeɾ,n
inteɾpˈone,inteɾponˈeɾ,n
amanˈeses,amanesˈeɾ,s
konbensˈemos,konbensˈeɾ,ns
faʃˈeskas,faʃesˈeɾ,s
maldˈiɡo,maldesˈiɾ,s
enoɾɡuʃˈeskas,enoɾɡuʃesˈeɾ,s
konflˈiçes,konfliçˈiɾ,ç
peɾmanˈesko,peɾmanesˈeɾ,s
subʃˈases,subʃasˈeɾ,s
deskomponˈemos,deskomponˈeɾ,n
ɾobustˈeskas,ɾobustesˈeɾ,s
obskuɾeskˈamos,obskuɾesˈeɾ,s
ɾestablesˈemos,ɾestablesˈeɾ,s
akaˈese,akaesˈeɾ,s
desaɡɾadeskˈajs,desaɡɾadesˈeɾ,s
deskompˈonen,deskomponˈeɾ,n
ɾedesˈimos,ɾedesˈiɾ,s
adˈusen,adusˈiɾ,s
elixˈamos,eliçˈiɾ,ç
deskompˈonɡa,deskomponˈeɾ,n
elˈixan,eliçˈiɾ,ç
kopɾodˈuskas,kopɾodusˈiɾ,s
mˈulxo,mulçˈeɾ,lç
inteɾpˈonɡan,inteɾponˈeɾ,n
lanɡidˈese,lanɡidesˈeɾ,s
enoɾɡuʃˈeskan,enoɾɡuʃesˈeɾ,s
enkaɾesˈejs,enkaɾesˈeɾ,s
