idx,tgt,lemma,lemma_sf,tgt_sf
0,bˈale,balˈeɾ,l,l
1,manutenɡˈamos,manutenˈeɾ,n,nɡ
2,astɾinçˈis,astɾinçˈiɾ,nç,nç
3,konbˈensa,konbensˈeɾ,ns,ns
4,entenebɾˈeska,entenebɾesˈeɾ,s,sk
5,sobɾekˈoxo,sobɾekoçˈeɾ,ç,x
6,bendˈiɡo,bendesˈiɾ,s,ɡ
7,konbˈenses,konbensˈeɾ,ns,ns
8,abastˈeska,abastesˈeɾ,s,sk
9,entenebɾˈeskan,entenebɾesˈeɾ,s,sk
10,adˈuskas,adusˈiɾ,s,sk
11,ˈuɾçen,uɾçˈiɾ,ɾç,ɾç
12,konbˈensas,konbensˈeɾ,ns,ns
13,estaɾsˈis,estaɾsˈiɾ,ɾs,ɾs
14,enkoxˈamos,enkoçˈeɾ,ç,x
15,ˈuɾxas,uɾçˈiɾ,ɾç,ɾx
16,enkˈoxan,enkoçˈeɾ,ç,x
17,uɾxˈajs,uɾçˈiɾ,ɾç,ɾx
18,estˈaɾsen,estaɾsˈiɾ,ɾs,ɾs
19,adoɾmesˈejs,adoɾmesˈeɾ,s,s
20,konbensˈejs,konbensˈeɾ,ns,ns
21,bendˈisen,bendesˈiɾ,s,s
22,adoɾmesˈemos,adoɾmesˈeɾ,s,s
23,ɾediɡˈamos,ɾedesˈiɾ,s,ɡ
24,ɾobustˈeskan,ɾobustesˈeɾ,s,sk
25,ˈuɾxa,uɾçˈiɾ,ɾç,ɾx
26,sostenˈemos,sostenˈeɾ,n,n
27,entenebɾˈese,entenebɾesˈeɾ,s,s
28,astɾinxˈamos,astɾinçˈiɾ,nç,nx
29,adˈuses,adusˈiɾ,s,s
30,entenebɾˈeska,entenebɾesˈeɾ,s,sk
31,tɾadusˈimos,tɾadusˈiɾ,s,s
32,ɾedˈiɡa,ɾedesˈiɾ,s,ɡ
33,tɾadusˈis,tɾadusˈiɾ,s,s
34,ɾejmpˈonɡa,ɾejmponˈeɾ,n,nɡ
35,ɾedˈises,ɾedesˈiɾ,s,s
36,pɾotexˈamos,pɾoteçˈeɾ,ç,x
37,uɾçˈis,uɾçˈiɾ,ɾç,ɾç
38,enkˈoçes,enkoçˈeɾ,ç,ç
39,korˈixas,koreçˈiɾ,ç,x
40,sobɾekoçˈemos,sobɾekoçˈeɾ,ç,ç
41,enkoxˈajs,enkoçˈeɾ,ç,x
42,bendˈises,bendesˈiɾ,s,s
43,manutjˈenes,manutenˈeɾ,n,n
44,ɾejmponɡˈajs,ɾejmponˈeɾ,n,nɡ
45,bendˈiɡa,bendesˈiɾ,s,ɡ
46,ɾedˈiɡas,ɾedesˈiɾ,s,ɡ
47,abastˈese,abastesˈeɾ,s,s
48,uɾçˈimos,uɾçˈiɾ,ɾç,ɾç
49,ɾedˈiɡas,ɾedesˈiɾ,s,ɡ
50,ˈuɾxa,uɾçˈiɾ,ɾç,ɾx
51,ɾobustˈeska,ɾobustesˈeɾ,s,sk
52,ɾejmpˈonɡas,ɾejmponˈeɾ,n,nɡ
53,ɾejmpˈone,ɾejmponˈeɾ,n,n
54,bendˈises,bendesˈiɾ,s,s
55,astɾinçˈimos,astɾinçˈiɾ,nç,nç
56,entenebɾˈeska,entenebɾesˈeɾ,s,sk
57,pɾotˈeçen,pɾoteçˈeɾ,ç,ç
58,inteɾponˈejs,inteɾponˈeɾ,n,n
