idx,tgt,lemma,lemma_sf,tgt_sf
0,enɾikˈesko,enɾikesˈeɾ,s,sk
2,tˈenɡan,tenˈeɾ,n,nɡ
4,sˈuɾse,suɾsˈiɾ,ɾs,ɾs
7,desaɡɾadˈeskan,desaɡɾadesˈeɾ,s,sk
10,enkˈoxa,enkoçˈeɾ,ç,x
11,desapaɾeskˈamos,desapaɾesˈeɾ,s,sk
12,padˈesen,padesˈeɾ,s,s
13,espˈaɾsas,espaɾsˈiɾ,ɾs,ɾs
14,desapaɾesˈemos,desapaɾesˈeɾ,s,s
16,sˈuɾsa,suɾsˈiɾ,ɾs,ɾs
21,pɾebjˈenes,pɾebenˈiɾ,n,n
22,enkoçˈejs,enkoçˈeɾ,ç,ç
23,padˈeska,padesˈeɾ,s,sk
24,empekeɲˈese,empekeɲesˈeɾ,s,s
26,elixˈamos,eliçˈiɾ,ç,x
27,pɾebenɡˈajs,pɾebenˈiɾ,n,nɡ
30,mulçˈemos,mulçˈeɾ,lç,lç
31,espaɾsˈamos,espaɾsˈiɾ,ɾs,ɾs
38,ˈaɡa,asˈeɾ,s,ɡ
40,palidˈeses,palidesˈeɾ,s,s
42,pɾobjˈene,pɾobenˈiɾ,n,n
43,kondˈiɡan,kondesˈiɾ,s,ɡ
44,empekeɲˈesen,empekeɲesˈeɾ,s,s
46,dispˈone,disponˈeɾ,n,n
49,exeɾsˈejs,exeɾsˈeɾ,ɾs,ɾs
51,supˈonen,suponˈeɾ,n,n
58,palidˈeses,palidesˈeɾ,s,s
60,kontjˈenen,kontenˈeɾ,n,n
61,aɡɾadeskˈamos,aɡɾadesˈeɾ,s,sk
63,pɾobenɡˈajs,pɾobenˈiɾ,n,nɡ
64,indˈuse,indusˈiɾ,s,s
65,enkˈoçes,enkoçˈeɾ,ç,ç
69,deskonˈoskan,deskonosˈeɾ,s,sk
70,kondˈiɡo,kondesˈiɾ,s,ɡ
72,tˈenɡo,tenˈeɾ,n,nɡ
73,neɡlˈixo,neɡliçˈiɾ,ç,x
74,mˈuxa,muçˈiɾ,ç,x
80,desaɡɾadˈeskas,desaɡɾadesˈeɾ,s,sk
87,ˈaɡo,asˈeɾ,s,ɡ
90,konbeɾçˈemos,konbeɾçˈeɾ,ɾç,ɾç
94,sˈuɾxan,suɾçˈiɾ,ɾç,ɾx
