idx,tgt,lemma,lemma_sf,tgt_sf
0,enlentˈesko,enlentesˈeɾ,s,sk
1,enɾaɾˈeska,enɾaɾesˈeɾ,s,sk
2,konˈosko,konosˈeɾ,s,sk
3,faboɾˈeses,faboɾesˈeɾ,s,s
4,supeɾbenˈimos,supeɾbenˈiɾ,n,n
5,konbalˈeskas,konbalesˈeɾ,s,sk
6,enkanˈeskas,enkanesˈeɾ,s,sk
7,ɾesplandesˈemos,ɾesplandesˈeɾ,s,s
8,umedˈese,umedesˈeɾ,s,s
9,tɾaspˈonɡan,tɾasponˈeɾ,n,nɡ
10,empobɾˈesen,empobɾesˈeɾ,s,s
11,astɾinxˈamos,astɾinçˈiɾ,nç,nx
12,ataɾdeskˈamos,ataɾdesˈeɾ,s,sk
13,supeɾbenˈis,supeɾbenˈiɾ,n,n
14,desnˈaskas,desnasˈeɾ,s,sk
15,pɾedispˈonɡan,pɾedisponˈeɾ,n,nɡ
16,diɾixˈajs,diɾiçˈiɾ,ç,x
17,detenˈemos,detenˈeɾ,n,n
18,ɾesplandˈeskas,ɾesplandesˈeɾ,s,sk
19,astɾinçˈimos,astɾinçˈiɾ,nç,nç
20,ofɾˈese,ofɾesˈeɾ,s,s
21,apaɾˈesen,apaɾesˈeɾ,s,s
22,aɡɾadesˈemos,aɡɾadesˈeɾ,s,s
23,desabastˈeskan,desabastesˈeɾ,s,sk
24,balˈemos,balˈeɾ,l,l
25,tɾaspˈonɡa,tɾasponˈeɾ,n,nɡ
26,pɾodˈusko,pɾodusˈiɾ,s,sk
27,desfaʃˈese,desfaʃesˈeɾ,s,s
28,pˈunxas,punçˈiɾ,nç,nx
29,supeɾpˈonɡan,supeɾponˈeɾ,n,nɡ
30,derelinkˈamos,derelinkˈiɾ,nk,nk
31,kˈajɡas,kaˈeɾ,,jɡ
32,ɾekompˈonɡa,ɾekomponˈeɾ,n,nɡ
33,entɾetenˈemos,entɾetenˈeɾ,n,n
34,ɾesˈaɾses,ɾesaɾsˈiɾ,ɾs,ɾs
35,enɾikˈeskas,enɾikesˈeɾ,s,sk
36,sobɾesˈales,sobɾesalˈiɾ,l,l
37,ɾekɾudˈeskas,ɾekɾudesˈeɾ,s,sk
38,faboɾˈeska,faboɾesˈeɾ,s,sk
39,balbˈusen,balbusˈiɾ,s,s
40,neɡɾˈese,neɡɾesˈeɾ,s,s
41,ensoɾdˈeses,ensoɾdesˈeɾ,s,s
42,kˈajɡan,kaˈeɾ,,jɡ
43,empalidˈeses,empalidesˈeɾ,s,s
44,deponɡˈajs,deponˈeɾ,n,nɡ
45,koçˈemos,koçˈeɾ,ç,ç
46,enbexeskˈamos,enbexesˈeɾ,s,sk
47,ɾekɾudˈesko,ɾekɾudesˈeɾ,s,sk
48,ofɾesˈemos,ofɾesˈeɾ,s,s
49,emˈunxan,emunçˈeɾ,nç,nx
50,desentumˈeska,desentumesˈeɾ,s,sk
51,entɾetenɡˈamos,entɾetenˈeɾ,n,nɡ
52,dˈises,desˈiɾ,s,s
53,maldˈiɡan,maldesˈiɾ,s,ɡ
54,desentumesˈejs,desentumesˈeɾ,s,s
55,lanɡidˈeses,lanɡidesˈeɾ,s,s
56,elixˈajs,eleçˈiɾ,ç,x
57,posponˈemos,posponˈeɾ,n,n
58,faboɾˈeses,faboɾesˈeɾ,s,s
59,ɾetɾaˈejs,ɾetɾaˈeɾ,,
60,kompadˈeses,kompadesˈeɾ,s,s
61,ɾekɾudˈesen,ɾekɾudesˈeɾ,s,s
62,ataɾdˈeska,ataɾdesˈeɾ,s,sk
63,aflˈiçen,afliçˈiɾ,ç,ç
64,lanɡidesˈemos,lanɡidesˈeɾ,s,s
65,inteɾpˈonen,inteɾponˈeɾ,n,n
66,ɾesplandesˈemos,ɾesplandesˈeɾ,s,s
67,embɾutˈeses,embɾutesˈeɾ,s,s
68,mˈuxa,muçˈiɾ,ç,x
69,sostˈenɡo,sostenˈeɾ,n,nɡ
70,fenˈeska,fenesˈeɾ,s,sk
71,adbˈenɡan,adbenˈiɾ,n,nɡ
72,desdˈises,desdesˈiɾ,s,s
73,konˈoses,konosˈeɾ,s,s
74,diɾˈiçen,diɾiçˈiɾ,ç,ç
75,supeɾbenˈimos,supeɾbenˈiɾ,n,n
76,desasˈis,desasˈiɾ,s,s
77,despɾotˈexo,despɾoteçˈeɾ,ç,x
78,pɾopˈonɡas,pɾoponˈeɾ,n,nɡ
79,pɾebalˈesko,pɾebalesˈeɾ,s,sk
80,kaˈemos,kaˈeɾ,,
81,bˈalɡo,balˈeɾ,l,lɡ
82,apetˈeska,apetesˈeɾ,s,sk
83,abdˈuses,abdusˈiɾ,s,s
84,kompadˈeskas,kompadesˈeɾ,s,sk
85,eskaɾnˈeska,eskaɾnesˈeɾ,s,sk
86,konbjˈenen,konbenˈiɾ,n,n
87,apaɾˈeskan,apaɾesˈeɾ,s,sk
88,apˈonɡas,aponˈeɾ,n,nɡ
89,ɾeelˈixa,ɾeeleçˈiɾ,ç,x
90,apeteskˈamos,apetesˈeɾ,s,sk
91,detenɡˈajs,detenˈeɾ,n,nɡ
92,aflˈiçes,afliçˈiɾ,ç,ç
93,ɾesplandˈeska,ɾesplandesˈeɾ,s,sk
94,ɾetjˈenes,ɾetenˈeɾ,n,n
95,despɾotexˈajs,despɾoteçˈeɾ,ç,x
96,fenˈeska,fenesˈeɾ,s,sk
97,ataɾdˈeskas,ataɾdesˈeɾ,s,sk
98,fˈulxas,fulçˈiɾ,lç,lx
99,eɾˈiçen,eɾiçˈiɾ,ç,ç
100,empodɾˈeskas,empodɾesˈeɾ,s,sk
101,ɾeabastˈeskan,ɾeabastesˈeɾ,s,sk
102,kompaɾˈesen,kompaɾesˈeɾ,s,s
103,eskaɾnˈeska,eskaɾnesˈeɾ,s,sk
104,enduɾˈeska,enduɾesˈeɾ,s,sk
105,pospˈonen,posponˈeɾ,n,n
106,kɾˈeskas,kɾesˈeɾ,s,sk
107,abduskˈamos,abdusˈiɾ,s,sk
108,ɾexubenesˈemos,ɾexubenesˈeɾ,s,s
109,padˈeska,padesˈeɾ,s,sk
110,pɾekonoskˈajs,pɾekonosˈeɾ,s,sk
111,emˈunçen,emunçˈeɾ,nç,nç
112,ɾˈuçes,ɾuçˈiɾ,ç,ç
113,tɾˈajɡa,tɾaˈeɾ,,jɡ
114,ɾekɾudeskˈamos,ɾekɾudesˈeɾ,s,sk
115,ɾepˈonɡan,ɾeponˈeɾ,n,nɡ
116,ensoɾdˈeskas,ensoɾdesˈeɾ,s,sk
117,maldiɡˈamos,maldesˈiɾ,s,ɡ
118,abjˈenen,abenˈiɾ,n,n
119,deskonbjˈene,deskonbenˈiɾ,n,n
120,entumeskˈamos,entumesˈeɾ,s,sk
121,empekeɲˈeska,empekeɲesˈeɾ,s,sk
122,desfaboɾeskˈajs,desfaboɾesˈeɾ,s,sk
123,aboreskˈamos,aboresˈeɾ,s,sk
124,manutenɡˈamos,manutenˈeɾ,n,nɡ
125,tɾadˈuses,tɾadusˈiɾ,s,s
126,entɾistˈeskas,entɾistesˈeɾ,s,sk
127,deponˈejs,deponˈeɾ,n,n
128,enfuɾeskˈajs,enfuɾesˈeɾ,s,sk
129,ˈasɡa,asˈiɾ,s,sɡ
130,pˈunxan,punçˈiɾ,nç,nx
131,eskwˈeses,eskosˈeɾ,s,s
132,kabˈejs,kabˈeɾ,b,b
133,establˈese,establesˈeɾ,s,s
134,sostenɡˈamos,sostenˈeɾ,n,nɡ
135,diɡˈajs,desˈiɾ,s,ɡ
136,desmeɾesˈejs,desmeɾesˈeɾ,s,s
137,umedeskˈajs,umedesˈeɾ,s,sk
138,tɾanspˈonɡas,tɾansponˈeɾ,n,nɡ
139,emˈunxa,emunçˈeɾ,nç,nx
