idx,tgt,lemma,lemma_sf,tgt_sf
0,entenebɾˈeska,entenebɾesˈeɾ,s,sk
1,estˈaɾsa,estaɾsˈiɾ,ɾs,ɾs
2,abastˈeska,abastesˈeɾ,s,sk
3,pɾoteçˈemos,pɾoteçˈeɾ,ç,ç
4,ɾejmpˈonɡa,ɾejmponˈeɾ,n,nɡ
5,astɾinçˈimos,astɾinçˈiɾ,nç,nç
6,pɾotˈeçes,pɾoteçˈeɾ,ç,ç
7,ˈuɾxo,uɾçˈiɾ,ɾç,ɾx
8,estaɾsˈajs,estaɾsˈiɾ,ɾs,ɾs
9,ɾedˈiɡas,ɾedesˈiɾ,s,ɡ
10,ɾestablˈesko,ɾestablesˈeɾ,s,sk
11,inteɾpˈonɡan,inteɾponˈeɾ,n,nɡ
12,estaɾsˈis,estaɾsˈiɾ,ɾs,ɾs
13,ˈuɾçen,uɾçˈiɾ,ɾç,ɾç
14,inteɾpˈone,inteɾponˈeɾ,n,n
15,ɾestablˈeskan,ɾestablesˈeɾ,s,sk
16,adusˈimos,adusˈiɾ,s,s
17,sobɾekoxˈamos,sobɾekoçˈeɾ,ç,x
18,adoɾmˈesen,adoɾmesˈeɾ,s,s
19,ɾejmponˈejs,ɾejmponˈeɾ,n,n
20,korˈixan,koreçˈiɾ,ç,x
21,astɾinçˈimos,astɾinçˈiɾ,nç,nç
22,enkˈoçe,enkoçˈeɾ,ç,ç
23,korˈixa,koreçˈiɾ,ç,x
24,ɾedˈiɡan,ɾedesˈiɾ,s,ɡ
25,adoɾmˈese,adoɾmesˈeɾ,s,s
26,ˈuɾxa,uɾçˈiɾ,ɾç,ɾx
27,estˈaɾso,estaɾsˈiɾ,ɾs,ɾs
28,abastˈese,abastesˈeɾ,s,s
29,astɾinçˈimos,astɾinçˈiɾ,nç,nç
30,astɾinçˈimos,astɾinçˈiɾ,nç,nç
31,ɾestablˈesko,ɾestablesˈeɾ,s,sk
32,korˈiçe,koreçˈiɾ,ç,ç
33,inteɾpˈonen,inteɾponˈeɾ,n,n
34,abastˈeska,abastesˈeɾ,s,sk
35,tɾadˈusen,tɾadusˈiɾ,s,s
36,adˈuskan,adusˈiɾ,s,sk
37,ɾedˈises,ɾedesˈiɾ,s,s
38,enkˈoxas,enkoçˈeɾ,ç,x
39,enkaʃˈeses,enkaʃesˈeɾ,s,s
40,ɾestablˈeses,ɾestablesˈeɾ,s,s
41,korˈixan,koreçˈiɾ,ç,x
42,inteɾpˈonɡa,inteɾponˈeɾ,n,nɡ
43,bendˈiɡan,bendesˈiɾ,s,ɡ
44,konbˈensa,konbensˈeɾ,ns,ns
45,estˈaɾse,estaɾsˈiɾ,ɾs,ɾs
46,bendiɡˈajs,bendesˈiɾ,s,ɡ
47,entenebɾˈeska,entenebɾesˈeɾ,s,sk
48,ˈuɾxan,uɾçˈiɾ,ɾç,ɾx
49,enkˈoxa,enkoçˈeɾ,ç,x
50,konbˈenses,konbensˈeɾ,ns,ns
51,adˈusen,adusˈiɾ,s,s
52,sobɾekˈoxan,sobɾekoçˈeɾ,ç,x
53,enkˈoxo,enkoçˈeɾ,ç,x
54,ɾedˈise,ɾedesˈiɾ,s,s
55,abastˈesko,abastesˈeɾ,s,sk
56,sostˈenɡo,sostenˈeɾ,n,nɡ
57,ɾobusteskˈamos,ɾobustesˈeɾ,s,sk
