idx,tgt,lemma,lemma_sf,tgt_sf
0,adʃˈaska,adʃasˈeɾ,s,sk
1,desˈaɡa,desasˈeɾ,s,ɡ
2,kepˈajs,kabˈeɾ,b,p
3,ɾenasˈejs,ɾenasˈeɾ,s,s
4,ɾeabastˈesen,ɾeabastesˈeɾ,s,s
5,amanˈesen,amanesˈeɾ,s,s
6,ɾenˈaskas,ɾenasˈeɾ,s,sk
7,enlentˈeska,enlentesˈeɾ,s,sk
8,amanesˈejs,amanesˈeɾ,s,s
9,padˈeses,padesˈeɾ,s,s
10,peɾmanˈeses,peɾmanesˈeɾ,s,s
11,ɾenˈaskan,ɾenasˈeɾ,s,sk
12,estɾemesˈemos,estɾemesˈeɾ,s,s
13,embeʃˈeska,embeʃesˈeɾ,s,sk
14,kompaɾˈesen,kompaɾesˈeɾ,s,s
15,desdiɡˈajs,desdesˈiɾ,s,ɡ
16,maɾsˈamos,maɾsˈiɾ,ɾs,ɾs
17,debˈenɡa,debenˈiɾ,n,nɡ
18,enbanˈese,enbanesˈeɾ,s,s
19,ɾobustˈeskan,ɾobustesˈeɾ,s,sk
20,empodɾeskˈamos,empodɾesˈeɾ,s,sk
21,depˈonɡan,deponˈeɾ,n,nɡ
22,konflixˈajs,konfliçˈiɾ,ç,x
23,empalidˈeska,empalidesˈeɾ,s,sk
24,dˈiɡa,desˈiɾ,s,ɡ
25,kondˈiɡa,kondesˈiɾ,s,ɡ
26,atenˈemos,atenˈeɾ,n,n
27,entɾetˈenɡa,entɾetenˈeɾ,n,nɡ
28,ɾeblandˈeses,ɾeblandesˈeɾ,s,s
29,kompadˈese,kompadesˈeɾ,s,s
30,arˈesen,aresˈiɾ,s,s
31,fɾˈançen,fɾançˈiɾ,nç,nç
32,kontɾabˈenɡas,kontɾabenˈiɾ,n,nɡ
33,pɾoponɡˈamos,pɾoponˈeɾ,n,nɡ
34,kˈaen,kaˈeɾ,,
35,ɾekompˈonen,ɾekomponˈeɾ,n,n
36,adbˈenɡa,adbenˈiɾ,n,nɡ
37,sobɾesˈalɡas,sobɾesalˈiɾ,l,lɡ
38,peɾtenˈese,peɾtenesˈeɾ,s,s
39,fulxˈamos,fulçˈiɾ,lç,lx
40,konbeɾxˈamos,konbeɾçˈeɾ,ɾç,ɾx
41,supeɾbjˈene,supeɾbenˈiɾ,n,n
42,amaneskˈajs,amanesˈeɾ,s,sk
43,distɾˈajɡo,distɾaˈeɾ,,jɡ
44,eskaˈeska,eskaesˈeɾ,s,sk
45,ˈaɡas,asˈeɾ,s,ɡ
46,inflˈixo,infliçˈiɾ,ç,x
47,tɾˈajɡan,tɾaˈeɾ,,jɡ
48,lˈuses,lusˈiɾ,s,s
49,ɾobustˈesen,ɾobustesˈeɾ,s,s
50,inteɾpˈone,inteɾponˈeɾ,n,n
51,konbeɾxˈamos,konbeɾçˈeɾ,ɾç,ɾx
52,eskwˈesa,eskosˈeɾ,s,s
53,embeʃˈeskan,embeʃesˈeɾ,s,sk
54,desdˈiɡan,desdesˈiɾ,s,ɡ
55,fɾunsˈis,fɾunsˈiɾ,ns,ns
56,mˈulsa,mulsˈeɾ,ls,ls
57,desabasteskˈajs,desabastesˈeɾ,s,sk
58,absteɾçˈejs,absteɾçˈeɾ,ɾç,ɾç
59,inteɾdiɡˈajs,inteɾdesˈiɾ,s,ɡ
60,mˈulsa,mulsˈeɾ,ls,ls
61,enɾaɾeskˈamos,enɾaɾesˈeɾ,s,sk
62,ɾediɾˈixa,ɾediɾiçˈiɾ,ç,x
63,ɾesˈuɾçes,ɾesuɾçˈiɾ,ɾç,ɾç
64,kosˈajs,kosˈeɾ,s,s
65,infɾˈinçen,infɾinçˈiɾ,nç,nç
66,konbalˈeskan,konbalesˈeɾ,s,sk
67,aɡɾadˈesen,aɡɾadesˈeɾ,s,s
68,enoɾɡuʃˈesen,enoɾɡuʃesˈeɾ,s,s
69,peɾˈesen,peɾesˈeɾ,s,s
70,antedesˈimos,antedesˈiɾ,s,s
71,eskaɾnˈeskan,eskaɾnesˈeɾ,s,sk
72,umedeskˈajs,umedesˈeɾ,s,sk
73,establˈeska,establesˈeɾ,s,sk
74,mantjˈenen,mantenˈeɾ,n,n
75,ɾekonˈosko,ɾekonosˈeɾ,s,sk
76,fˈulxa,fulçˈiɾ,lç,lx
77,despɾotˈeçe,despɾoteçˈeɾ,ç,ç
78,emˈunçes,emunçˈeɾ,nç,nç
79,akaˈeskan,akaesˈeɾ,s,sk
80,amanˈeska,amanesˈeɾ,s,sk
81,emˈeɾçes,emeɾçˈeɾ,ɾç,ɾç
82,empekeɲˈeskas,empekeɲesˈeɾ,s,sk
83,ɾepˈones,ɾeponˈeɾ,n,n
84,adoɾmˈeskas,adoɾmesˈeɾ,s,sk
85,inteɾponˈejs,inteɾponˈeɾ,n,n
86,enneɡɾˈesen,enneɡɾesˈeɾ,s,s
87,detenˈemos,detenˈeɾ,n,n
88,ɾetɾajɡˈamos,ɾetɾaˈeɾ,,jɡ
89,enkaneskˈamos,enkanesˈeɾ,s,sk
90,enneɡɾˈeskan,enneɡɾesˈeɾ,s,sk
91,entenebɾˈeska,entenebɾesˈeɾ,s,sk
92,desabastˈese,desabastesˈeɾ,s,s
93,korˈiçes,koreçˈiɾ,ç,ç
94,inteɾdesˈis,inteɾdesˈiɾ,s,s
95,entɾebenɡˈajs,entɾebenˈiɾ,n,nɡ
96,konˈoska,konosˈeɾ,s,sk
97,pˈunxa,punçˈiɾ,nç,nx
98,ʃukstapˈone,ʃukstaponˈeɾ,n,n
99,kompaɾˈesen,kompaɾesˈeɾ,s,s
100,enlentˈeska,enlentesˈeɾ,s,sk
101,entumˈeska,entumesˈeɾ,s,sk
102,depˈones,deponˈeɾ,n,n
103,akˈoçe,akoçˈeɾ,ç,ç
104,impˈonɡa,imponˈeɾ,n,nɡ
105,entenebɾesˈemos,entenebɾesˈeɾ,s,s
106,balbˈuskas,balbusˈiɾ,s,sk
107,tɾaˈemos,tɾaˈeɾ,,
108,peɾmanˈeska,peɾmanesˈeɾ,s,sk
109,kondesˈimos,kondesˈiɾ,s,s
110,eskaˈesko,eskaesˈeɾ,s,sk
111,enbilˈesko,enbilesˈeɾ,s,sk
112,konbˈeɾxas,konbeɾçˈeɾ,ɾç,ɾx
113,desentumˈesen,desentumesˈeɾ,s,s
114,enbilˈesen,enbilesˈeɾ,s,s
115,ɾesˈuɾçen,ɾesuɾçˈiɾ,ɾç,ɾç
116,adʃˈases,adʃasˈeɾ,s,s
117,edusˈis,edusˈiɾ,s,s
118,peɾeskˈamos,peɾesˈeɾ,s,sk
119,faʃˈeska,faʃesˈeɾ,s,sk
120,emˈunxa,emunçˈeɾ,nç,nx
121,fˈulxa,fulçˈiɾ,lç,lx
122,ˈunsa,unsˈiɾ,ns,ns
123,peɾeskˈajs,peɾesˈeɾ,s,sk
124,enɾikˈeskas,enɾikesˈeɾ,s,sk
125,atenɡˈajs,atenˈeɾ,n,nɡ
126,kontɾabenˈimos,kontɾabenˈiɾ,n,n
127,enneɡɾˈese,enneɡɾesˈeɾ,s,s
128,abdusˈis,abdusˈiɾ,s,s
129,xˈake,xakˈiɾ,k,k
130,konbˈeɾxa,konbeɾçˈeɾ,ɾç,ɾx
131,ˈases,asˈiɾ,s,s
132,entoɾpeskˈamos,entoɾpesˈeɾ,s,sk
133,tɾaspˈonɡo,tɾasponˈeɾ,n,nɡ
134,enɾikˈeskan,enɾikesˈeɾ,s,sk
135,konbˈenɡo,konbenˈiɾ,n,nɡ
136,kosˈamos,kosˈeɾ,s,s
137,entɾetjˈenes,entɾetenˈeɾ,n,n
138,adbˈenɡas,adbenˈiɾ,n,nɡ
139,dekɾˈese,dekɾesˈeɾ,s,s
140,pɾedisponˈemos,pɾedisponˈeɾ,n,n
141,desˈasɡan,desasˈiɾ,s,sɡ
142,pɾekonosˈemos,pɾekonosˈeɾ,s,s
143,konbaleskˈamos,konbalesˈeɾ,s,sk
144,entenebɾˈeskan,entenebɾesˈeɾ,s,sk
145,ɾesplandeskˈamos,ɾesplandesˈeɾ,s,sk
146,ɾekonosˈejs,ɾekonosˈeɾ,s,s
147,ɾeelˈixa,ɾeeleçˈiɾ,ç,x
148,neɡɾˈese,neɡɾesˈeɾ,s,s
149,balˈemos,balˈeɾ,l,l
150,entumesˈemos,entumesˈeɾ,s,s
151,sostenˈejs,sostenˈeɾ,n,n
152,tɾajɡˈajs,tɾaˈeɾ,,jɡ
153,entumˈesen,entumesˈeɾ,s,s
154,mˈuxo,muçˈiɾ,ç,x
155,fenˈeskan,fenesˈeɾ,s,sk
156,delˈinken,delinkˈiɾ,nk,nk
157,empalidesˈejs,empalidesˈeɾ,s,s
158,ʃukstaponɡˈamos,ʃukstaponˈeɾ,n,nɡ
159,ɾedˈuskas,ɾedusˈiɾ,s,sk
160,konbeɾxˈajs,konbeɾçˈeɾ,ɾç,ɾx
161,bˈalen,balˈeɾ,l,l
162,akaeskˈajs,akaesˈeɾ,s,sk
163,kondiɡˈajs,kondesˈiɾ,s,ɡ
164,estɾemˈeses,estɾemesˈeɾ,s,s
165,kontɾabenɡˈamos,kontɾabenˈiɾ,n,nɡ
166,desfaboɾˈese,desfaboɾesˈeɾ,s,s
167,abˈenɡas,abenˈiɾ,n,nɡ
168,faʃesˈemos,faʃesˈeɾ,s,s
169,ɾelˈusen,ɾelusˈiɾ,s,s
170,apaɾesˈemos,apaɾesˈeɾ,s,s
171,aɡɾadeskˈamos,aɡɾadesˈeɾ,s,sk
172,elˈixa,eleçˈiɾ,ç,x
173,akaˈeskas,akaesˈeɾ,s,sk
174,atɾˈae,atɾaˈeɾ,,
175,elˈixan,eleçˈiɾ,ç,x
176,kˈae,kaˈeɾ,,
177,enlˈuse,enlusˈiɾ,s,s
178,kˈabe,kabˈeɾ,b,b
179,deteɾxˈajs,deteɾçˈeɾ,ɾç,ɾx
180,embeʃˈeskan,embeʃesˈeɾ,s,sk
181,pɾekonˈosko,pɾekonosˈeɾ,s,sk
182,indˈuses,indusˈiɾ,s,s
183,ɾediɾiçˈis,ɾediɾiçˈiɾ,ç,ç
184,ɾˈuçe,ɾuçˈiɾ,ç,ç
185,elˈixan,eleçˈiɾ,ç,x
186,tɾˈajɡan,tɾaˈeɾ,,jɡ
187,ɾepɾodˈuskan,ɾepɾodusˈiɾ,s,sk
188,lanɡidesˈejs,lanɡidesˈeɾ,s,s
189,fˈunxa,funçˈiɾ,nç,nx
190,kolˈiçes,koleçˈiɾ,ç,ç
191,sobɾebenˈis,sobɾebenˈiɾ,n,n
192,ɾetɾˈajɡo,ɾetɾaˈeɾ,,jɡ
193,ɾeabastˈeska,ɾeabastesˈeɾ,s,sk
194,enɾoxˈeskas,enɾoxesˈeɾ,s,sk
195,detˈeɾxa,deteɾçˈeɾ,ɾç,ɾx
196,peɾtenˈesko,peɾtenesˈeɾ,s,sk
197,inteɾpˈonɡa,inteɾponˈeɾ,n,nɡ
198,emˈeɾçes,emeɾçˈeɾ,ɾç,ɾç
199,lanɡidˈesko,lanɡidesˈeɾ,s,sk
200,amanˈese,amanesˈeɾ,s,s
201,distɾˈaes,distɾaˈeɾ,,
202,fenˈeses,fenesˈeɾ,s,s
203,adˈuskas,adusˈiɾ,s,sk
204,ɾesˈaɾso,ɾesaɾsˈiɾ,ɾs,ɾs
205,abdusˈimos,abdusˈiɾ,s,s
206,ɾekˈoxan,ɾekoçˈeɾ,ç,x
207,sobɾesˈalɡan,sobɾesalˈiɾ,l,lɡ
208,impˈones,imponˈeɾ,n,n
209,amanˈeskan,amanesˈeɾ,s,sk
210,tɾajɡˈamos,tɾaˈeɾ,,jɡ
211,ekibalˈejs,ekibalˈeɾ,l,l
212,ɾestɾinçˈimos,ɾestɾinçˈiɾ,nç,nç
213,adbenˈis,adbenˈiɾ,n,n
214,suɾsˈajs,suɾsˈiɾ,ɾs,ɾs
215,ɾediɾˈiçen,ɾediɾiçˈiɾ,ç,ç
216,neɡlixˈamos,neɡliçˈiɾ,ç,x
217,ɾekonˈoska,ɾekonosˈeɾ,s,sk
218,kondiɡˈamos,kondesˈiɾ,s,ɡ
219,desˈase,desasˈeɾ,s,s
220,adbjˈenes,adbenˈiɾ,n,n
221,konbˈensas,konbensˈeɾ,ns,ns
222,inflˈixa,infliçˈiɾ,ç,x
223,enbilˈeskas,enbilesˈeɾ,s,sk
224,absteɾçˈemos,absteɾçˈeɾ,ɾç,ɾç
225,mˈulçes,mulçˈeɾ,lç,lç
226,desabjˈenes,desabenˈiɾ,n,n
227,detˈenɡa,detenˈeɾ,n,nɡ
228,empobɾˈese,empobɾesˈeɾ,s,s
229,ɾekɾudˈeska,ɾekɾudesˈeɾ,s,sk
230,ɾetjˈenes,ɾetenˈeɾ,n,n
231,desdˈiɡo,desdesˈiɾ,s,ɡ
232,eliçˈis,eliçˈiɾ,ç,ç
233,ɾestɾinxˈajs,ɾestɾinçˈiɾ,nç,nx
234,sobɾepˈone,sobɾeponˈeɾ,n,n
235,manutenˈemos,manutenˈeɾ,n,n
236,abjˈenes,abenˈiɾ,n,n
237,ɾekˈoxa,ɾekoçˈeɾ,ç,x
238,abdˈuses,abdusˈiɾ,s,s
239,ɾexubenˈesen,ɾexubenesˈeɾ,s,s
240,enneɡɾesˈejs,enneɡɾesˈeɾ,s,s
241,sobɾepˈonɡas,sobɾeponˈeɾ,n,nɡ
242,emˈunxo,emunçˈeɾ,nç,nx
243,tɾaspˈones,tɾasponˈeɾ,n,n
244,absteɾçˈemos,absteɾçˈeɾ,ɾç,ɾç
245,enlˈusko,enlusˈiɾ,s,sk
246,xˈakan,xakˈiɾ,k,k
247,edˈuskas,edusˈiɾ,s,sk
248,ɾelˈuse,ɾelusˈiɾ,s,s
249,kondˈisen,kondesˈiɾ,s,s
250,ɾeapaɾˈesen,ɾeapaɾesˈeɾ,s,s
251,antediɡˈajs,antedesˈiɾ,s,ɡ
252,kabˈejs,kabˈeɾ,b,b
253,desˈasɡo,desasˈiɾ,s,sɡ
254,xakˈamos,xakˈiɾ,k,k
255,arˈeses,aresˈiɾ,s,s
256,desdˈise,desdesˈiɾ,s,s
257,mantˈenɡa,mantenˈeɾ,n,nɡ
258,entɾistˈesen,entɾistesˈeɾ,s,s
259,apetesˈejs,apetesˈeɾ,s,s
260,aɡɾadˈesen,aɡɾadesˈeɾ,s,s
261,diɾˈixa,diɾiçˈiɾ,ç,x
262,eɾˈiçes,eɾiçˈiɾ,ç,ç
263,lˈusko,lusˈiɾ,s,sk
264,entɾetenɡˈajs,entɾetenˈeɾ,n,nɡ
265,ɾobustˈese,ɾobustesˈeɾ,s,s
266,supeɾponɡˈajs,supeɾponˈeɾ,n,nɡ
267,amaɾiʃˈeska,amaɾiʃesˈeɾ,s,sk
268,enneɡɾesˈemos,enneɡɾesˈeɾ,s,s
269,ofɾˈese,ofɾesˈeɾ,s,s
270,kompadˈesen,kompadesˈeɾ,s,s
271,deskosˈemos,deskosˈeɾ,s,s
272,peɾesˈemos,peɾesˈeɾ,s,s
273,aresˈis,aresˈiɾ,s,s
274,emˈeɾxa,emeɾçˈeɾ,ɾç,ɾx
275,enkanˈeskan,enkanesˈeɾ,s,sk
276,desmeɾeskˈajs,desmeɾesˈeɾ,s,sk
277,peɾtenˈeses,peɾtenesˈeɾ,s,s
278,empodɾˈeskan,empodɾesˈeɾ,s,sk
279,adbjˈenen,adbenˈiɾ,n,n
280,padesˈemos,padesˈeɾ,s,s
281,aɡɾadˈeska,aɡɾadesˈeɾ,s,sk
282,desnˈaskas,desnasˈeɾ,s,sk
283,ɾetenɡˈamos,ɾetenˈeɾ,n,nɡ
284,desabenɡˈamos,desabenˈiɾ,n,nɡ
285,mˈulsa,mulsˈeɾ,ls,ls
286,estˈaɾsan,estaɾsˈiɾ,ɾs,ɾs
287,desfaboɾeskˈamos,desfaboɾesˈeɾ,s,sk
288,kompadˈese,kompadesˈeɾ,s,s
289,fenˈese,fenesˈeɾ,s,s
290,entoɾpˈeskan,entoɾpesˈeɾ,s,sk
291,mˈulsas,mulsˈeɾ,ls,ls
292,mulçˈemos,mulçˈeɾ,lç,lç
293,deskonˈosen,deskonosˈeɾ,s,s
294,kontɾaponɡˈajs,kontɾaponˈeɾ,n,nɡ
295,abˈenɡa,abenˈiɾ,n,nɡ
296,atɾˈajɡo,atɾaˈeɾ,,jɡ
297,deskonbenɡˈamos,deskonbenˈiɾ,n,nɡ
298,ɾesplandˈese,ɾesplandesˈeɾ,s,s
299,kˈosen,kosˈeɾ,s,s
300,desmeɾesˈejs,desmeɾesˈeɾ,s,s
301,komplaskˈajs,komplasˈeɾ,s,sk
302,abjˈene,abenˈiɾ,n,n
303,enbilesˈemos,enbilesˈeɾ,s,s
304,ɾesˈaɾsa,ɾesaɾsˈiɾ,ɾs,ɾs
305,dˈisen,desˈiɾ,s,s
306,empekeɲˈesen,empekeɲesˈeɾ,s,s
307,ɾejmpˈonen,ɾejmponˈeɾ,n,n
308,diɾixˈajs,diɾiçˈiɾ,ç,x
309,ʃukstapˈonen,ʃukstaponˈeɾ,n,n
310,desabjˈenen,desabenˈiɾ,n,n
311,desdiɡˈamos,desdesˈiɾ,s,ɡ
312,aborˈesen,aboresˈeɾ,s,s
313,enbaneskˈajs,enbanesˈeɾ,s,sk
314,emˈunxa,emunçˈeɾ,nç,nx
315,deɾelˈinkas,deɾelinkˈiɾ,nk,nk
316,paɾˈesko,paɾesˈeɾ,s,sk
317,eɾˈixa,eɾiçˈiɾ,ç,x
318,entɾetjˈenen,entɾetenˈeɾ,n,n
319,maldˈises,maldesˈiɾ,s,s
320,fɾˈunso,fɾunsˈiɾ,ns,ns
321,pɾebalˈeskas,pɾebalesˈeɾ,s,sk
322,desnˈasko,desnasˈeɾ,s,sk
323,desnˈaska,desnasˈeɾ,s,sk
324,desapaɾˈesko,desapaɾesˈeɾ,s,sk
325,desfaʃˈeskan,desfaʃesˈeɾ,s,sk
