idx,tgt,lemma,lemma_sf,tgt_sf
0,enkaʃˈese,enkaʃesˈeɾ,s,s
1,bendˈiɡas,bendesˈiɾ,s,ɡ
2,manutˈenɡo,manutenˈeɾ,n,nɡ
3,ɾestablˈeses,ɾestablesˈeɾ,s,s
4,tɾadusˈis,tɾadusˈiɾ,s,s
5,konbˈensa,konbensˈeɾ,ns,ns
6,bendˈiɡa,bendesˈiɾ,s,ɡ
7,ɾestableskˈajs,ɾestablesˈeɾ,s,sk
8,estˈaɾsan,estaɾsˈiɾ,ɾs,ɾs
9,enkoçˈejs,enkoçˈeɾ,ç,ç
10,bendesˈis,bendesˈiɾ,s,s
11,ˈuɾxa,uɾçˈiɾ,ɾç,ɾx
12,bendˈise,bendesˈiɾ,s,s
13,ɾedesˈimos,ɾedesˈiɾ,s,s
14,sobɾekˈoxa,sobɾekoçˈeɾ,ç,x
15,bˈale,balˈeɾ,l,l
16,ɾobustˈeskan,ɾobustesˈeɾ,s,sk
17,inteɾponɡˈamos,inteɾponˈeɾ,n,nɡ
18,adˈuskas,adusˈiɾ,s,sk
19,enkˈoçen,enkoçˈeɾ,ç,ç
20,adoɾmesˈejs,adoɾmesˈeɾ,s,s
21,estaɾsˈamos,estaɾsˈiɾ,ɾs,ɾs
22,adoɾmˈese,adoɾmesˈeɾ,s,s
23,sobɾekˈoçen,sobɾekoçˈeɾ,ç,ç
24,adoɾmˈeska,adoɾmesˈeɾ,s,sk
25,ɾejmponˈemos,ɾejmponˈeɾ,n,n
26,astɾˈinxan,astɾinçˈiɾ,nç,nx
27,ɾestablˈeskas,ɾestablesˈeɾ,s,sk
28,adoɾmˈeskas,adoɾmesˈeɾ,s,sk
29,inteɾponˈejs,inteɾponˈeɾ,n,n
30,abasteskˈajs,abastesˈeɾ,s,sk
31,inteɾponˈejs,inteɾponˈeɾ,n,n
32,konbˈensa,konbensˈeɾ,ns,ns
33,konbensˈamos,konbensˈeɾ,ns,ns
34,tɾadˈuses,tɾadusˈiɾ,s,s
35,manutenɡˈamos,manutenˈeɾ,n,nɡ
36,ɾediɡˈamos,ɾedesˈiɾ,s,ɡ
37,manutenɡˈamos,manutenˈeɾ,n,nɡ
38,manutjˈenen,manutenˈeɾ,n,n
39,pɾotexˈajs,pɾoteçˈeɾ,ç,x
40,adoɾmesˈemos,adoɾmesˈeɾ,s,s
41,adˈusko,adusˈiɾ,s,sk
42,ɾejmpˈonɡa,ɾejmponˈeɾ,n,nɡ
43,adoɾmeskˈajs,adoɾmesˈeɾ,s,sk
44,enkaʃˈese,enkaʃesˈeɾ,s,s
45,koreçˈis,koreçˈiɾ,ç,ç
46,bendiɡˈamos,bendesˈiɾ,s,ɡ
47,sostenˈejs,sostenˈeɾ,n,n
48,korˈixa,koreçˈiɾ,ç,x
49,ɾestablˈeskas,ɾestablesˈeɾ,s,sk
50,estˈaɾsas,estaɾsˈiɾ,ɾs,ɾs
51,manutenˈejs,manutenˈeɾ,n,n
52,korˈixas,koreçˈiɾ,ç,x
53,ɾedˈisen,ɾedesˈiɾ,s,s
54,entenebɾeskˈajs,entenebɾesˈeɾ,s,sk
55,ɾejmponˈemos,ɾejmponˈeɾ,n,n
56,astɾˈinçes,astɾinçˈiɾ,nç,nç
57,korˈixo,koreçˈiɾ,ç,x
58,enkaʃˈese,enkaʃesˈeɾ,s,s
59,enkˈoçen,enkoçˈeɾ,ç,ç
60,estˈaɾsa,estaɾsˈiɾ,ɾs,ɾs
61,abastˈeskas,abastesˈeɾ,s,sk
62,inteɾpˈonɡo,inteɾponˈeɾ,n,nɡ
63,ɾobustˈeska,ɾobustesˈeɾ,s,sk
64,bendˈises,bendesˈiɾ,s,s
65,estˈaɾsa,estaɾsˈiɾ,ɾs,ɾs
66,tɾaduskˈajs,tɾadusˈiɾ,s,sk
67,ɾestableskˈajs,ɾestablesˈeɾ,s,sk
68,ɾobustesˈemos,ɾobustesˈeɾ,s,s
69,sostjˈene,sostenˈeɾ,n,n
70,enkˈoçen,enkoçˈeɾ,ç,ç
71,sostenɡˈamos,sostenˈeɾ,n,nɡ
72,entenebɾˈese,entenebɾesˈeɾ,s,s
73,enkˈoxan,enkoçˈeɾ,ç,x
74,korixˈajs,koreçˈiɾ,ç,x
