idx,tgt,lemma,lemma_sf,tgt_sf
1,deskonˈosen,deskonosˈeɾ,s,s
2,enkˈoxas,enkoçˈeɾ,ç,x
3,pɾopˈonɡan,pɾoponˈeɾ,n,nɡ
5,desbaneskˈamos,desbanesˈeɾ,s,sk
9,mˈulxo,mulçˈeɾ,lç,lx
17,enkˈoxas,enkoçˈeɾ,ç,x
18,padˈesko,padesˈeɾ,s,sk
22,indˈuska,indusˈiɾ,s,sk
27,edˈuskas,edusˈiɾ,s,sk
32,enkˈoxa,enkoçˈeɾ,ç,x
33,espaɾsˈajs,espaɾsˈiɾ,ɾs,ɾs
34,akɾˈeses,akɾesˈeɾ,s,s
35,ʃukstaponˈemos,ʃukstaponˈeɾ,n,n
36,ensombɾeskˈajs,ensombɾesˈeɾ,s,sk
40,ofɾˈeska,ofɾesˈeɾ,s,sk
43,padesˈemos,padesˈeɾ,s,s
44,padˈeses,padesˈeɾ,s,s
45,elˈixan,eliçˈiɾ,ç,x
46,sˈuɾxo,suɾçˈiɾ,ɾç,ɾx
47,exˈeɾsen,exeɾsˈeɾ,ɾs,ɾs
50,enkˈoxas,enkoçˈeɾ,ç,x
53,intelˈiçes,inteliçˈiɾ,ç,ç
55,sˈuɾçe,suɾçˈiɾ,ɾç,ɾç
56,ʃukstapˈonɡan,ʃukstaponˈeɾ,n,nɡ
57,suɾsˈimos,suɾsˈiɾ,ɾs,ɾs
66,konbˈeɾxa,konbeɾçˈeɾ,ɾç,ɾx
72,ˈaɡo,asˈeɾ,s,ɡ
73,desbanˈeska,desbanesˈeɾ,s,sk
82,ʃukstapˈonen,ʃukstaponˈeɾ,n,n
83,edusˈis,edusˈiɾ,s,s
84,padesˈejs,padesˈeɾ,s,s
88,ensombɾˈeskas,ensombɾesˈeɾ,s,sk
90,enɾikˈeska,enɾikesˈeɾ,s,sk
91,desbanˈesen,desbanesˈeɾ,s,s
92,konbeɾxˈamos,konbeɾçˈeɾ,ɾç,ɾx
93,mˈuxo,muçˈiɾ,ç,x
105,disponˈemos,disponˈeɾ,n,n
107,suɾsˈis,suɾsˈiɾ,ɾs,ɾs
112,eduskˈamos,edusˈiɾ,s,sk
113,kondˈisen,kondesˈiɾ,s,s
118,disponˈemos,disponˈeɾ,n,n
123,edˈuskan,edusˈiɾ,s,sk
124,elˈiçen,eliçˈiɾ,ç,ç
127,mulxˈajs,mulçˈeɾ,lç,lx
133,muxˈamos,muçˈiɾ,ç,x
134,pɾopˈonɡa,pɾoponˈeɾ,n,nɡ
135,mˈuxa,muçˈiɾ,ç,x
136,exeɾsˈajs,exeɾsˈeɾ,ɾs,ɾs
137,pɾebenˈis,pɾebenˈiɾ,n,n
138,mˈulçe,mulçˈeɾ,lç,lç
139,edˈuse,edusˈiɾ,s,s
140,absteɾxˈajs,absteɾçˈeɾ,ɾç,ɾx
142,peɾmanˈeses,peɾmanesˈeɾ,s,s
144,kondesˈis,kondesˈiɾ,s,s
145,padˈeskas,padesˈeɾ,s,sk
149,intelˈixas,inteliçˈiɾ,ç,x
152,meɾeskˈamos,meɾesˈeɾ,s,sk
