idx,tgt,lemma,lemma_sf,tgt_sf
0,embeʃesˈemos,embeʃesˈeɾ,s,s
1,deɾelinkˈis,deɾelinkˈiɾ,nk,nk
2,disponɡˈajs,disponˈeɾ,n,nɡ
3,balbˈuska,balbusˈiɾ,s,sk
4,inflˈixas,infliçˈiɾ,ç,x
5,delinkˈajs,delinkˈiɾ,nk,nk
6,supeɾbenˈis,supeɾbenˈiɾ,n,n
7,empodɾˈeska,empodɾesˈeɾ,s,sk
8,peɾtenˈeska,peɾtenesˈeɾ,s,sk
9,fɾançˈimos,fɾançˈiɾ,nç,nç
10,enkanˈeskas,enkanesˈeɾ,s,sk
11,enoɾɡuʃesˈemos,enoɾɡuʃesˈeɾ,s,s
12,ɾekompˈonɡa,ɾekomponˈeɾ,n,nɡ
13,intɾodusˈimos,intɾodusˈiɾ,s,s
14,apetˈeskan,apetesˈeɾ,s,sk
15,mˈulxa,mulçˈeɾ,lç,lx
16,enɾikˈesko,enɾikesˈeɾ,s,sk
17,ɾepˈone,ɾeponˈeɾ,n,n
18,padˈeska,padesˈeɾ,s,sk
19,konbalˈeska,konbalesˈeɾ,s,sk
20,ekibalˈemos,ekibalˈeɾ,l,l
21,ɾetwˈeɾse,ɾetoɾsˈeɾ,ɾs,ɾs
22,mˈuxa,muçˈiɾ,ç,x
23,maɾsˈimos,maɾsˈiɾ,ɾs,ɾs
24,empalideskˈamos,empalidesˈeɾ,s,sk
25,bˈalɡo,balˈeɾ,l,lɡ
26,sobɾepˈonɡa,sobɾeponˈeɾ,n,nɡ
27,eskaɾnˈeses,eskaɾnesˈeɾ,s,s
28,pɾodˈusko,pɾodusˈiɾ,s,sk
29,entɾebenˈimos,entɾebenˈiɾ,n,n
30,entoɾpˈesen,entoɾpesˈeɾ,s,s
31,obskuɾˈeska,obskuɾesˈeɾ,s,sk
32,umedˈeska,umedesˈeɾ,s,sk
33,ɾeelˈixan,ɾeeleçˈiɾ,ç,x
34,desˈaɡa,desasˈeɾ,s,ɡ
35,ɾetɾˈajɡa,ɾetɾaˈeɾ,,jɡ
36,konbensˈamos,konbensˈeɾ,ns,ns
37,ʃukstaponˈemos,ʃukstaponˈeɾ,n,n
38,indˈuse,indusˈiɾ,s,s
39,emˈunxo,emunçˈeɾ,nç,nx
40,kolˈiçen,koleçˈiɾ,ç,ç
41,indusˈis,indusˈiɾ,s,s
42,enkaɾeskˈamos,enkaɾesˈeɾ,s,sk
43,aɡɾadˈese,aɡɾadesˈeɾ,s,s
44,ɾuçˈimos,ɾuçˈiɾ,ç,ç
45,ɾekonbjˈenen,ɾekonbenˈiɾ,n,n
46,pɾebaleskˈamos,pɾebalesˈeɾ,s,sk
47,debˈenɡo,debenˈiɾ,n,nɡ
48,dekɾeskˈajs,dekɾesˈeɾ,s,sk
49,elixˈajs,eleçˈiɾ,ç,x
50,enɾoxˈese,enɾoxesˈeɾ,s,s
51,desfaʃˈesen,desfaʃesˈeɾ,s,s
52,enlˈusen,enlusˈiɾ,s,s
53,entɾistˈese,entɾistesˈeɾ,s,s
54,pɾedispˈonen,pɾedisponˈeɾ,n,n
55,faboɾˈesko,faboɾesˈeɾ,s,sk
56,ekspˈones,eksponˈeɾ,n,n
57,desfaʃesˈemos,desfaʃesˈeɾ,s,s
58,edˈuse,edusˈiɾ,s,s
59,obskuɾˈesen,obskuɾesˈeɾ,s,s
60,ˈunse,unsˈiɾ,ns,ns
61,embeʃˈese,embeʃesˈeɾ,s,s
62,ɾekompˈonɡas,ɾekomponˈeɾ,n,nɡ
63,eskwˈesa,eskosˈeɾ,s,s
64,entumˈesko,entumesˈeɾ,s,sk
65,empalidˈesko,empalidesˈeɾ,s,sk
66,pɾekonoskˈajs,pɾekonosˈeɾ,s,sk
67,komplaskˈajs,komplasˈeɾ,s,sk
68,enbexesˈemos,enbexesˈeɾ,s,s
69,aborˈesko,aboresˈeɾ,s,sk
