empalidˈeskan,empalidesˈeɾ,s
embɾutˈesko,embɾutesˈeɾ,s
kopɾoduskˈajs,kopɾodusˈiɾ,s
ɾeabastesˈemos,ɾeabastesˈeɾ,s
exˈeɾsa,exeɾsˈeɾ,ɾs
enkoçˈemos,enkoçˈeɾ,ç
entoɾpesˈemos,entoɾpesˈeɾ,s
enlentˈeskan,enlentesˈeɾ,s
obskuɾeskˈajs,obskuɾesˈeɾ,s
entumeskˈamos,entumesˈeɾ,s
sobɾebenɡˈajs,sobɾebenˈiɾ,n
enoɾɡuʃesˈejs,enoɾɡuʃesˈeɾ,s
intɾodˈuska,intɾodusˈiɾ,s
entenebɾesˈejs,entenebɾesˈeɾ,s
ʃukstapˈonɡa,ʃukstaponˈeɾ,n
empobɾˈeskas,empobɾesˈeɾ,s
ɾekosˈajs,ɾekosˈeɾ,s
ɾesˈuɾxo,ɾesuɾçˈiɾ,ɾç
deskomponɡˈajs,deskomponˈeɾ,n
adoɾmˈeskan,adoɾmesˈeɾ,s
apetesˈemos,apetesˈeɾ,s
supeɾpˈones,supeɾponˈeɾ,n
pɾotˈexan,pɾoteçˈeɾ,ç
ɾeabastˈeskan,ɾeabastesˈeɾ,s
indispˈones,indisponˈeɾ,n
ɾeapaɾˈeska,ɾeapaɾesˈeɾ,s
tɾansponˈejs,tɾansponˈeɾ,n
pɾeestablesˈemos,pɾeestablesˈeɾ,s
inteɾpˈonɡa,inteɾponˈeɾ,n
ɾˈuxa,ɾuçˈiɾ,ç
estaɾsˈis,estaɾsˈiɾ,ɾs
enlokˈeskan,enlokesˈeɾ,s
enbilesˈemos,enbilesˈeɾ,s
ɾetɾaduskˈajs,ɾetɾadusˈiɾ,s
eskaɾneskˈajs,eskaɾnesˈeɾ,s
empekeɲˈeskan,empekeɲesˈeɾ,s
edˈusko,edusˈiɾ,s
ʃˈases,ʃasˈeɾ,s
enteɾnˈeskas,enteɾnesˈeɾ,s
indispˈonɡan,indisponˈeɾ,n
ɾeˈaɡan,ɾeasˈeɾ,s
adolˈese,adolesˈeɾ,s
akoxˈamos,akoçˈeɾ,ç
opˈonɡa,oponˈeɾ,n
entɾistˈeses,entɾistesˈeɾ,s
fˈinçe,finçˈiɾ,nç
ɾeduskˈajs,ɾedusˈiɾ,s
subʃˈasen,subʃasˈeɾ,s
tɾansˈiçen,tɾansiçˈiɾ,ç
enduɾˈeskan,enduɾesˈeɾ,s
ɾeaɡˈamos,ɾeasˈeɾ,s
lanɡidˈeskas,lanɡidesˈeɾ,s
ɾemˈeskan,ɾemesˈeɾ,s
enkaɾeskˈajs,enkaɾesˈeɾ,s
adoɾmesˈejs,adoɾmesˈeɾ,s
fenˈese,fenesˈeɾ,s
opˈones,oponˈeɾ,n
kompunxˈajs,kompunçˈiɾ,nç
intɾodusˈimos,intɾodusˈiɾ,s
faʃˈeskan,faʃesˈeɾ,s
ɾeestablˈesko,ɾeestablesˈeɾ,s
kɾesˈejs,kɾesˈeɾ,s
ɾesplandeskˈajs,ɾesplandesˈeɾ,s
floɾˈeskas,floɾesˈeɾ,s
enɾoxˈeskan,enɾoxesˈeɾ,s
depˈone,deponˈeɾ,n
deɾelˈinke,deɾelinkˈiɾ,nk
obedˈesen,obedesˈeɾ,s
mˈaɾsas,maɾsˈiɾ,ɾs
enkaʃˈeskas,enkaʃesˈeɾ,s
establˈeskan,establesˈeɾ,s
komplˈase,komplasˈeɾ,s
adˈuse,adusˈiɾ,s
atɾˈaen,atɾaˈeɾ,
ɾeapaɾˈesen,ɾeapaɾesˈeɾ,s
fenˈeska,fenesˈeɾ,s
desdˈiɡa,desdesˈiɾ,s
abstˈeɾxas,absteɾçˈeɾ,ɾç
kondˈiɡan,kondesˈiɾ,s
kopɾodˈuska,kopɾodusˈiɾ,s
distɾaˈejs,distɾaˈeɾ,
ɾebˈenɡo,ɾebenˈiɾ,n
peɾtenesˈejs,peɾtenesˈeɾ,s
pɾeestablˈeska,pɾeestablesˈeɾ,s
ˈunxan,unçˈiɾ,nç
ɾekondˈuskan,ɾekondusˈiɾ,s
paɾˈeskas,paɾesˈeɾ,s
ɾetwˈeɾsen,ɾetoɾsˈeɾ,ɾs
akɾˈesen,akɾesˈeɾ,s
derelˈinkan,derelinkˈiɾ,nk
bendesˈis,bendesˈiɾ,s
enlokˈese,enlokesˈeɾ,s
tɾˈaes,tɾaˈeɾ,
tɾˈajɡa,tɾaˈeɾ,
derelˈinken,derelinkˈiɾ,nk
enduɾesˈemos,enduɾesˈeɾ,s
ʃukstaponɡˈajs,ʃukstaponˈeɾ,n
ennoblesˈemos,ennoblesˈeɾ,s
pɾekonˈosen,pɾekonosˈeɾ,s
elˈixo,eleçˈiɾ,ç
enbilˈeskan,enbilesˈeɾ,s
ɾobustˈeskas,ɾobustesˈeɾ,s
ˈaɡa,asˈeɾ,s
ʃukstaponˈejs,ʃukstaponˈeɾ,n
finçˈis,finçˈiɾ,nç
ɾedˈusko,ɾedusˈiɾ,s
faboɾˈesko,faboɾesˈeɾ,s
ɾelˈuskan,ɾelusˈiɾ,s
ˈaɡas,asˈeɾ,s
konbˈeɾxan,konbeɾçˈeɾ,ɾç
desobedˈeska,desobedesˈeɾ,s
desobedˈeskan,desobedesˈeɾ,s
enfebɾˈeskan,enfebɾesˈeɾ,s
ɾedusˈimos,ɾedusˈiɾ,s
konbeɾçˈimos,konbeɾçˈiɾ,ɾç
intelˈiçen,inteliçˈiɾ,ç
esklaɾˈeskas,esklaɾesˈeɾ,s
konbenɡˈamos,konbenˈiɾ,n
paɾˈeskan,paɾesˈeɾ,s
adoɾmˈeskas,adoɾmesˈeɾ,s
muxˈamos,muçˈiɾ,ç
kondˈises,kondesˈiɾ,s
empekeɲˈeses,empekeɲesˈeɾ,s
kɾˈeska,kɾesˈeɾ,s
