empalidˈeskan,empalidesˈeɾ,s
enneɡɾˈese,enneɡɾesˈeɾ,s
embɾutˈesko,embɾutesˈeɾ,s
emˈulxo,emulçˈeɾ,lç
ɾeabastesˈemos,ɾeabastesˈeɾ,s
enkoçˈemos,enkoçˈeɾ,ç
enlentˈeskan,enlentesˈeɾ,s
obskuɾeskˈajs,obskuɾesˈeɾ,s
entumeskˈamos,entumesˈeɾ,s
sobɾebenɡˈajs,sobɾebenˈiɾ,n
enoɾɡuʃesˈejs,enoɾɡuʃesˈeɾ,s
intɾodˈuska,intɾodusˈiɾ,s
entenebɾesˈejs,entenebɾesˈeɾ,s
apaɾeskˈajs,apaɾesˈeɾ,s
ɾekosˈajs,ɾekosˈeɾ,s
ɾesˈuɾxo,ɾesuɾçˈiɾ,ɾç
deskomponɡˈajs,deskomponˈeɾ,n
supeɾpˈones,supeɾponˈeɾ,n
pɾotˈexan,pɾoteçˈeɾ,ç
ɾeabastˈeskan,ɾeabastesˈeɾ,s
bˈalɡas,balˈeɾ,l
indispˈones,indisponˈeɾ,n
tɾansponˈejs,tɾansponˈeɾ,n
pɾeestablesˈemos,pɾeestablesˈeɾ,s
inteɾpˈonɡa,inteɾponˈeɾ,n
ɾˈuxa,ɾuçˈiɾ,ç
estaɾsˈis,estaɾsˈiɾ,ɾs
ɾetɾaduskˈajs,ɾetɾadusˈiɾ,s
eskaɾneskˈajs,eskaɾnesˈeɾ,s
empekeɲˈeskan,empekeɲesˈeɾ,s
enaɾdˈeska,enaɾdesˈeɾ,s
ɡwaɾˈeses,ɡwaɾesˈeɾ,s
ʃˈases,ʃasˈeɾ,s
enteɾnˈeskas,enteɾnesˈeɾ,s
indispˈonɡan,indisponˈeɾ,n
adolˈese,adolesˈeɾ,s
ɾefˈulxas,ɾefulçˈiɾ,lç
akoxˈamos,akoçˈeɾ,ç
kompˈonɡan,komponˈeɾ,n
entɾistˈeses,entɾistesˈeɾ,s
fˈinçe,finçˈiɾ,nç
