src1_sf,src2_sf,tgt_sf
ç,x,x
s,s,s
n,nɡ,n
n,nɡ,nɡ
ɾç,ɾx,ɾç
s,sk,sk
ɾs,ɾs,ɾs
s,sk,sk
x,x,ç
nɡ,nɡ,n
s,sk,sk
sk,sk,sk
s,sk,s
sk,sk,sk
s,ɡ,ɡ
ɾs,ɾs,ɾs
x,x,ç
s,sk,s
s,s,s
sk,sk,sk
ç,x,x
n,n,n
s,sk,sk
nç,nx,nx
s,s,sk
n,nɡ,n
s,sk,s
ç,x,x
ç,x,x
ɡ,ɡ,s
sk,sk,sk
s,s,s
s,sk,sk
s,sk,s
sk,sk,sk
ɾx,ɾx,ɾx
ç,x,x
s,s,ɡ
s,ɡ,ɡ
sk,sk,sk
sk,sk,s
s,sk,s
n,nɡ,n
ç,x,x
nx,nx,nx
ç,x,x
s,sk,sk
x,x,ç
ɾs,ɾs,ɾs
s,s,s
lɡ,lɡ,l
sk,sk,sk
s,sk,s
sk,sk,s
s,sk,s
s,sk,s
sk,sk,s
sk,sk,s
sk,sk,s
l,l,lɡ
lç,lx,lç
s,sk,sk
s,s,s
s,sk,s
sk,sk,sk
s,sk,sk
nk,nk,nk
s,s,s
s,sk,s
s,ɡ,s
ç,x,x
n,n,nɡ
sk,sk,s
nç,nç,nx
s,sk,s
s,s,sk
sk,sk,s
x,x,ç
s,sk,s
ç,x,x
s,sk,sk
s,sk,s
s,sk,sk
s,s,s
s,sk,s
nɡ,nɡ,n
sk,sk,s
s,sk,sk
s,sk,sk
x,x,ç
s,sk,sk
sk,sk,s
ç,x,x
lç,lx,lx
nɡ,nɡ,n
nɡ,nɡ,nɡ
ç,x,ç
nɡ,nɡ,n
,jɡ,
nɡ,nɡ,nɡ
s,sk,sk
s,sk,s
ɾs,ɾs,ɾs
ç,x,x
sk,sk,s
s,sk,sk
s,s,sk
s,ɡ,s
ç,x,x
sk,sk,s
ɾs,ɾs,ɾs
s,sk,sk
x,x,x
nɡ,nɡ,n
sk,sk,sk
nɡ,nɡ,nɡ
x,x,x
sk,sk,sk
nɡ,n,nɡ
x,x,ç
sk,sk,sk
ç,x,x
nç,nç,nç
s,ɡ,s
nç,nx,nx
s,s,sk
ç,x,x
s,sk,s
sk,sk,sk
s,sk,sk
nɡ,nɡ,n
ç,x,x
nɡ,n,n
s,sk,sk
sk,sk,sk
s,sk,sk
sɡ,sɡ,s
sk,sk,s
s,sk,sk
sk,sk,s
s,sk,sk
sk,sk,s
s,sk,s
nɡ,n,nɡ
ɾs,ɾs,ɾs
x,x,x
,jɡ,jɡ
x,x,x
sk,sk,s
sk,sk,sk
nç,nx,nx
sk,sk,sk
lɡ,lɡ,lɡ
sk,sk,sk
x,x,x
s,sk,sk
n,nɡ,nɡ
s,s,s
s,sk,s
jɡ,jɡ,jɡ
ɾs,ɾs,ɾs
lç,lx,lç
s,sk,s
ɡ,ɡ,s
s,sk,s
ç,x,ç
nɡ,nɡ,n
s,sk,sk
ɾx,ɾx,ɾx
s,sk,sk
s,s,s
b,p,b
jɡ,jɡ,
jɡ,jɡ,
s,sk,s
ç,ç,ç
nk,nk,nk
