src1_sf,src2_sf,tgt_sf
s,sk,sk
jɡ,jɡ,
sk,sk,s
s,sk,s
nɡ,nɡ,nɡ
jɡ,jɡ,
s,sk,sk
nx,nx,nç
ns,ns,ns
s,sk,s
ɾs,ɾs,ɾs
sk,sk,s
ns,ns,ns
,jɡ,jɡ
nɡ,n,n
s,sk,s
x,x,ç
sk,sk,s
nç,nx,nç
s,sk,sk
ç,ç,ç
sk,sk,s
s,s,s
s,s,s
x,x,x
nɡ,nɡ,nɡ
n,nɡ,n
lɡ,l,l
s,s,ɡ
n,nɡ,nɡ
n,nɡ,nɡ
sk,sk,sk
sk,sk,sk
s,s,sk
s,sk,s
s,sk,sk
sk,sk,s
s,s,s
n,nɡ,nɡ
sk,sk,s
,,jɡ
ç,x,ç
s,sk,sk
s,sk,sk
jɡ,jɡ,
s,s,sk
n,nɡ,nɡ
,,jɡ
sk,sk,s
s,sk,s
s,sk,sk
n,nɡ,n
sk,sk,sk
n,n,n
s,sk,s
n,n,nɡ
s,sk,sk
sk,sk,s
s,s,sɡ
ç,x,ç
n,nɡ,nɡ
s,s,s
nɡ,nɡ,nɡ
sk,sk,s
l,lɡ,lɡ
sk,sk,sk
s,s,s
,jɡ,
s,sk,sk
s,sk,sk
ç,x,x
x,x,ç
s,sk,s
s,ɡ,ɡ
nç,nx,nç
n,nɡ,n
ɾs,ɾs,ɾs
s,sk,s
n,nɡ,n
s,sk,s
jɡ,jɡ,
nɡ,nɡ,nɡ
x,x,x
ɾç,ɾx,ɾç
ɾç,ɾç,ɾx
s,sk,s
sk,sk,sk
s,sk,sk
s,s,sk
s,sk,sk
s,ɡ,ɡ
b,p,p
ɡ,ɡ,ɡ
nx,nx,nx
s,sk,sk
sk,sk,sk
s,sk,sk
l,lɡ,lɡ
s,ɡ,ɡ
,jɡ,
n,nɡ,nɡ
nɡ,n,nɡ
s,sk,sk
n,n,nɡ
s,sk,sk
n,n,nɡ
sk,sk,s
ç,x,x
s,sk,s
nɡ,n,nɡ
s,sk,s
s,sk,s
nɡ,n,nɡ
s,sk,sk
s,s,sk
sk,sk,sk
sk,sk,sk
ç,x,x
s,s,s
s,sk,s
s,sk,s
s,ɡ,ɡ
s,s,sk
nx,nx,nç
,jɡ,
s,sk,sk
nx,nx,nx
nç,nç,nx
nɡ,nɡ,nɡ
sk,sk,sk
sk,sk,s
nɡ,n,nɡ
ç,x,x
s,s,s
s,s,s
sk,sk,sk
s,sk,s
ɾç,ɾx,ɾx
s,sk,s
nɡ,nɡ,n
sk,sk,sk
ç,x,x
n,nɡ,nɡ
s,sk,s
ç,x,x
lɡ,l,lɡ
sk,sk,sk
sk,sk,s
sk,sk,sk
,jɡ,
ɾx,ɾx,ɾx
s,s,sk
ɾç,ɾx,ɾç
sk,sk,sk
s,sk,sk
s,ɡ,ɡ
s,s,sk
s,s,s
s,sk,s
nk,nk,nk
s,sk,sk
nɡ,n,n
s,sk,sk
ç,ç,x
s,sk,s
ç,x,ç
s,s,sk
s,sk,sk
s,sk,sk
x,x,ç
s,sk,sk
s,s,sk
ls,ls,ls
s,s,sk
s,sk,sk
s,s,s
sk,sk,sk
s,s,sk
s,s,sk
s,sk,sk
s,sk,s
n,n,n
s,sk,sk
s,s,s
sk,sk,s
sk,sk,s
sk,sk,sk
nk,nk,nk
nɡ,n,nɡ
s,sk,sk
s,sk,sk
sk,sk,sk
sk,sk,s
sk,sk,sk
nɡ,nɡ,nɡ
nɡ,nɡ,nɡ
s,sk,s
sk,sk,sk
s,sk,sk
s,sk,s
n,nɡ,nɡ
x,x,x
s,sk,sk
sk,sk,sk
ɾs,ɾs,ɾs
n,nɡ,nɡ
nɡ,n,nɡ
nɡ,n,nɡ
s,sk,s
sk,sk,sk
s,s,sk
nɡ,nɡ,nɡ
sk,sk,s
sk,sk,sk
s,sk,sk
s,sk,s
sk,sk,s
nɡ,n,nɡ
ns,ns,ns
sk,sk,sk
n,n,nɡ
n,n,nɡ
s,sk,sk
,jɡ,
nɡ,nɡ,n
sk,sk,sk
sk,sk,sk
s,s,sk
s,sk,s
nɡ,nɡ,n
sk,sk,sk
sk,sk,s
x,x,x
x,x,x
,jɡ,
ɡ,ɡ,s
sk,sk,sk
x,x,x
s,sk,sk
lx,lx,lç
s,ɡ,ɡ
ç,x,ç
nɡ,nɡ,n
nx,nx,nç
s,sk,sk
s,sk,s
nɡ,nɡ,nɡ
sk,sk,s
ns,ns,ns
,jɡ,
nɡ,nɡ,n
s,sk,sk
ɾs,ɾs,ɾs
s,s,sk
s,sk,s
sk,sk,s
s,ɡ,ɡ
s,sɡ,s
s,sk,sk
jɡ,jɡ,
s,sk,s
s,sk,s
s,sk,sk
sk,sk,s
ɾs,ɾs,ɾs
sk,sk,sk
x,x,x
sk,sk,s
sk,sk,sk
nɡ,nɡ,n
nç,nx,nç
ç,ç,ç
n,nɡ,nɡ
n,nɡ,nɡ
nx,nx,nx
ɡ,ɡ,ɡ
n,n,nɡ
s,s,s
s,sk,sk
nɡ,nɡ,n
ɾs,ɾs,ɾs
sk,sk,sk
ç,x,x
ɡ,ɡ,s
s,sk,s
ç,x,x
s,sk,sk
sk,sk,sk
sk,sk,sk
s,sk,sk
sk,sk,sk
nɡ,n,nɡ
sk,sk,sk
s,sk,s
s,sk,s
s,sk,sk
lx,lx,lç
sk,sk,s
s,sk,sk
sk,sk,sk
nɡ,n,nɡ
s,s,sk
s,sk,sk
s,sk,s
s,sk,s
nɡ,nɡ,nɡ
s,sk,sk
s,sk,sk
n,n,n
x,x,x
sk,sk,sk
s,s,s
nɡ,nɡ,n
sk,sk,sk
s,sk,sk
s,sk,sk
nɡ,n,n
ç,x,ç
nɡ,nɡ,n
n,n,nɡ
lç,lx,lç
ç,x,x
s,s,s
ɾç,ɾx,ɾx
lç,lx,lx
sk,sk,sk
n,nɡ,n
s,sk,s
ns,ns,ns
s,sk,sk
sk,sk,s
sk,sk,s
jɡ,jɡ,jɡ
s,sk,sk
sɡ,s,sɡ
nɡ,nɡ,nɡ
s,sk,sk
sk,sk,s
nɡ,n,nɡ
sk,sk,sk
ɡ,ɡ,ɡ
ɾs,ɾs,ɾs
sk,sk,sk
s,s,sk
s,sk,sk
ç,x,x
s,sk,s
l,lɡ,lɡ
s,sk,sk
x,x,x
ç,x,ç
ɾç,ɾç,ɾç
s,s,s
s,sk,sk
nɡ,nɡ,n
sk,sk,s
s,sk,sk
s,sk,s
s,sk,sk
s,ɡ,s
n,n,nɡ
