src1_sf,src2_sf,tgt_sf
s,sk,s
s,s,sk
ç,ç,x
s,sɡ,sɡ
s,sk,sk
s,sk,s
s,s,s
s,s,sk
ɾx,ɾx,ɾx
s,sk,sk
nç,nx,nx
s,s,sk
ç,ç,x
nɡ,n,nɡ
x,x,x
,,jɡ
s,sk,sk
sk,sk,s
s,sk,s
s,sk,sk
nç,nx,nx
sɡ,s,s
s,s,sk
nɡ,nɡ,nɡ
s,s,s
sk,sk,sk
s,sk,sk
ɾç,ɾx,ɾx
s,sk,sk
s,sk,s
s,sk,sk
,,jɡ
x,x,x
nç,nç,nx
s,s,sk
nç,nx,nx
s,sk,s
s,s,sk
s,sk,s
s,sk,sk
sk,sk,sk
nɡ,n,nɡ
s,sk,s
s,s,s
,,jɡ
ɾx,ɾx,ɾç
sk,sk,sk
s,sk,sk
ɾç,ɾx,ɾç
jɡ,jɡ,
s,sk,sk
sk,sk,s
nɡ,nɡ,nɡ
sk,sk,s
s,s,s
nç,nx,nç
nɡ,n,nɡ
,,
sk,sk,sk
sk,sk,sk
s,sk,s
jɡ,jɡ,jɡ
s,s,sk
nɡ,nɡ,nɡ
ç,x,ç
s,s,sk
s,s,sk
sk,sk,sk
nɡ,nɡ,nɡ
sk,sk,sk
s,sk,sk
n,nɡ,n
s,s,sk
s,sk,s
s,sk,sk
s,sk,sk
s,sk,sk
sk,sk,s
s,sk,s
s,sk,s
nɡ,n,nɡ
s,sk,sk
nɡ,nɡ,n
s,sk,s
s,s,s
nɡ,n,n
sk,sk,sk
sk,sk,s
sk,sk,s
s,s,sk
s,sk,s
s,sk,sk
s,s,sk
,jɡ,jɡ
nɡ,n,nɡ
sk,sk,s
s,sk,sk
,jɡ,jɡ
s,sk,sk
s,sk,s
jɡ,jɡ,jɡ
s,s,sk
s,sk,sk
nɡ,n,nɡ
s,sk,sk
s,sk,sk
ç,x,x
s,s,sɡ
nç,nç,nç
sk,sk,s
nx,nx,nç
nɡ,n,nɡ
s,s,sk
sk,sk,s
x,x,x
,jɡ,
s,sk,s
s,sk,sk
,jɡ,jɡ
sk,sk,sk
sk,sk,s
,jɡ,
s,sk,sk
s,sk,s
s,sk,s
sk,sk,sk
,,
s,sk,sk
sk,sk,sk
sk,sk,sk
nɡ,n,n
ç,x,x
sk,sk,s
nɡ,nɡ,n
s,sk,s
,jɡ,jɡ
jɡ,jɡ,
s,sk,sk
jɡ,jɡ,
sk,sk,s
s,s,s
sk,sk,sk
s,sk,s
s,sk,sk
nç,nç,nx
sk,sk,s
s,s,s
sk,sk,s
s,sɡ,sɡ
sk,sk,sk
s,s,sk
s,sk,s
nɡ,n,nɡ
sk,sk,s
ɾx,ɾx,ɾç
s,s,sk
jɡ,jɡ,
x,x,x
jɡ,jɡ,
sk,sk,s
s,s,s
s,sk,sk
s,s,sk
sk,sk,s
s,sɡ,sɡ
sk,sk,sk
sk,sk,s
sk,sk,sk
x,x,x
s,sk,s
sk,sk,sk
,jɡ,jɡ
,jɡ,
jɡ,jɡ,
s,sk,sk
s,sk,sk
,jɡ,
,jɡ,
nx,nx,nç
sk,sk,sk
sk,sk,sk
s,sk,s
s,s,s
s,sk,s
x,x,x
s,sk,sk
n,n,n
s,sk,s
sk,sk,sk
sk,sk,sk
s,sk,sk
nç,nç,nç
jɡ,jɡ,
ç,x,ç
s,sk,s
s,sk,sk
s,sk,s
sk,sk,s
s,sk,s
nɡ,n,n
sɡ,sɡ,sɡ
sk,sk,s
sk,sk,sk
nɡ,n,nɡ
ɾç,ɾx,ɾx
s,sk,s
s,sk,s
jɡ,jɡ,jɡ
jɡ,jɡ,jɡ
sk,sk,s
s,sk,s
nɡ,n,nɡ
nç,nx,nx
sk,sk,s
s,sk,s
,jɡ,jɡ
x,x,ç
s,sk,s
,jɡ,
s,sk,s
s,sk,s
s,s,sk
s,sk,sk
ç,ç,x
x,x,x
sɡ,s,sɡ
ɾç,ɾx,ɾx
sk,sk,sk
s,sk,sk
s,sk,s
s,sk,s
nɡ,n,nɡ
nç,nx,nx
nɡ,n,nɡ
s,sk,s
nɡ,n,nɡ
s,s,sk
s,sk,sk
ç,x,x
s,sk,s
sk,sk,sk
s,sk,s
ç,x,ç
sk,sk,s
ç,x,ç
