src1_sf,src2_sf,tgt_sf
x,x,ç
nç,nx,nç
s,sk,sk
s,sk,s
x,x,ç
sk,sk,sk
nɡ,nɡ,nɡ
s,sk,s
nç,nç,nx
n,nɡ,nɡ
n,nɡ,nɡ
sk,sk,s
sk,sk,sk
ç,x,x
s,sɡ,sɡ
n,nɡ,n
n,nɡ,nɡ
ls,ls,ls
sk,sk,sk
nɡ,n,n
n,nɡ,nɡ
s,s,sk
ɾç,ɾç,ɾç
s,s,s
s,s,sk
sk,sk,s
nɡ,nɡ,nɡ
l,lɡ,lɡ
sk,sk,sk
ç,ç,x
sk,sk,s
jɡ,jɡ,jɡ
nɡ,n,n
ɾs,ɾs,ɾs
ɡ,ɡ,s
nç,nx,nç
n,n,nɡ
s,sk,s
ɾs,ɾs,ɾs
jɡ,jɡ,
s,sk,sk
sk,sk,s
nɡ,nɡ,n
ç,x,x
s,sk,sk
nɡ,n,nɡ
ɾs,ɾs,ɾs
sk,sk,sk
sk,sk,sk
sk,sk,sk
nɡ,nɡ,n
s,sk,s
s,s,s
sk,sk,s
nk,nk,nk
s,sk,s
sk,sk,s
nɡ,n,nɡ
n,n,n
s,sk,s
sk,sk,sk
sk,sk,s
s,sk,sk
s,s,s
n,nɡ,n
sk,sk,sk
jɡ,jɡ,jɡ
n,n,n
ɾç,ɾx,ɾx
sk,sk,s
ç,x,x
nç,nx,nç
ç,x,x
sk,sk,sk
nɡ,n,n
s,s,s
s,s,sk
,jɡ,jɡ
ɾç,ɾx,ɾç
s,s,s
l,lɡ,l
sk,sk,sk
s,sk,sk
s,s,sk
s,sk,s
x,x,ç
s,sk,s
s,ɡ,s
sk,sk,sk
s,sk,sk
ɾç,ɾx,ɾç
sk,sk,s
k,k,k
nɡ,nɡ,n
ɾs,ɾs,ɾs
k,k,k
s,ɡ,ɡ
s,sɡ,sɡ
s,sk,s
ç,x,x
nɡ,nɡ,n
lç,lx,lç
ç,ç,x
ɾç,ɾx,ɾx
ç,ç,ç
lç,lx,lx
n,nɡ,nɡ
nɡ,n,nɡ
ɾs,ɾs,ɾs
s,s,sk
n,nɡ,nɡ
s,sk,sk
nɡ,n,nɡ
sk,sk,sk
ɾs,ɾs,ɾs
nɡ,nɡ,nɡ
sk,sk,sk
s,sk,sk
s,sk,sk
s,s,s
ɾç,ɾx,ɾx
k,k,k
s,sk,sk
ɾç,ɾx,ɾx
ç,x,x
s,sk,sk
ɾs,ɾs,ɾs
sk,sk,sk
n,nɡ,nɡ
nx,nx,nç
n,nɡ,nɡ
s,sk,s
nx,nx,nx
ɾx,ɾx,ɾx
ç,x,ç
nɡ,n,n
s,s,sk
nx,nx,nx
s,sk,s
s,sk,sk
nç,nç,nx
s,s,sk
n,n,nɡ
n,nɡ,nɡ
sk,sk,sk
n,nɡ,n
s,sk,sk
sk,sk,s
x,x,ç
sk,sk,s
nɡ,nɡ,nɡ
ç,x,ç
sk,sk,s
,,jɡ
k,k,k
nç,nx,nx
s,sk,sk
s,sɡ,s
ɾs,ɾs,ɾs
lç,lx,lx
s,sk,s
s,s,sɡ
s,sk,sk
s,sk,sk
n,nɡ,nɡ
sk,sk,sk
ç,x,ç
s,sk,s
s,s,sk
s,sk,sk
s,sk,sk
l,lɡ,lɡ
s,s,sk
nç,nx,nç
n,nɡ,nɡ
sk,sk,sk
sk,sk,s
sk,sk,s
s,sk,sk
sk,sk,sk
nk,nk,nk
sk,sk,s
ç,x,x
s,ɡ,s
s,sk,s
sk,sk,sk
s,sk,s
lx,lx,lç
nɡ,n,n
,,jɡ
ɡ,ɡ,s
nɡ,n,nɡ
s,sk,sk
ɾs,ɾs,ɾs
sk,sk,s
s,s,s
s,sk,sk
n,nɡ,nɡ
sk,sk,sk
s,sk,sk
ɾs,ɾs,ɾs
s,s,sk
ls,ls,ls
s,sk,s
nç,nx,nç
ç,ç,ç
nx,nx,nx
n,nɡ,n
n,nɡ,n
s,sk,s
lç,lx,lx
l,l,l
s,sk,s
nç,nx,nx
s,sk,sk
n,nɡ,nɡ
jɡ,jɡ,
jɡ,jɡ,jɡ
s,sk,sk
n,nɡ,n
ɾs,ɾs,ɾs
s,s,sk
s,sk,sk
nɡ,nɡ,n
s,sk,sk
,jɡ,jɡ
nɡ,nɡ,nɡ
n,n,nɡ
nɡ,nɡ,n
ɾx,ɾx,ɾç
s,sk,s
,jɡ,jɡ
s,ɡ,ɡ
sk,sk,s
s,sk,s
s,sk,sk
sk,sk,s
nɡ,nɡ,nɡ
s,sk,sk
s,sk,sk
sk,sk,sk
ɡ,ɡ,s
nx,nx,nç
ɾç,ɾç,ɾx
s,s,sk
s,sk,s
s,sk,s
l,lɡ,lɡ
sk,sk,s
nɡ,nɡ,nɡ
s,s,s
ç,x,x
nç,nç,nx
s,sk,sk
,jɡ,jɡ
s,sk,s
s,s,sk
nɡ,n,nɡ
s,sk,s
s,s,sk
nç,nx,nç
sk,sk,sk
nç,nx,nç
ç,x,x
ç,x,ç
ç,ç,x
s,sk,sk
sk,sk,s
ç,x,ç
n,nɡ,nɡ
n,nɡ,nɡ
,jɡ,jɡ
s,sk,sk
nɡ,n,n
s,sk,s
ɡ,ɡ,ɡ
nɡ,nɡ,n
s,sk,s
s,s,s
s,sk,sk
sk,sk,s
s,sk,sk
ɾs,ɾs,ɾs
ɾç,ɾx,ɾx
,jɡ,jɡ
nç,nç,nç
sk,sk,s
ɾs,ɾs,ɾs
s,s,sk
lɡ,lɡ,l
sk,sk,s
l,lɡ,l
s,sk,s
n,nɡ,nɡ
ç,ç,x
sk,sk,sk
ç,x,ç
x,x,x
s,sk,s
s,sk,sk
n,n,n
n,n,nɡ
s,s,sk
n,nɡ,nɡ
s,sk,s
s,sk,sk
s,sk,sk
s,sk,sk
s,sk,s
s,sk,sk
ls,ls,ls
s,s,s
,jɡ,
ɾç,ɾx,ɾx
sk,sk,s
sk,sk,s
x,x,x
s,ɡ,ɡ
nɡ,nɡ,n
s,ɡ,ɡ
nx,nx,nx
sk,sk,sk
s,sk,s
n,n,n
s,ɡ,ɡ
x,x,ç
sk,sk,sk
s,sk,sk
nɡ,nɡ,nɡ
sk,sk,sk
sk,sk,sk
s,sk,sk
sk,sk,sk
sk,sk,s
x,x,x
s,s,sk
nɡ,n,nɡ
n,n,nɡ
ɾs,ɾs,ɾs
n,n,n
s,sk,sk
nɡ,nɡ,n
ɾs,ɾs,ɾs
ls,ls,ls
s,s,s
sk,sk,sk
ɾç,ɾx,ɾx
ɡ,ɡ,s
nɡ,nɡ,nɡ
ç,ç,x
sk,sk,sk
s,s,s
nç,nx,nç
n,n,nɡ
ç,x,ç
nç,nx,nx
n,n,nɡ
nɡ,nɡ,n
s,sk,s
sk,sk,s
s,sk,s
nɡ,nɡ,n
ç,x,x
nx,nx,nx
s,s,sk
sɡ,s,sɡ
ç,x,x
nɡ,nɡ,nɡ
nɡ,n,n
nɡ,nɡ,nɡ
n,nɡ,nɡ
l,lɡ,l
l,l,lɡ
sk,sk,s
sk,sk,s
s,ɡ,s
nɡ,nɡ,n
s,sk,sk
ç,x,ç
ls,ls,ls
sk,sk,s
s,s,sk
nç,nx,nç
n,n,nɡ
s,sk,s
nɡ,n,nɡ
sk,sk,s
nɡ,nɡ,n
lɡ,lɡ,lɡ
ɾx,ɾx,ɾx
ɾç,ɾx,ɾç
s,s,sk
nx,nx,nx
s,sk,s
ɾx,ɾx,ɾx
s,sk,sk
s,s,s
ç,x,x
n,nɡ,nɡ
s,sk,s
s,sk,s
s,sk,sk
jɡ,jɡ,
s,s,s
s,sk,sk
s,sk,s
nɡ,nɡ,n
sk,sk,sk
ç,ç,x
l,lɡ,lɡ
nɡ,nɡ,nɡ
n,nɡ,nɡ
ɾs,ɾs,ɾs
ç,ç,x
sk,sk,sk
nx,nx,nç
nɡ,nɡ,n
ç,x,x
ɾç,ɾx,ɾx
s,sk,s
s,ɡ,s
s,sk,s
s,ɡ,ɡ
nɡ,n,nɡ
sk,sk,sk
s,sk,sk
s,sk,sk
ɾç,ɾx,ɾç
sk,sk,sk
sk,sk,s
sk,sk,s
sk,sk,s
ls,ls,ls
ɾç,ɾx,ɾx
s,s,sk
l,lɡ,lɡ
ɾç,ɾx,ɾx
s,sk,s
s,s,sk
ç,x,x
n,nɡ,nɡ
s,sk,s
s,sk,sk
s,sk,sk
s,sk,sk
s,sk,sk
n,nɡ,nɡ
s,sk,sk
sk,sk,s
s,sk,sk
ɾç,ɾx,ɾx
s,ɡ,s
s,sk,s
ç,x,ç
n,n,nɡ
n,n,nɡ
s,sk,s
,jɡ,jɡ
s,sk,sk
ɾç,ɾx,ɾx
s,sk,sk
s,sk,s
s,sk,sk
ɾs,ɾs,ɾs
s,s,sk
nɡ,n,nɡ
n,nɡ,n
n,nɡ,nɡ
s,sk,sk
sk,sk,s
ɾs,ɾs,ɾs
nç,nx,nx
n,nɡ,nɡ
nɡ,n,nɡ
s,sk,s
sɡ,sɡ,sɡ
s,sɡ,sɡ
lɡ,lɡ,l
ls,ls,ls
s,s,s
s,sk,s
,jɡ,
s,sk,s
k,k,k
x,x,ç
nɡ,nɡ,n
sk,sk,s
nç,nx,nx
s,s,sk
,,jɡ
ɾs,ɾs,ɾs
n,nɡ,nɡ
s,sk,sk
nɡ,n,nɡ
sk,sk,s
ɾs,ɾs,ɾs
sk,sk,s
ɾç,ɾx,ɾx
n,nɡ,nɡ
ɾx,ɾx,ɾx
n,nɡ,n
x,x,ç
,jɡ,
s,ɡ,ɡ
nɡ,nɡ,nɡ
s,sk,sk
ɾs,ɾs,ɾs
sk,sk,s
s,sk,sk
ɾx,ɾx,ɾx
n,n,nɡ
sk,sk,sk
s,sk,sk
s,sk,sk
s,sk,sk
s,s,sk
s,s,sk
nɡ,nɡ,n
sk,sk,sk
nɡ,nɡ,nɡ
ɾç,ɾx,ɾç
s,sk,sk
ɾç,ɾç,ɾç
sk,sk,s
s,sk,sk
nç,nx,nx
n,n,nɡ
s,s,sk
nɡ,n,nɡ
nç,nx,nx
sk,sk,sk
,jɡ,
sk,sk,s
s,sk,sk
sk,sk,s
nɡ,nɡ,n
s,sk,s
s,sk,sk
s,sk,s
lɡ,l,lɡ
n,nɡ,n
s,sk,sk
s,sk,sk
s,sk,s
ls,ls,ls
n,n,nɡ
sk,sk,s
s,sk,sk
sk,sk,sk
s,sk,s
sk,sk,sk
ç,x,x
n,nɡ,nɡ
s,sk,s
sk,sk,s
s,sk,sk
s,s,sk
l,lɡ,lɡ
sk,sk,s
s,sk,s
s,s,sk
nk,nk,nk
nɡ,nɡ,nɡ
ç,ç,x
s,s,sk
s,sk,sk
ɾç,ɾx,ɾç
s,sk,s
