src1_sf,src2_sf,tgt_sf
sk,sk,s
,jɡ,
,jɡ,jɡ
s,sk,s
sk,sk,sk
s,sk,sk
nɡ,n,n
x,x,x
s,sk,sk
,jɡ,jɡ
s,sk,sk
s,sk,s
sk,sk,s
nɡ,n,n
s,sk,s
x,x,ç
ç,x,x
nɡ,n,n
s,sk,sk
sk,sk,s
ɾx,ɾx,ɾx
sk,sk,sk
sk,sk,sk
sk,sk,sk
x,x,ç
x,x,ç
s,sk,sk
s,sk,sk
nɡ,nɡ,n
nç,nx,nx
s,sk,sk
s,sk,s
sk,sk,s
s,sk,s
n,n,n
s,sk,sk
s,sk,sk
sɡ,sɡ,sɡ
jɡ,jɡ,jɡ
nɡ,n,n
s,s,sk
s,sk,s
s,sk,s
s,s,sk
nç,nç,nç
ɾç,ɾx,ɾx
nɡ,n,n
s,sk,s
s,sk,sk
sk,sk,s
s,sk,sk
,jɡ,jɡ
,,jɡ
s,sk,sk
s,sk,sk
s,sk,sk
nɡ,nɡ,n
s,sk,s
s,sk,s
,jɡ,
jɡ,jɡ,
s,sk,sk
s,sk,sk
sk,sk,sk
,jɡ,jɡ
,,
s,sk,sk
s,sk,sk
s,s,s
x,x,x
nç,nç,nx
s,sk,sk
sk,sk,s
ç,ç,ç
x,x,ç
s,sk,sk
sk,sk,s
s,s,sɡ
s,s,s
s,sk,sk
s,sk,sk
,jɡ,jɡ
ɾx,ɾx,ɾç
nç,nç,nç
s,sk,s
s,sk,sk
s,sk,sk
s,sk,s
s,sk,s
sk,sk,sk
ɾç,ɾx,ɾx
s,sk,sk
nɡ,n,nɡ
s,sk,s
sk,sk,sk
nç,nç,nx
s,sk,s
sk,sk,s
sk,sk,s
nɡ,nɡ,nɡ
s,sk,sk
s,sk,sk
nx,nx,nx
sk,sk,sk
,,jɡ
sk,sk,s
ɾx,ɾx,ɾx
s,sk,sk
s,sk,sk
jɡ,jɡ,
s,sk,sk
sk,sk,sk
s,sk,s
ç,x,ç
s,s,sɡ
sk,sk,s
s,sk,sk
nɡ,nɡ,n
s,sk,s
sk,sk,sk
s,sk,s
s,sk,sk
nç,nx,nç
jɡ,jɡ,jɡ
s,s,s
s,sk,s
s,sk,sk
nɡ,n,nɡ
s,sk,s
s,s,s
,jɡ,
s,sk,sk
,jɡ,jɡ
,jɡ,jɡ
ɾç,ɾx,ɾç
n,nɡ,nɡ
s,sk,sk
s,sk,sk
sk,sk,s
sk,sk,s
sk,sk,sk
s,sk,sk
s,sk,s
jɡ,jɡ,jɡ
nç,nx,nx
sk,sk,sk
s,sk,s
s,sk,sk
s,sk,s
s,s,s
s,sk,sk
x,x,ç
sk,sk,s
ç,ç,x
s,sk,s
s,sk,sk
sk,sk,s
nç,nx,nx
s,s,sk
s,sk,sk
nç,nx,nx
,,jɡ
,jɡ,
sk,sk,s
sɡ,sɡ,sɡ
sk,sk,sk
s,sk,s
ç,x,x
s,sk,s
sk,sk,s
s,s,sk
nɡ,n,nɡ
s,s,sk
ç,ç,x
s,s,s
s,sk,s
s,sk,s
sk,sk,s
nɡ,nɡ,nɡ
s,sk,s
s,s,sk
s,sk,sk
jɡ,jɡ,
s,s,sk
x,x,x
x,x,ç
s,s,sk
s,sk,sk
,jɡ,jɡ
nx,nx,nç
sk,sk,sk
,jɡ,jɡ
sk,sk,s
sk,sk,sk
s,sk,s
nç,nx,nç
s,sk,sk
ɾx,ɾx,ɾx
s,s,s
ç,x,x
nɡ,nɡ,nɡ
n,n,nɡ
sk,sk,sk
s,sk,sk
s,s,sk
s,sk,sk
sk,sk,sk
,jɡ,jɡ
s,s,sk
ç,x,ç
ç,ç,ç
sk,sk,sk
s,sk,sk
ç,x,ç
sk,sk,sk
ɾç,ɾx,ɾç
s,sk,s
n,nɡ,nɡ
nɡ,nɡ,nɡ
,jɡ,jɡ
s,sk,s
,jɡ,jɡ
s,s,sk
,jɡ,
,jɡ,jɡ
sk,sk,sk
s,sk,sk
s,sk,sk
sk,sk,s
jɡ,jɡ,jɡ
sk,sk,sk
s,sk,sk
s,sk,sk
sk,sk,sk
s,sk,sk
sk,sk,s
s,sk,sk
n,nɡ,nɡ
jɡ,jɡ,jɡ
nɡ,n,nɡ
sk,sk,sk
sk,sk,sk
jɡ,jɡ,jɡ
nɡ,nɡ,n
sk,sk,sk
ç,x,x
ç,x,ç
,jɡ,
s,sk,sk
s,sk,sk
nx,nx,nç
sɡ,s,s
sk,sk,s
nx,nx,nx
sk,sk,s
sk,sk,sk
ɾx,ɾx,ɾç
s,sk,sk
ç,x,x
s,s,sk
jɡ,jɡ,jɡ
sɡ,sɡ,s
nɡ,nɡ,n
ç,x,x
nɡ,nɡ,nɡ
s,s,sk
s,sk,sk
s,sk,sk
jɡ,jɡ,
sk,sk,s
,,
s,sk,s
sk,sk,sk
sk,sk,s
ç,ç,ç
nx,nx,nx
sk,sk,s
s,sk,sk
s,sk,sk
nç,nx,nx
sk,sk,sk
jɡ,jɡ,jɡ
x,x,ç
ç,x,ç
sk,sk,s
s,sk,s
s,sk,s
s,sk,s
s,sk,sk
s,sk,s
sk,sk,s
s,sk,sk
nx,nx,nx
ç,x,x
sk,sk,sk
ç,x,x
,jɡ,jɡ
sk,sk,s
s,sk,sk
s,sk,sk
s,sk,s
ç,ç,x
s,sk,sk
sk,sk,sk
nɡ,n,nɡ
s,sk,s
s,sk,s
s,sk,sk
jɡ,jɡ,jɡ
sk,sk,s
s,sk,sk
nç,nx,nç
ç,x,ç
nɡ,nɡ,nɡ
s,sk,sk
n,nɡ,nɡ
sk,sk,s
n,n,n
s,sk,s
ç,x,ç
jɡ,jɡ,jɡ
s,s,sk
s,sk,s
s,sk,s
sk,sk,sk
x,x,x
s,s,s
sk,sk,sk
s,sk,sk
s,s,sk
s,sk,sk
s,s,s
s,s,sk
,,jɡ
s,sk,sk
sk,sk,sk
nɡ,n,n
s,s,sk
sk,sk,sk
s,sk,sk
s,s,sk
sk,sk,sk
ç,x,x
s,sk,sk
sk,sk,sk
jɡ,jɡ,
jɡ,jɡ,
s,sk,s
ɾç,ɾx,ɾç
s,sk,s
sk,sk,sk
ɾç,ɾx,ɾx
s,sk,s
sk,sk,s
sk,sk,sk
s,s,s
s,sk,sk
s,sk,sk
s,sk,s
,jɡ,jɡ
x,x,x
sk,sk,s
s,sk,s
sk,sk,sk
s,s,s
nɡ,n,n
s,sk,s
s,s,sk
s,s,s
nɡ,n,n
s,sɡ,s
sk,sk,s
,jɡ,jɡ
ç,x,x
,jɡ,jɡ
s,sk,sk
s,sk,s
,jɡ,
sk,sk,sk
s,sk,sk
s,sk,s
sk,sk,sk
,jɡ,
ɾç,ɾx,ɾx
ɾç,ɾç,ɾx
s,sk,sk
s,sk,sk
s,sk,s
ɾç,ɾç,ɾç
nɡ,nɡ,n
s,sk,s
s,sk,sk
sk,sk,s
ɾç,ɾx,ɾx
s,sk,s
s,sk,s
s,sk,sk
x,x,x
ɾç,ɾç,ɾx
jɡ,jɡ,
,,jɡ
sk,sk,sk
nɡ,n,n
,jɡ,
,jɡ,
sk,sk,sk
,jɡ,jɡ
s,s,s
sk,sk,s
sk,sk,sk
s,sk,s
nç,nx,nç
s,sk,sk
,jɡ,jɡ
s,sk,sk
s,s,s
nɡ,n,nɡ
sk,sk,s
sk,sk,s
sk,sk,s
s,sk,s
nɡ,nɡ,nɡ
sk,sk,sk
s,sk,sk
nx,nx,nç
s,sk,sk
s,sk,sk
sk,sk,sk
,jɡ,
s,sk,s
sk,sk,s
s,sk,sk
s,sk,sk
s,sk,sk
nɡ,nɡ,nɡ
s,sk,sk
s,sk,sk
s,s,sk
s,s,sk
s,sɡ,sɡ
x,x,ç
sk,sk,sk
s,sk,sk
,,jɡ
s,sk,sk
s,sk,sk
ç,x,x
s,sk,sk
sk,sk,s
s,s,s
s,sk,sk
sk,sk,sk
sk,sk,sk
s,sk,s
sk,sk,s
,jɡ,
x,x,ç
sk,sk,s
nx,nx,nx
sk,sk,s
s,sk,sk
sk,sk,sk
s,s,s
s,sk,sk
s,sk,s
s,sk,sk
nx,nx,nx
ɾç,ɾx,ɾx
s,sk,s
sk,sk,sk
s,sk,s
s,sk,sk
s,s,sk
s,s,s
s,sk,sk
s,s,sɡ
,jɡ,jɡ
s,s,sk
sk,sk,s
s,sk,s
sk,sk,sk
nx,nx,nç
sk,sk,sk
s,sk,sk
sk,sk,s
,jɡ,jɡ
s,sɡ,s
,jɡ,jɡ
sk,sk,sk
s,sk,s
x,x,ç
s,sk,sk
nɡ,n,nɡ
,,jɡ
ç,x,x
sk,sk,sk
sk,sk,s
sk,sk,sk
s,sk,s
sk,sk,s
s,s,sɡ
sk,sk,s
sk,sk,s
,jɡ,jɡ
sk,sk,s
nɡ,nɡ,n
sɡ,sɡ,s
s,sk,s
,,jɡ
s,s,sk
nɡ,n,nɡ
,jɡ,
x,x,ç
s,sk,s
sk,sk,sk
s,s,sk
ç,x,ç
ɾç,ɾx,ɾx
,jɡ,jɡ
sk,sk,s
nɡ,n,nɡ
,jɡ,
nɡ,nɡ,n
sk,sk,s
nç,nx,nx
nx,nx,nx
s,s,sk
s,s,s
jɡ,jɡ,
,jɡ,jɡ
ç,x,x
,jɡ,jɡ
,jɡ,jɡ
n,n,n
s,sk,s
sk,sk,s
s,sk,sk
s,sk,sk
s,sk,sk
nç,nç,nç
s,sk,s
s,sk,s
,jɡ,
s,sk,sk
sk,sk,s
ç,x,x
sk,sk,s
x,x,x
sk,sk,sk
s,sk,s
ɾç,ɾç,ɾx
s,sk,sk
s,s,sk
sk,sk,sk
sk,sk,sk
,jɡ,
sk,sk,sk
s,sk,sk
ɾç,ɾx,ɾç
s,sk,sk
ç,x,x
sk,sk,sk
ɾx,ɾx,ɾx
ɾç,ɾç,ɾx
s,sk,s
,jɡ,
jɡ,jɡ,
sk,sk,s
nç,nx,nx
jɡ,jɡ,
s,sk,s
nɡ,nɡ,n
s,sk,s
nɡ,n,nɡ
ç,x,ç
jɡ,jɡ,
,,jɡ
s,s,sk
s,sk,s
s,sk,sk
,jɡ,jɡ
s,sk,sk
s,sk,sk
s,sk,sk
s,s,sk
sk,sk,s
jɡ,jɡ,
nç,nx,nx
sk,sk,s
s,s,s
sk,sk,s
s,sk,s
s,sk,sk
s,sk,s
sɡ,s,s
s,s,sk
sk,sk,sk
s,s,sk
ɾx,ɾx,ɾx
s,s,sk
s,sk,sk
s,sk,sk
nɡ,n,nɡ
,jɡ,jɡ
,jɡ,jɡ
nɡ,nɡ,n
s,sk,sk
s,sk,s
jɡ,jɡ,
x,x,x
ç,x,ç
sk,sk,sk
ç,x,x
s,sk,sk
sk,sk,s
s,sɡ,sɡ
,,
s,sk,sk
sk,sk,sk
jɡ,jɡ,jɡ
nç,nx,nx
s,s,sk
s,s,sk
,jɡ,jɡ
ç,ç,x
sk,sk,sk
nɡ,nɡ,n
nç,nx,nç
sk,sk,s
ɾç,ɾx,ɾç
sk,sk,sk
s,s,s
,jɡ,jɡ
,,
ɾç,ɾx,ɾx
sk,sk,s
s,sk,s
s,s,sk
sk,sk,sk
s,sk,s
s,sk,sk
jɡ,jɡ,
sk,sk,s
nɡ,n,nɡ
sk,sk,sk
jɡ,jɡ,jɡ
s,sk,sk
s,s,sk
,jɡ,jɡ
,jɡ,
sɡ,sɡ,sɡ
s,sk,sk
s,sk,sk
s,s,sk
nɡ,n,nɡ
x,x,x
sk,sk,s
nɡ,n,nɡ
s,sk,s
s,sk,s
s,sk,s
s,sk,s
nɡ,nɡ,nɡ
x,x,x
nç,nx,nç
s,sk,sk
s,s,sk
s,sk,sk
s,sk,s
,jɡ,
sɡ,sɡ,s
s,sk,sk
s,sk,s
s,s,sk
sk,sk,sk
s,sk,sk
jɡ,jɡ,jɡ
,,
s,sk,sk
,jɡ,
s,s,sk
sk,sk,s
x,x,x
s,sk,s
n,n,nɡ
sk,sk,s
sk,sk,s
,,jɡ
s,sk,sk
ç,ç,ç
,jɡ,
nɡ,n,nɡ
sk,sk,sk
sk,sk,sk
s,s,s
sɡ,sɡ,s
nç,nx,nx
,jɡ,
s,s,s
x,x,ç
sk,sk,sk
sk,sk,s
sk,sk,s
s,sk,sk
sɡ,s,sɡ
ç,ç,ç
s,sk,s
s,sk,sk
sk,sk,sk
sk,sk,s
