src1_sf,src2_sf,tgt_sf
s,s,sk
s,sk,sk
nɡ,n,nɡ
sk,sk,s
ɾs,ɾs,ɾs
s,sk,s
l,lɡ,lɡ
sk,sk,sk
ç,x,ç
nç,nç,nx
ç,x,x
s,sk,sk
s,sk,s
ɾs,ɾs,ɾs
s,sk,s
s,sk,sk
ɾs,ɾs,ɾs
s,s,sk
sk,sk,sk
sk,sk,sk
n,nɡ,n
n,n,n
ç,x,ç
s,s,sk
s,sk,s
s,sk,s
x,x,x
nɡ,n,nɡ
s,sk,s
s,s,s
lç,lx,lç
ɾs,ɾs,ɾs
s,ɡ,s
x,x,x
nɡ,nɡ,nɡ
s,s,s
sk,sk,sk
nx,nx,nx
s,ɡ,ɡ
ç,x,ç
s,sk,s
s,sk,s
nɡ,nɡ,n
s,ɡ,ɡ
s,sk,s
s,sk,s
n,nɡ,n
s,s,sk
nɡ,nɡ,n
ɾs,ɾs,ɾs
s,sk,sk
n,nɡ,n
,jɡ,jɡ
k,k,k
s,s,s
sk,sk,sk
s,sk,sk
ɾs,ɾs,ɾs
sk,sk,s
sk,sk,sk
nɡ,n,n
s,sk,sk
sk,sk,sk
nɡ,n,nɡ
sk,sk,s
ç,x,ç
ɾs,ɾs,ɾs
n,n,nɡ
nk,nk,nk
s,s,sk
ɡ,ɡ,ɡ
,,jɡ
nɡ,nɡ,nɡ
ç,x,x
ç,x,x
s,sɡ,sɡ
n,nɡ,n
s,sk,s
s,sk,sk
ç,ç,x
sk,sk,sk
,jɡ,jɡ
nç,nç,nç
sk,sk,s
s,s,sk
s,sk,sk
s,sk,s
s,ɡ,ɡ
s,sk,sk
sk,sk,sk
ɾx,ɾx,ɾç
n,nɡ,nɡ
s,sk,sk
s,sk,s
ɾx,ɾx,ɾx
n,n,nɡ
ɾç,ɾç,ɾx
s,sk,s
s,ɡ,s
s,sk,sk
ɾx,ɾx,ɾx
ɾç,ɾx,ɾç
ɾs,ɾs,ɾs
sk,sk,s
s,sk,sk
sk,sk,s
s,ɡ,s
x,x,ç
s,s,sk
n,nɡ,nɡ
ɾs,ɾs,ɾs
ɾs,ɾs,ɾs
sk,sk,s
s,s,sk
ɾs,ɾs,ɾs
s,sk,s
lç,lx,lx
s,sk,s
s,ɡ,ɡ
nx,nx,nç
k,k,k
ɾç,ɾx,ɾç
s,sk,sk
nɡ,nɡ,nɡ
x,x,x
ɾx,ɾx,ɾç
lç,lx,lx
nɡ,nɡ,n
ç,x,ç
sk,sk,sk
s,s,s
sk,sk,s
ɾç,ɾx,ɾx
nɡ,nɡ,n
nɡ,nɡ,nɡ
n,n,nɡ
s,sk,sk
ɾç,ɾx,ɾç
s,sk,s
sk,sk,sk
sk,sk,sk
n,nɡ,nɡ
ɾs,ɾs,ɾs
x,x,x
ɾs,ɾs,ɾs
sk,sk,s
nɡ,nɡ,n
ɾs,ɾs,ɾs
s,sk,sk
s,ɡ,ɡ
s,s,s
sk,sk,sk
