src1_sf,src2_sf,tgt_sf
s,sk,sk
s,sk,s
ɾç,ɾx,ɾç
nɡ,nɡ,n
sk,sk,sk
s,sk,s
jɡ,jɡ,jɡ
sk,sk,s
s,s,sk
ɾç,ɾx,ɾx
s,sk,sk
sk,sk,sk
s,s,s
ç,x,x
sɡ,s,sɡ
sk,sk,sk
ɾx,ɾx,ɾç
s,sk,sk
s,sk,sk
s,sk,s
sk,sk,sk
s,sk,sk
sɡ,s,sɡ
jɡ,jɡ,jɡ
s,sk,s
,jɡ,
s,sk,sk
nç,nx,nç
sk,sk,sk
,jɡ,jɡ
ç,ç,x
s,sk,s
sk,sk,sk
ç,x,x
jɡ,jɡ,
nç,nç,nx
sk,sk,s
nç,nç,nx
,,
nç,nx,nx
nç,nx,nx
nç,nx,nx
jɡ,jɡ,
sk,sk,s
sk,sk,s
sk,sk,s
s,sk,sk
s,sk,sk
s,sk,sk
sk,sk,sk
s,sk,s
nɡ,nɡ,n
s,sk,sk
s,sk,s
ç,x,x
ɾç,ɾx,ɾç
s,sk,sk
,,jɡ
s,sk,s
sk,sk,s
ɾç,ɾx,ɾx
s,sk,sk
nɡ,nɡ,nɡ
sk,sk,s
ç,x,x
x,x,ç
ç,x,ç
s,sk,s
sɡ,sɡ,sɡ
nɡ,nɡ,nɡ
n,nɡ,nɡ
ɾx,ɾx,ɾx
sk,sk,s
s,sk,sk
s,sk,sk
s,sk,sk
ç,x,ç
sɡ,sɡ,sɡ
jɡ,jɡ,jɡ
s,sk,sk
s,sk,sk
x,x,x
jɡ,jɡ,
nɡ,n,n
nɡ,nɡ,n
s,sk,sk
sk,sk,sk
n,n,nɡ
sk,sk,sk
n,n,nɡ
sk,sk,s
,jɡ,
,,jɡ
s,sk,s
s,sk,s
sk,sk,s
jɡ,jɡ,
x,x,x
x,x,x
ç,ç,ç
x,x,x
nç,nx,nç
s,sk,sk
sk,sk,sk
sk,sk,s
s,sk,s
s,sk,sk
s,s,sk
sɡ,sɡ,s
nɡ,nɡ,n
s,s,s
s,sɡ,sɡ
s,s,s
ç,x,x
sɡ,sɡ,s
sk,sk,sk
s,s,sk
s,sk,s
sk,sk,s
sk,sk,s
s,sk,s
s,sk,s
nɡ,n,nɡ
nɡ,n,nɡ
ç,x,x
sk,sk,sk
s,sk,s
n,nɡ,nɡ
s,sk,sk
nɡ,nɡ,n
ɾx,ɾx,ɾç
s,s,sk
s,sk,sk
ɾx,ɾx,ɾç
nç,nx,nç
s,sk,sk
ç,ç,x
sk,sk,sk
s,sk,sk
sk,sk,s
jɡ,jɡ,
s,sk,sk
s,sk,sk
nç,nç,nç
sk,sk,s
s,sk,sk
x,x,ç
nx,nx,nç
jɡ,jɡ,jɡ
ç,x,x
jɡ,jɡ,
s,s,sk
s,sk,sk
sk,sk,sk
sk,sk,s
nɡ,n,nɡ
ç,x,x
ç,x,ç
n,nɡ,nɡ
s,sk,sk
sk,sk,s
s,sk,s
,jɡ,jɡ
jɡ,jɡ,
s,sk,sk
s,s,s
s,sk,sk
s,sk,s
s,sk,s
s,sk,sk
nɡ,n,nɡ
ɾx,ɾx,ɾx
s,sk,s
s,sk,sk
n,n,n
s,sk,s
s,sk,sk
sk,sk,sk
nç,nx,nx
sk,sk,s
s,sk,sk
sk,sk,s
sk,sk,sk
ɾç,ɾx,ɾç
nç,nx,nç
s,sk,s
nɡ,n,nɡ
sk,sk,s
jɡ,jɡ,
sɡ,s,sɡ
sɡ,sɡ,s
ç,x,ç
nç,nx,nx
,jɡ,
sk,sk,sk
sk,sk,sk
s,sk,s
nç,nx,nç
x,x,x
s,sk,sk
x,x,ç
ɾç,ɾx,ɾx
,,jɡ
ç,ç,ç
sk,sk,s
sɡ,s,s
sk,sk,sk
ç,ç,x
s,sk,s
n,n,nɡ
s,sk,s
s,sk,sk
s,sk,sk
s,sk,sk
s,sk,sk
s,sk,s
sk,sk,sk
s,sk,sk
nç,nç,nx
ç,x,ç
ç,x,x
sk,sk,sk
s,sk,s
ɾç,ɾx,ɾç
,jɡ,jɡ
sk,sk,s
ɾç,ɾx,ɾx
s,sk,s
s,sk,sk
s,sk,s
,,jɡ
s,sk,sk
ç,x,x
s,s,sk
nɡ,nɡ,n
s,sk,s
,jɡ,
sk,sk,s
ɾx,ɾx,ɾç
jɡ,jɡ,
x,x,x
,,jɡ
x,x,ç
sɡ,sɡ,s
nç,nx,nx
ɾç,ɾç,ɾx
s,sk,s
ɾç,ɾx,ɾx
sk,sk,sk
nç,nç,nç
s,sk,sk
nç,nx,nx
sɡ,s,s
nɡ,n,n
s,sk,s
s,s,s
,jɡ,
sk,sk,sk
s,s,sk
sk,sk,s
jɡ,jɡ,jɡ
s,sk,sk
nɡ,n,nɡ
,jɡ,jɡ
nɡ,n,nɡ
x,x,ç
ç,x,ç
sk,sk,sk
sk,sk,sk
s,sk,sk
s,sk,s
,,jɡ
n,nɡ,nɡ
jɡ,jɡ,jɡ
,jɡ,jɡ
s,sk,sk
sɡ,sɡ,s
s,sk,s
s,s,sk
sk,sk,sk
ɾx,ɾx,ɾx
x,x,x
,,jɡ
s,sk,s
s,sk,sk
s,sk,sk
sɡ,s,sɡ
nɡ,nɡ,nɡ
sk,sk,s
s,sk,s
s,s,sk
s,sk,s
s,sk,s
s,sk,sk
nɡ,n,nɡ
s,sk,s
ç,x,x
jɡ,jɡ,
,jɡ,
s,sk,sk
s,sk,s
sk,sk,sk
s,s,sk
s,s,sk
s,sk,sk
ɾç,ɾx,ɾç
,,jɡ
nɡ,n,nɡ
s,sk,s
nɡ,n,nɡ
s,s,s
nx,nx,nç
,jɡ,
s,sk,sk
sk,sk,s
jɡ,jɡ,
nɡ,nɡ,n
nɡ,n,n
n,nɡ,nɡ
s,s,s
s,sk,s
s,sɡ,s
s,sk,sk
s,sk,sk
s,sk,s
s,sk,sk
sk,sk,sk
s,sk,sk
sk,sk,sk
s,sk,s
s,sk,sk
nɡ,nɡ,n
sk,sk,s
jɡ,jɡ,jɡ
s,s,sk
nç,nç,nx
s,sk,sk
ç,x,ç
s,sk,sk
nɡ,n,nɡ
ç,ç,x
sk,sk,sk
s,s,s
s,sk,s
s,s,sk
nx,nx,nx
s,sk,s
s,sk,s
ɾx,ɾx,ɾx
jɡ,jɡ,
,jɡ,jɡ
ɾç,ɾx,ɾx
n,n,nɡ
sk,sk,sk
s,s,sk
nɡ,n,n
sk,sk,s
s,sk,s
n,n,nɡ
sk,sk,s
s,sk,sk
jɡ,jɡ,jɡ
jɡ,jɡ,
jɡ,jɡ,jɡ
s,sk,s
ç,x,x
ɾç,ɾç,ɾx
,,jɡ
sk,sk,s
s,sk,s
sk,sk,sk
s,sk,s
ɾx,ɾx,ɾç
sk,sk,s
x,x,ç
s,s,sk
s,sk,s
sk,sk,sk
nɡ,n,n
nɡ,nɡ,nɡ
s,sk,s
s,sk,s
