src1_sf,src2_sf,tgt_sf
s,s,sk
sk,sk,sk
x,x,ç
s,sk,sk
s,s,s
n,nɡ,nɡ
sk,sk,sk
jɡ,jɡ,
sk,sk,s
s,sk,sk
sk,sk,s
s,s,s
x,x,x
,jɡ,
s,sk,s
ç,x,x
ɡ,ɡ,s
jɡ,jɡ,jɡ
sk,sk,sk
nɡ,nɡ,n
n,n,nɡ
nɡ,nɡ,n
nɡ,n,n
s,sk,sk
nɡ,n,nɡ
nç,nx,nx
s,s,s
n,n,nɡ
x,x,ç
nɡ,n,nɡ
ɾç,ɾç,ɾx
ç,ç,ç
x,x,ç
s,sk,sk
sk,sk,s
nɡ,nɡ,nɡ
sk,sk,sk
s,s,s
s,s,s
nɡ,n,n
s,s,sk
sk,sk,s
s,sk,sk
sk,sk,sk
s,s,sk
ç,x,ç
s,sk,s
sk,sk,sk
x,x,ç
s,sk,sk
s,sk,sk
s,s,s
nɡ,nɡ,n
s,sk,sk
s,s,s
,jɡ,
s,sk,sk
s,sk,sk
x,x,ç
s,s,s
sk,sk,s
n,n,n
sɡ,s,sɡ
ɾç,ɾx,ɾç
s,sk,sk
nɡ,nɡ,n
nɡ,n,nɡ
n,nɡ,n
ɾç,ɾx,ɾx
s,sk,s
n,nɡ,nɡ
sk,sk,sk
s,sk,s
n,nɡ,n
ç,ç,x
sk,sk,s
s,sk,sk
n,nɡ,nɡ
nɡ,nɡ,n
s,sk,sk
ɾs,ɾs,ɾs
s,ɡ,ɡ
s,sk,sk
sk,sk,sk
nɡ,nɡ,n
ɾç,ɾx,ɾç
s,s,s
nç,nx,nx
ɾx,ɾx,ɾx
ç,x,ç
k,k,k
nɡ,nɡ,n
s,sk,s
nɡ,nɡ,nɡ
n,nɡ,nɡ
jɡ,jɡ,jɡ
s,s,s
s,s,sk
ɾç,ɾx,ɾç
n,nɡ,nɡ
k,k,k
s,sk,sk
lɡ,lɡ,l
nk,nk,nk
sk,sk,s
ɾs,ɾs,ɾs
nɡ,n,n
s,sk,s
n,n,nɡ
sk,sk,sk
s,sk,sk
s,s,s
ç,x,x
nɡ,nɡ,n
nç,nx,nç
s,sk,sk
nɡ,nɡ,n
s,s,sk
s,sk,s
ɡ,ɡ,s
sk,sk,s
nɡ,n,n
s,sk,sk
ɡ,ɡ,ɡ
sk,sk,s
n,n,nɡ
sk,sk,s
nɡ,nɡ,n
nɡ,nɡ,nɡ
jɡ,jɡ,
,jɡ,jɡ
s,sk,s
x,x,ç
s,sk,s
ç,ç,x
ç,x,ç
s,ɡ,s
,jɡ,
s,sk,s
s,sk,sk
s,sk,s
sk,sk,sk
s,ɡ,s
sk,sk,sk
s,s,ɡ
s,sk,s
ç,x,x
s,sk,sk
ç,ç,x
nɡ,nɡ,nɡ
ɾs,ɾs,ɾs
s,sk,sk
s,sk,s
s,sk,s
ɡ,ɡ,s
nɡ,n,n
n,nɡ,n
ç,x,ç
s,sk,s
n,nɡ,nɡ
s,s,sk
s,ɡ,s
sk,sk,s
s,s,s
s,sk,sk
nɡ,n,n
s,sk,sk
s,sk,sk
ç,ç,x
nɡ,nɡ,n
s,s,sk
n,n,nɡ
nɡ,n,nɡ
n,nɡ,n
