src1_sf,src2_sf,tgt_sf
s,sk,s
sk,sk,s
nɡ,nɡ,n
s,sk,sk
,jɡ,
sk,sk,sk
jɡ,jɡ,
sk,sk,sk
sk,sk,s
s,sk,sk
n,nɡ,nɡ
jɡ,jɡ,
sk,sk,s
x,x,x
nɡ,nɡ,n
s,sk,sk
n,nɡ,n
nx,nx,nx
,jɡ,
sk,sk,sk
n,nɡ,nɡ
ç,x,x
sk,sk,sk
ɾç,ɾx,ɾç
ɡ,ɡ,s
sk,sk,sk
nç,nx,nç
s,sk,s
nɡ,n,nɡ
nɡ,nɡ,n
nɡ,nɡ,nɡ
n,n,nɡ
l,l,lɡ
s,sk,sk
s,sk,sk
s,sk,sk
s,s,s
,jɡ,jɡ
nɡ,nɡ,n
s,sk,sk
nɡ,nɡ,n
s,sk,s
s,sk,sk
ɡ,ɡ,s
s,sk,s
s,sk,sk
sk,sk,s
n,nɡ,n
s,sɡ,s
s,sk,sk
s,s,s
lç,lç,lx
nɡ,nɡ,n
nç,nx,nç
nɡ,nɡ,nɡ
s,sk,sk
sk,sk,sk
s,sk,s
nɡ,n,n
sk,sk,s
s,s,s
nɡ,n,n
nɡ,n,n
s,sk,s
ɡ,ɡ,s
s,s,s
sk,sk,sk
s,sk,s
ç,x,x
nx,nx,nç
s,sk,s
nx,nx,nç
s,sk,sk
n,nɡ,n
sk,sk,sk
s,sk,sk
s,sk,sk
nɡ,n,n
ç,x,x
ç,x,ç
s,sk,sk
ç,ç,x
nɡ,nɡ,nɡ
nɡ,n,n
,,jɡ
nɡ,nɡ,nɡ
nɡ,nɡ,nɡ
ç,x,ç
ɡ,ɡ,s
s,sk,s
sk,sk,sk
sk,sk,s
s,sk,sk
s,sk,sk
nx,nx,nx
sk,sk,s
s,sk,s
nɡ,nɡ,nɡ
l,lɡ,l
s,s,s
sk,sk,sk
ɡ,ɡ,s
s,ɡ,ɡ
s,sk,sk
sk,sk,s
n,nɡ,n
nɡ,n,n
ɡ,ɡ,s
nɡ,n,n
ɾç,ɾç,ɾx
nɡ,nɡ,nɡ
s,s,s
s,sk,s
ç,ç,ç
,jɡ,
nɡ,n,n
nɡ,nɡ,nɡ
sk,sk,sk
s,sk,s
,jɡ,
s,sk,sk
s,s,s
nɡ,nɡ,n
n,nɡ,nɡ
s,s,s
ç,x,ç
ɡ,ɡ,ɡ
n,nɡ,nɡ
ɾç,ɾx,ɾç
nɡ,nɡ,n
sk,sk,sk
s,sk,sk
ç,ç,ç
s,sk,s
n,n,n
s,sk,sk
nɡ,nɡ,n
s,sk,s
sɡ,sɡ,sɡ
s,s,s
nɡ,nɡ,nɡ
n,n,nɡ
ɾç,ɾx,ɾç
s,ɡ,ɡ
s,s,sk
sk,sk,sk
ç,x,x
sk,sk,sk
,jɡ,jɡ
ç,x,x
s,sk,s
s,s,s
s,sk,s
sk,sk,s
x,x,x
sk,sk,s
ɾç,ɾx,ɾx
s,sk,s
n,nɡ,nɡ
n,nɡ,n
x,x,ç
sɡ,s,sɡ
s,sk,sk
nɡ,nɡ,n
x,x,ç
ç,x,ç
l,l,l
nɡ,nɡ,n
ç,x,ç
s,ɡ,ɡ
s,s,sk
s,sk,sk
s,sk,sk
s,sk,sk
