src1_sf,src2_sf,tgt_sf
ɾç,ɾx,ɾx
sk,sk,s
jɡ,jɡ,
s,sk,s
sk,sk,s
s,sk,s
ɾç,ɾx,ɾç
sk,sk,sk
ɾx,ɾx,ɾx
sk,sk,s
,jɡ,
sk,sk,sk
ç,x,x
,,jɡ
nɡ,nɡ,nɡ
s,sk,sk
nç,nx,nç
s,sk,sk
nɡ,nɡ,n
ç,ç,x
nɡ,n,nɡ
ɾç,ɾx,ɾx
ç,x,ç
n,n,nɡ
s,s,sk
nɡ,n,nɡ
s,s,sk
s,sk,sk
s,s,sk
,jɡ,jɡ
nɡ,n,nɡ
s,sk,s
nɡ,n,nɡ
s,sk,s
s,sk,sk
s,s,sk
s,s,sk
ç,ç,ç
sk,sk,s
ɾx,ɾx,ɾç
s,sk,sk
sk,sk,sk
nɡ,n,n
s,sk,sk
nɡ,nɡ,n
,,
s,s,s
s,sk,s
sɡ,s,sɡ
ç,x,x
,jɡ,
,jɡ,jɡ
nç,nx,nç
ç,x,ç
sk,sk,sk
s,sk,sk
sk,sk,s
jɡ,jɡ,jɡ
sk,sk,s
sk,sk,s
s,sk,sk
s,sk,sk
ɾx,ɾx,ɾç
ɾx,ɾx,ɾç
,jɡ,jɡ
sk,sk,sk
nɡ,n,n
s,sk,s
,jɡ,jɡ
sk,sk,s
nx,nx,nx
sk,sk,s
s,s,sk
sk,sk,sk
sk,sk,sk
n,nɡ,nɡ
s,sk,s
s,sk,sk
nɡ,nɡ,nɡ
sk,sk,sk
sk,sk,sk
,jɡ,jɡ
sk,sk,sk
sk,sk,s
sk,sk,s
s,sk,sk
ç,ç,ç
,jɡ,jɡ
jɡ,jɡ,jɡ
s,s,sk
sk,sk,s
,jɡ,
s,sk,sk
sk,sk,s
ɾç,ɾx,ɾx
sk,sk,sk
s,sɡ,sɡ
ç,ç,x
s,s,sk
sk,sk,sk
sk,sk,sk
s,s,s
s,s,sk
s,sk,s
s,sk,sk
sk,sk,s
sk,sk,s
s,sk,sk
sk,sk,s
ç,x,ç
nɡ,nɡ,n
s,sk,sk
s,sk,sk
s,s,sɡ
sk,sk,sk
s,sk,s
sɡ,s,sɡ
sk,sk,sk
s,s,s
s,sɡ,sɡ
,jɡ,
s,s,sk
nç,nx,nç
s,sk,s
nx,nx,nx
s,s,s
