src1_sf,src2_sf,tgt_sf
s,sk,sk
s,sk,s
nk,nk,nk
sk,sk,s
ɾs,ɾs,ɾs
n,nɡ,n
n,nɡ,nɡ
,jɡ,jɡ
s,sk,sk
sk,sk,sk
ç,ç,ç
x,x,ç
sk,sk,sk
lç,lç,lç
sk,sk,s
ç,x,ç
n,nɡ,nɡ
s,sk,sk
nɡ,n,n
ç,x,x
s,sk,s
ɾs,ɾs,ɾs
s,sk,sk
sk,sk,s
nɡ,n,nɡ
s,ɡ,ɡ
x,x,x
nk,nk,nk
x,x,ç
sk,sk,sk
s,sk,sk
ç,x,x
sk,sk,sk
ɾs,ɾs,ɾs
s,sk,sk
n,n,nɡ
ç,x,ç
ɡ,ɡ,s
,,jɡ
s,sk,sk
,,jɡ
s,sk,sk
nɡ,nɡ,nɡ
s,ɡ,s
sk,sk,sk
s,sk,sk
n,nɡ,n
s,sk,s
sk,sk,sk
s,sk,s
s,sk,sk
sk,sk,sk
n,nɡ,n
s,s,sk
nɡ,n,n
lx,lx,lx
,,jɡ
nɡ,n,nɡ
nɡ,nɡ,n
sk,sk,s
sk,sk,sk
nk,nk,nk
sk,sk,sk
lç,lx,lç
n,nɡ,n
n,n,n
n,nɡ,nɡ
x,x,ç
nk,nk,nk
s,sk,sk
s,sk,sk
sk,sk,sk
sk,sk,s
nɡ,nɡ,n
,jɡ,
sk,sk,sk
sk,sk,s
n,nɡ,n
s,sk,sk
jɡ,jɡ,
s,ɡ,ɡ
ç,x,x
s,sk,sk
s,sk,sk
s,s,s
n,nɡ,nɡ
nɡ,nɡ,nɡ
sk,sk,sk
nɡ,nɡ,nɡ
ç,x,ç
s,s,sk
,jɡ,
nɡ,nɡ,nɡ
jɡ,jɡ,
s,sk,s
x,x,x
,jɡ,
sk,sk,sk
s,sk,sk
nɡ,nɡ,nɡ
n,nɡ,n
s,sk,sk
ç,x,x
,,jɡ
,jɡ,jɡ
nɡ,n,n
sk,sk,s
s,sk,s
s,s,sk
n,nɡ,nɡ
nk,nk,nk
nɡ,nɡ,nɡ
s,sk,sk
s,sk,s
nk,nk,nk
ç,x,x
s,sk,s
s,ɡ,ɡ
s,sk,s
ɾs,ɾs,ɾs
ç,x,x
s,s,s
n,n,nɡ
lx,lx,lx
,jɡ,
s,sk,sk
sk,sk,sk
nk,nk,nk
s,sk,s
ɾs,ɾs,ɾs
nɡ,nɡ,n
,jɡ,jɡ
ɡ,ɡ,ɡ
nk,nk,nk
s,sk,sk
jɡ,jɡ,
ç,x,x
s,sk,sk
nɡ,nɡ,n
s,sk,sk
lç,lx,lx
sk,sk,sk
s,sk,sk
jɡ,jɡ,
nɡ,n,nɡ
ç,x,ç
s,sk,s
s,sk,s
,jɡ,
nk,nk,nk
nk,nk,nk
s,sk,sk
s,sk,s
ɡ,ɡ,ɡ
sk,sk,sk
s,sk,sk
sk,sk,sk
s,sk,s
s,sk,sk
s,sk,sk
ç,x,ç
nk,nk,nk
s,sk,sk
n,nɡ,n
x,x,x
lç,lx,lx
ɾs,ɾs,ɾs
nk,nk,nk
s,ɡ,ɡ
ɾs,ɾs,ɾs
sk,sk,sk
nk,nk,nk
s,sk,sk
x,x,x
s,sk,s
s,sk,sk
ç,ç,x
s,sk,s
nɡ,nɡ,nɡ
sk,sk,s
s,sk,sk
s,s,sk
ç,x,ç
sk,sk,sk
jɡ,jɡ,jɡ
ɾs,ɾs,ɾs
s,sk,sk
nɡ,nɡ,n
ç,x,x
s,sk,s
ɾs,ɾs,ɾs
nk,nk,nk
s,sk,sk
nɡ,n,nɡ
ç,x,x
ç,x,x
ç,ç,ç
sk,sk,s
ɾs,ɾs,ɾs
,jɡ,jɡ
s,sk,s
n,nɡ,nɡ
ɾs,ɾs,ɾs
sk,sk,sk
sk,sk,s
ç,x,ç
ç,x,x
sk,sk,sk
nk,nk,nk
nk,nk,nk
x,x,x
ç,x,x
x,x,x
sk,sk,sk
sk,sk,s
,jɡ,
nɡ,nɡ,n
s,sk,sk
lç,lx,lç
s,s,sk
s,sk,s
sk,sk,s
sk,sk,s
sk,sk,sk
s,s,s
sk,sk,s
nk,nk,nk
ɾs,ɾs,ɾs
x,x,x
s,sk,sk
ç,x,x
lx,lx,lx
sk,sk,sk
s,s,sk
lx,lx,lx
s,sk,sk
nɡ,nɡ,nɡ
sk,sk,sk
nk,nk,nk
ɾs,ɾs,ɾs
x,x,ç
s,sk,sk
n,n,n
n,n,nɡ
s,sk,sk
s,sk,sk
ç,x,x
s,sk,s
s,sk,s
s,sk,sk
,,jɡ
sk,sk,sk
x,x,ç
n,nɡ,n
nɡ,nɡ,n
sk,sk,sk
ç,x,x
sk,sk,s
,jɡ,
s,sk,s
sk,sk,s
nɡ,nɡ,nɡ
,jɡ,jɡ
x,x,x
n,nɡ,nɡ
ç,x,ç
nɡ,nɡ,n
,,jɡ
s,sk,sk
s,sk,sk
sk,sk,sk
s,sk,sk
nɡ,nɡ,n
n,n,n
,jɡ,jɡ
sk,sk,sk
s,sk,s
nk,nk,nk
s,sk,sk
s,sk,sk
sk,sk,s
ç,x,x
s,sk,s
sk,sk,s
nk,nk,nk
s,sk,sk
s,sk,sk
nɡ,n,nɡ
lç,lç,lx
x,x,x
jɡ,jɡ,jɡ
sk,sk,sk
nɡ,n,nɡ
,jɡ,
s,sk,sk
s,s,sk
s,sk,s
ɾs,ɾs,ɾs
x,x,x
sk,sk,s
s,sk,s
sk,sk,sk
ç,ç,ç
s,s,sk
ç,x,ç
sk,sk,s
s,ɡ,ɡ
s,sk,sk
ɡ,ɡ,s
nɡ,nɡ,nɡ
ç,x,x
lx,lx,lç
s,s,sk
ɡ,ɡ,ɡ
x,x,x
s,sk,sk
s,sk,sk
ç,x,ç
s,sk,sk
s,sk,sk
nɡ,nɡ,n
lç,lx,lx
nɡ,nɡ,n
x,x,ç
ç,ç,x
sk,sk,s
s,sk,s
jɡ,jɡ,
nɡ,n,nɡ
s,sk,sk
lx,lx,lç
sk,sk,s
sk,sk,s
s,sk,s
s,sk,sk
s,sk,sk
s,sk,s
ç,x,ç
s,sk,s
nɡ,nɡ,n
nk,nk,nk
sk,sk,sk
s,s,sk
ɾs,ɾs,ɾs
sk,sk,s
s,sk,sk
s,sk,sk
s,sk,s
x,x,ç
ç,x,x
s,sk,sk
jɡ,jɡ,jɡ
ç,x,ç
sk,sk,sk
s,s,sk
,jɡ,jɡ
nɡ,n,nɡ
nɡ,n,nɡ
s,sk,s
s,sk,sk
s,sk,s
,jɡ,
s,sk,sk
ç,x,ç
ç,x,ç
n,nɡ,n
s,sk,sk
n,nɡ,n
n,nɡ,nɡ
n,nɡ,n
s,s,s
sk,sk,s
x,x,ç
x,x,ç
ç,x,x
ɡ,ɡ,s
s,sk,sk
n,nɡ,nɡ
s,sk,sk
nk,nk,nk
s,sk,s
sk,sk,sk
