src1_sf,src2_sf,tgt_sf
sɡ,s,s
x,x,x
s,s,s
s,sk,sk
nɡ,n,nɡ
nç,nç,nx
nx,nx,nç
sk,sk,s
n,nɡ,nɡ
ç,x,x
s,sk,s
,jɡ,jɡ
s,sk,sk
s,sk,sk
s,sk,s
s,sk,sk
n,nɡ,n
n,nɡ,nɡ
s,sk,s
n,nɡ,nɡ
n,n,nɡ
sk,sk,s
s,sk,s
sk,sk,s
s,sk,sk
s,sk,s
ɡ,ɡ,s
lɡ,l,l
s,sk,sk
ɡ,ɡ,s
s,s,sk
s,s,s
ç,x,ç
s,sk,s
,jɡ,jɡ
s,s,s
s,sk,sk
nɡ,nɡ,nɡ
s,s,sk
sk,sk,s
ɡ,ɡ,s
sk,sk,s
nɡ,n,nɡ
nx,nx,nx
s,s,sk
s,sk,sk
s,s,sk
s,sk,sk
nɡ,n,nɡ
n,nɡ,n
nɡ,nɡ,n
s,sk,sk
n,nɡ,nɡ
ç,x,x
sk,sk,sk
s,sk,s
ɾç,ɾx,ɾx
s,sk,s
n,n,nɡ
s,s,s
ɡ,ɡ,s
s,sɡ,s
sk,sk,sk
sk,sk,s
s,sk,sk
nɡ,nɡ,nɡ
nɡ,nɡ,nɡ
n,nɡ,nɡ
nɡ,n,nɡ
sk,sk,sk
lɡ,lɡ,l
s,sk,sk
s,ɡ,s
s,sk,sk
sk,sk,sk
sk,sk,sk
ç,ç,x
s,sk,sk
s,sk,sk
,jɡ,
nɡ,nɡ,n
nɡ,nɡ,nɡ
s,sk,sk
s,s,s
sk,sk,s
n,nɡ,nɡ
nɡ,nɡ,n
sk,sk,s
s,sk,s
sk,sk,s
ns,ns,ns
nɡ,n,nɡ
s,s,sk
s,sk,sk
sk,sk,sk
s,s,s
nɡ,nɡ,nɡ
s,sk,s
n,nɡ,n
ɾx,ɾx,ɾç
x,x,ç
s,sk,sk
s,sk,s
s,s,s
nɡ,n,nɡ
ɾs,ɾs,ɾs
s,sk,sk
sk,sk,s
ç,x,x
s,sk,sk
s,sk,sk
s,sk,sk
s,sk,s
s,sk,sk
s,sk,sk
,jɡ,jɡ
s,s,sk
s,sk,s
s,sk,sk
s,sk,sk
s,sk,s
ɾç,ɾx,ɾx
s,s,sk
,jɡ,
s,sk,s
ɾç,ɾx,ɾç
s,s,s
s,sk,sk
nɡ,nɡ,nɡ
nx,nx,nx
sk,sk,sk
s,s,sk
sk,sk,sk
x,x,ç
jɡ,jɡ,jɡ
,jɡ,
s,sk,s
sk,sk,s
ɾç,ɾx,ɾx
sk,sk,s
s,sk,sk
s,s,s
nɡ,nɡ,n
lç,lx,lx
ç,x,ç
sk,sk,sk
s,s,sk
sk,sk,sk
s,s,s
lx,lx,lç
nx,nx,nç
s,s,sk
sk,sk,s
x,x,ç
n,n,nɡ
s,sk,s
n,n,nɡ
s,sk,s
ç,x,x
s,sk,sk
ns,ns,ns
sk,sk,s
sk,sk,s
s,sk,s
ɾç,ɾx,ɾx
ç,x,x
ns,ns,ns
s,sk,s
nɡ,n,nɡ
s,s,sk
nç,nç,nx
s,sk,sk
nç,nx,nx
s,sk,s
sk,sk,sk
n,nɡ,nɡ
ns,ns,ns
nɡ,n,nɡ
s,sk,sk
s,sk,sk
s,sk,s
s,sk,sk
lx,lx,lç
ɡ,ɡ,s
nɡ,n,nɡ
sk,sk,s
s,sk,sk
sk,sk,s
sk,sk,sk
,jɡ,jɡ
s,sk,sk
s,sk,s
s,s,sk
sk,sk,s
nɡ,nɡ,nɡ
ç,x,ç
nɡ,nɡ,nɡ
,jɡ,jɡ
n,nɡ,nɡ
s,s,sk
s,sk,sk
ns,ns,ns
,jɡ,
,,jɡ
s,sɡ,sɡ
n,nɡ,nɡ
s,s,s
jɡ,jɡ,jɡ
n,n,n
sk,sk,sk
sk,sk,s
n,nɡ,nɡ
sk,sk,sk
sk,sk,sk
jɡ,jɡ,jɡ
s,sk,sk
nç,nç,nç
sk,sk,s
s,sk,s
sk,sk,s
sk,sk,s
s,sk,sk
s,s,sk
sk,sk,sk
sk,sk,sk
sk,sk,sk
nɡ,nɡ,n
sk,sk,sk
n,nɡ,nɡ
n,nɡ,nɡ
ns,ns,ns
s,sk,s
s,s,sk
sk,sk,s
s,sk,sk
s,sk,sk
nɡ,nɡ,n
sk,sk,sk
s,sk,sk
sk,sk,sk
nɡ,n,n
nɡ,n,nɡ
s,sk,sk
nç,nç,nx
,,jɡ
nɡ,n,nɡ
s,s,sk
s,s,s
s,sk,s
s,s,s
s,sk,sk
jɡ,jɡ,jɡ
s,sk,s
nɡ,nɡ,n
s,sk,s
s,s,s
s,sk,s
sk,sk,s
s,sk,s
ç,x,x
ç,x,x
s,sk,sk
nɡ,n,nɡ
nɡ,nɡ,nɡ
sk,sk,sk
s,sk,sk
sk,sk,s
x,x,x
,jɡ,
