src1_sf,src2_sf,tgt_sf
ɾs,ɾs,ɾs
sk,sk,s
ç,x,x
nɡ,nɡ,nɡ
s,sk,sk
s,sk,sk
s,s,sk
sk,sk,s
s,ɡ,ɡ
lç,lç,lx
sk,sk,s
sk,sk,s
sk,sk,s
s,sk,s
s,sk,sk
s,sk,s
nk,nk,nk
ç,x,x
sk,sk,sk
x,x,x
s,sk,s
sk,sk,sk
s,sk,sk
s,sk,sk
,,jɡ
nç,nx,nx
s,sk,sk
sk,sk,sk
sk,sk,s
s,ɡ,ɡ
s,sk,s
ç,x,ç
ç,x,x
ɾs,ɾs,ɾs
sk,sk,s
n,nɡ,n
s,sk,sk
sk,sk,sk
sk,sk,sk
s,sk,sk
sk,sk,sk
ɾç,ɾx,ɾx
sk,sk,s
sk,sk,s
sk,sk,s
ç,x,x
ɾx,ɾx,ɾx
ɾs,ɾs,ɾs
s,sk,s
jɡ,jɡ,jɡ
ç,x,x
ɾç,ɾx,ɾx
s,sɡ,sɡ
ç,x,ç
s,ɡ,ɡ
ɾç,ɾx,ɾç
n,n,nɡ
ɾs,ɾs,ɾs
x,x,x
ç,x,ç
nɡ,nɡ,n
s,ɡ,ɡ
n,n,nɡ
s,sk,s
sk,sk,s
s,s,sk
ɾç,ɾx,ɾx
sk,sk,sk
n,n,nɡ
ɾx,ɾx,ɾç
x,x,x
s,sk,sk
s,s,ɡ
s,s,sk
l,lɡ,l
ls,ls,ls
ç,x,x
ç,x,ç
s,sk,s
s,sk,sk
ɾx,ɾx,ɾx
nç,nx,nç
n,nɡ,n
sk,sk,s
s,sk,s
sk,sk,s
nɡ,n,nɡ
s,sk,s
sk,sk,sk
nɡ,nɡ,n
sk,sk,sk
s,sk,s
ɾç,ɾç,ɾx
ç,ç,x
sk,sk,s
nç,nx,nç
nɡ,n,n
s,sk,sk
l,lɡ,l
ɾç,ɾç,ɾx
k,k,k
s,s,sk
jɡ,jɡ,jɡ
s,sk,sk
ɡ,ɡ,s
nɡ,nɡ,n
s,sk,sk
ɾs,ɾs,ɾs
sk,sk,sk
sk,sk,sk
nç,nx,nç
jɡ,jɡ,jɡ
sk,sk,sk
s,ɡ,s
ɾx,ɾx,ɾx
s,ɡ,ɡ
nk,nk,nk
nç,nç,nx
n,nɡ,n
s,sk,sk
,jɡ,jɡ
,jɡ,jɡ
ɾç,ɾx,ɾç
s,sk,sk
x,x,ç
