src1_sf,src2_sf,tgt_sf
ɾs,ɾs,ɾs
sk,sk,sk
sk,sk,s
s,sk,sk
nɡ,nɡ,nɡ
ns,ns,ns
jɡ,jɡ,
s,sk,sk
s,sk,sk
s,s,s
s,sk,sk
sk,sk,s
s,sk,s
nɡ,nɡ,n
s,ɡ,s
s,sk,sk
nɡ,nɡ,nɡ
s,s,s
s,sk,s
ɾs,ɾs,ɾs
s,s,sk
lç,lx,lx
s,s,s
sk,sk,s
nɡ,nɡ,nɡ
nx,nx,nç
s,sk,sk
ns,ns,ns
sk,sk,s
nɡ,nɡ,n
nɡ,n,n
s,sk,s
s,sk,sk
s,sk,sk
s,ɡ,s
ɾs,ɾs,ɾs
s,sk,sk
nɡ,n,n
s,sk,sk
s,s,sk
s,sk,sk
sk,sk,sk
s,sk,sk
n,nɡ,n
n,nɡ,nɡ
s,sk,sk
sk,sk,s
sk,sk,sk
s,sk,sk
x,x,ç
x,x,x
s,s,sk
x,x,x
s,sk,sk
s,sk,sk
nɡ,nɡ,nɡ
nç,nç,nx
s,sk,sk
s,sk,sk
s,ɡ,s
ç,x,x
n,n,nɡ
s,sk,sk
s,sk,sk
sk,sk,sk
sk,sk,s
nɡ,n,n
b,b,b
nɡ,nɡ,n
x,x,x
sk,sk,s
ls,ls,ls
sk,sk,sk
s,sk,s
sk,sk,sk
x,x,ç
sk,sk,s
lɡ,lɡ,lɡ
sk,sk,s
nɡ,n,n
ɾs,ɾs,ɾs
ç,x,ç
s,sk,sk
sk,sk,s
s,sk,s
s,sk,s
s,sk,sk
s,sk,sk
b,p,b
s,sk,s
s,sk,s
ɾç,ɾx,ɾx
s,sk,s
nɡ,nɡ,n
s,s,sk
s,sk,sk
nç,nx,nç
ɾç,ɾx,ɾç
ç,ç,x
nx,nx,nç
sk,sk,s
s,sk,sk
n,n,nɡ
s,sk,s
ɾç,ɾx,ɾx
ɾx,ɾx,ɾç
x,x,x
ç,x,ç
s,ɡ,s
s,ɡ,s
n,nɡ,nɡ
nɡ,n,nɡ
s,sk,s
s,sk,sk
s,sk,sk
ç,x,x
nɡ,n,nɡ
sk,sk,s
sk,sk,s
n,nɡ,n
nç,nx,nç
s,sk,sk
sk,sk,s
ç,x,x
sk,sk,s
s,sɡ,sɡ
s,sk,sk
,jɡ,
s,s,ɡ
ls,ls,ls
ɡ,ɡ,s
s,sk,sk
s,ɡ,ɡ
sk,sk,s
lx,lx,lx
s,sk,sk
nç,nx,nx
sk,sk,s
sk,sk,s
nɡ,nɡ,nɡ
lç,lx,lx
ɡ,ɡ,ɡ
s,s,s
sk,sk,s
l,lɡ,l
s,sk,sk
sk,sk,s
sk,sk,s
l,lɡ,l
x,x,ç
nɡ,nɡ,nɡ
nɡ,n,n
s,sk,sk
n,nɡ,n
nɡ,n,nɡ
s,sk,sk
ɾs,ɾs,ɾs
ɡ,ɡ,s
s,s,sk
s,sk,sk
nx,nx,nx
s,ɡ,s
nɡ,nɡ,nɡ
n,n,nɡ
s,s,sk
s,s,sk
ɾx,ɾx,ɾx
x,x,x
s,s,sk
jɡ,jɡ,jɡ
s,sk,sk
s,sk,sk
nɡ,nɡ,nɡ
s,sk,s
lɡ,lɡ,l
n,nɡ,nɡ
n,nɡ,nɡ
sk,sk,sk
s,sk,sk
nɡ,n,n
s,sk,s
s,sk,s
n,nɡ,n
ɾç,ɾx,ɾx
ç,ç,x
s,ɡ,s
lx,lx,lç
s,sk,s
nɡ,nɡ,nɡ
ç,x,x
sk,sk,s
s,s,s
nç,nx,nç
s,sk,sk
s,s,sɡ
n,n,nɡ
x,x,ç
s,sk,sk
jɡ,jɡ,jɡ
sk,sk,s
s,sɡ,s
s,sk,sk
s,sk,sk
ɾç,ɾç,ɾx
sk,sk,sk
n,n,nɡ
ç,x,x
l,lɡ,lɡ
ls,ls,ls
s,s,sk
ç,x,x
ç,x,x
sk,sk,s
nɡ,n,nɡ
s,sk,s
sk,sk,s
nç,nç,nx
s,s,sk
s,s,s
s,ɡ,ɡ
s,sk,s
nɡ,n,n
s,sɡ,s
ç,x,x
n,nɡ,nɡ
s,ɡ,ɡ
s,sk,sk
nɡ,nɡ,n
s,ɡ,ɡ
s,sk,sk
n,n,nɡ
ɾç,ɾx,ɾç
ɾç,ɾç,ɾx
s,ɡ,ɡ
ns,ns,ns
,jɡ,jɡ
ɾs,ɾs,ɾs
nk,nk,nk
s,sk,sk
x,x,x
n,n,n
ç,x,ç
nç,nx,nç
s,sk,s
x,x,ç
nɡ,nɡ,n
nɡ,n,n
sk,sk,sk
s,sk,s
jɡ,jɡ,jɡ
nɡ,nɡ,nɡ
nɡ,nɡ,n
ç,x,x
nɡ,nɡ,nɡ
sk,sk,sk
s,sk,sk
sk,sk,s
n,n,n
s,sk,sk
nk,nk,nk
s,sk,s
ls,ls,ls
s,s,sk
sɡ,sɡ,sɡ
n,nɡ,nɡ
n,nɡ,n
nɡ,nɡ,nɡ
s,s,sk
n,nɡ,nɡ
s,sk,sk
n,nɡ,n
s,sk,s
s,s,s
sk,sk,s
n,n,n
s,s,s
nç,nx,nç
x,x,x
sk,sk,sk
s,sk,sk
nç,nx,nx
ç,x,x
s,ɡ,ɡ
ɾç,ɾx,ɾç
s,sk,s
x,x,x
ns,ns,ns
s,s,sk
ç,x,ç
n,n,n
s,sk,sk
sk,sk,sk
ç,x,ç
s,sk,sk
s,sk,s
s,s,s
ns,ns,ns
sk,sk,sk
s,sk,sk
sk,sk,s
sk,sk,s
sk,sk,sk
s,s,sk
s,sk,s
s,sk,s
sk,sk,s
s,sk,sk
nɡ,nɡ,nɡ
s,s,sk
sk,sk,s
lç,lx,lç
nk,nk,nk
ç,ç,x
s,ɡ,s
sk,sk,s
sk,sk,sk
nɡ,n,n
ɡ,ɡ,ɡ
n,n,nɡ
s,sk,s
s,sk,s
s,s,ɡ
nɡ,nɡ,n
ɾç,ɾç,ɾx
ɾç,ɾx,ɾx
ɡ,ɡ,ɡ
sk,sk,s
s,sk,s
n,n,n
sk,sk,sk
s,sk,s
nɡ,nɡ,nɡ
nɡ,nɡ,n
s,sk,s
nɡ,n,n
n,nɡ,n
nɡ,nɡ,n
ç,x,x
nɡ,n,n
s,sk,s
s,s,sk
n,n,nɡ
s,sk,sk
sk,sk,sk
s,sk,s
ɾs,ɾs,ɾs
s,sk,s
s,sk,sk
s,sk,sk
nɡ,nɡ,nɡ
s,sk,sk
s,sk,sk
s,s,s
nɡ,nɡ,n
s,s,s
n,nɡ,nɡ
ɾç,ɾx,ɾx
ɾç,ɾç,ɾç
s,sk,s
