src1_sf,src2_sf,tgt_sf
sk,sk,s
sk,sk,s
s,sk,sk
ɾç,ɾx,ɾç
s,sk,sk
n,nɡ,n
sk,sk,s
n,nɡ,nɡ
s,s,sk
sɡ,sɡ,sɡ
sk,sk,sk
ɾç,ɾç,ɾx
ç,ç,x
ç,x,x
l,lɡ,lɡ
s,s,sk
s,sk,sk
sk,sk,sk
nk,nk,nk
s,sɡ,sɡ
s,sk,sk
s,sk,s
s,ɡ,ɡ
ɾç,ɾx,ɾç
s,sk,s
n,nɡ,nɡ
nɡ,nɡ,nɡ
,jɡ,
s,sk,sk
nɡ,n,nɡ
sk,sk,sk
n,nɡ,nɡ
n,nɡ,nɡ
s,sk,s
nç,nx,nx
s,sk,sk
ɾs,ɾs,ɾs
s,s,sk
s,s,sk
nç,nx,nx
ç,x,ç
nɡ,n,nɡ
sk,sk,sk
ç,x,x
x,x,ç
x,x,ç
s,s,sk
ɾs,ɾs,ɾs
sk,sk,s
s,sk,sk
s,s,s
n,nɡ,nɡ
sk,sk,s
sk,sk,s
sk,sk,sk
sk,sk,s
ɾç,ɾç,ɾx
n,nɡ,nɡ
,jɡ,jɡ
ç,x,ç
s,sk,sk
s,sk,sk
ɾs,ɾs,ɾs
s,ɡ,s
,jɡ,jɡ
nɡ,n,n
sk,sk,s
,jɡ,jɡ
s,sk,sk
s,sk,sk
s,sk,s
n,n,nɡ
n,nɡ,nɡ
s,sk,sk
s,ɡ,s
n,n,nɡ
n,nɡ,nɡ
nx,nx,nx
sk,sk,s
s,sk,sk
ɡ,ɡ,s
s,sk,sk
ç,x,ç
ɾç,ɾx,ɾç
s,sk,sk
s,s,sk
nɡ,nɡ,n
nɡ,n,nɡ
sk,sk,sk
s,sk,s
s,sk,s
s,s,sk
ɾç,ɾx,ɾx
sk,sk,s
nɡ,n,nɡ
s,sk,sk
nɡ,n,n
s,sk,sk
nɡ,n,nɡ
nk,nk,nk
nɡ,nɡ,n
sk,sk,s
nx,nx,nç
n,nɡ,nɡ
n,n,nɡ
s,ɡ,s
s,s,sk
ç,x,ç
sk,sk,sk
sk,sk,s
nɡ,n,nɡ
n,nɡ,nɡ
