src1_sf,src2_sf,tgt_sf
s,sk,sk
sk,sk,sk
s,sk,s
s,sk,s
s,sk,s
s,s,s
nɡ,nɡ,nɡ
nɡ,nɡ,n
sk,sk,sk
n,nɡ,n
x,x,x
,jɡ,jɡ
x,x,ç
s,sk,sk
sk,sk,s
s,sk,s
s,sk,sk
n,nɡ,n
sk,sk,sk
s,sk,sk
sk,sk,s
sk,sk,s
,jɡ,jɡ
nɡ,nɡ,n
nç,nx,nx
ɾs,ɾs,ɾs
ɾs,ɾs,ɾs
s,sk,sk
s,sk,sk
x,x,x
ɾs,ɾs,ɾs
sk,sk,s
sk,sk,sk
ɾç,ɾx,ɾç
s,sk,sk
s,s,s
s,s,s
nx,nx,nç
nɡ,nɡ,nɡ
x,x,ç
s,s,s
n,n,n
n,nɡ,n
ɾx,ɾx,ɾx
s,s,sk
n,nɡ,nɡ
s,sk,s
ɾç,ɾx,ɾç
ç,x,ç
s,sk,s
ɾx,ɾx,ɾç
x,x,x
ɾs,ɾs,ɾs
ɾs,ɾs,ɾs
s,sɡ,sɡ
sk,sk,sk
s,s,s
s,sk,sk
s,sk,s
nɡ,nɡ,nɡ
s,sɡ,s
s,s,sk
nɡ,n,n
s,sk,s
s,sk,sk
sk,sk,sk
s,s,s
sk,sk,s
ç,x,x
s,sk,sk
nɡ,nɡ,n
ɾç,ɾx,ɾx
sk,sk,s
,jɡ,
x,x,x
s,sk,s
s,sk,sk
nɡ,nɡ,n
nɡ,n,n
s,sk,s
n,nɡ,n
sk,sk,sk
nɡ,nɡ,n
nk,nk,nk
s,s,s
ɾs,ɾs,ɾs
nɡ,n,nɡ
ɾs,ɾs,ɾs
nɡ,nɡ,n
s,sk,sk
ɡ,ɡ,ɡ
ɡ,ɡ,ɡ
nɡ,nɡ,nɡ
s,sk,s
n,n,nɡ
s,sk,s
nç,nx,nx
sk,sk,s
n,nɡ,n
nɡ,nɡ,nɡ
ɾs,ɾs,ɾs
ɾs,ɾs,ɾs
s,sk,sk
nk,nk,nk
s,sk,s
s,sk,sk
ɾx,ɾx,ɾç
sk,sk,sk
ç,ç,ç
lç,lx,lx
s,sk,sk
s,sk,sk
s,sk,sk
nç,nx,nx
s,sk,sk
s,sk,sk
s,ɡ,ɡ
s,s,s
n,nɡ,n
