src1_sf,src2_sf,tgt_sf
s,s,s
nɡ,n,nɡ
,,
sɡ,sɡ,sɡ
ɡ,ɡ,s
lɡ,l,l
s,sk,s
s,sk,sk
s,s,sk
jɡ,jɡ,
x,x,ç
nɡ,nɡ,n
lç,lx,lx
sk,sk,s
sk,sk,sk
s,s,s
sk,sk,sk
s,sk,sk
s,s,s
l,lɡ,l
x,x,x
nx,nx,nx
nɡ,n,n
sk,sk,s
s,sk,s
sk,sk,s
sk,sk,s
s,sk,sk
s,sɡ,s
ɾs,ɾs,ɾs
sk,sk,sk
ç,x,x
sk,sk,s
n,nɡ,nɡ
nɡ,nɡ,nɡ
jɡ,jɡ,jɡ
s,sk,sk
s,sk,sk
s,sk,sk
s,sk,sk
nx,nx,nx
s,s,s
n,n,nɡ
s,s,sk
s,s,s
sk,sk,s
s,s,s
s,sk,sk
ç,ç,ç
lx,lx,lx
lx,lx,lç
s,s,s
sk,sk,sk
n,n,nɡ
nɡ,n,nɡ
,jɡ,
x,x,x
,jɡ,jɡ
nɡ,n,nɡ
s,sk,sk
s,s,s
ɾx,ɾx,ɾç
sk,sk,s
nx,nx,nx
sk,sk,sk
nç,nx,nç
nx,nx,nx
jɡ,jɡ,jɡ
sk,sk,s
s,sk,sk
sk,sk,s
s,s,sk
s,sk,s
sk,sk,s
n,nɡ,n
n,n,n
nç,nx,nx
sk,sk,s
sk,sk,sk
s,sk,sk
jɡ,jɡ,jɡ
nɡ,n,n
s,sk,sk
sk,sk,sk
nç,nx,nç
nɡ,n,nɡ
jɡ,jɡ,jɡ
s,ɡ,ɡ
s,sk,sk
s,sk,sk
n,nɡ,n
s,s,s
s,sk,sk
s,sk,sk
s,sk,s
nɡ,n,nɡ
s,sk,sk
sk,sk,s
ç,ç,x
nɡ,n,n
nɡ,nɡ,nɡ
nɡ,n,n
sk,sk,s
s,sk,s
sk,sk,s
nɡ,n,nɡ
ç,x,ç
ç,x,ç
s,sk,sk
sk,sk,sk
s,sk,sk
x,x,ç
n,n,n
s,sk,sk
nɡ,nɡ,n
sk,sk,s
sk,sk,sk
sk,sk,s
n,nɡ,nɡ
s,sk,s
nɡ,nɡ,n
ɾx,ɾx,ɾç
sk,sk,sk
sk,sk,sk
ç,x,ç
jɡ,jɡ,
s,sk,sk
sk,sk,sk
nɡ,nɡ,nɡ
n,nɡ,n
nx,nx,nx
s,sk,s
x,x,ç
s,sk,sk
,jɡ,
n,nɡ,n
ɡ,ɡ,ɡ
sk,sk,s
s,s,sk
n,n,nɡ
n,nɡ,nɡ
ç,x,ç
n,nɡ,nɡ
s,sk,sk
,,jɡ
sk,sk,s
nx,nx,nç
x,x,x
s,sk,sk
ɾç,ɾx,ɾç
sk,sk,s
nɡ,nɡ,nɡ
nx,nx,nx
sk,sk,s
sk,sk,s
,jɡ,jɡ
ç,x,x
sk,sk,s
s,s,s
x,x,ç
s,sk,sk
,jɡ,jɡ
nɡ,nɡ,nɡ
,,jɡ
sk,sk,sk
nɡ,nɡ,n
s,sk,sk
s,sk,s
s,sk,s
ç,x,ç
s,s,sk
s,sk,sk
s,s,sk
nɡ,n,n
sk,sk,s
sk,sk,s
sk,sk,sk
ç,x,x
n,nɡ,n
sk,sk,sk
s,sk,s
jɡ,jɡ,
sk,sk,s
s,sk,sk
s,sk,s
lç,lx,lx
lɡ,lɡ,lɡ
s,sk,sk
nç,nx,nx
n,nɡ,nɡ
ɾx,ɾx,ɾç
s,sk,sk
s,sk,s
x,x,x
nɡ,n,nɡ
ç,x,ç
x,x,ç
s,sk,sk
nx,nx,nx
s,sk,s
x,x,ç
,,jɡ
s,sk,s
sk,sk,sk
s,s,sk
x,x,x
nɡ,nɡ,nɡ
sk,sk,s
ç,ç,ç
ç,x,x
ɡ,ɡ,s
s,sk,sk
s,s,s
ɾx,ɾx,ɾx
sk,sk,s
s,sk,sk
jɡ,jɡ,jɡ
s,sk,sk
sk,sk,sk
s,sk,s
ɡ,ɡ,ɡ
s,sk,s
sk,sk,sk
s,sk,sk
jɡ,jɡ,jɡ
x,x,x
n,nɡ,nɡ
sk,sk,sk
sk,sk,sk
s,sk,sk
s,sk,sk
l,lɡ,lɡ
s,sk,sk
ç,x,ç
s,sk,sk
s,sk,sk
sk,sk,s
s,s,sk
,jɡ,jɡ
nɡ,nɡ,nɡ
nɡ,n,nɡ
jɡ,jɡ,
s,sk,sk
ç,x,ç
sk,sk,s
ç,x,x
ç,x,ç
,jɡ,jɡ
nɡ,nɡ,n
ç,ç,x
,,jɡ
sɡ,s,s
lç,lx,lx
sk,sk,sk
sk,sk,sk
s,ɡ,s
x,x,x
s,sk,sk
nɡ,n,nɡ
nɡ,nɡ,n
lç,lx,lx
s,sk,sk
nɡ,n,nɡ
ɡ,ɡ,ɡ
nç,nx,nç
n,n,nɡ
s,sk,s
,,jɡ
s,sk,s
sk,sk,s
nɡ,nɡ,nɡ
nɡ,nɡ,nɡ
ç,x,x
s,sk,sk
s,sk,sk
s,sk,sk
ç,x,x
s,s,sk
ç,x,x
lç,lç,lx
s,sk,s
s,sk,sk
s,sk,sk
s,sk,sk
s,s,s
sk,sk,s
nɡ,n,n
nɡ,n,nɡ
sk,sk,sk
sk,sk,sk
ç,x,x
sk,sk,sk
s,sk,s
s,sk,sk
,jɡ,
sk,sk,sk
s,s,s
x,x,x
ns,ns,ns
n,nɡ,nɡ
nɡ,nɡ,n
s,sk,sk
nɡ,nɡ,n
s,sk,sk
s,sk,sk
n,nɡ,n
s,sk,s
s,sk,sk
s,ɡ,ɡ
,,jɡ
l,l,lɡ
s,sk,s
lç,lç,lç
sɡ,s,s
sk,sk,s
nɡ,nɡ,nɡ
ç,x,ç
nɡ,nɡ,n
x,x,x
sɡ,sɡ,sɡ
n,nɡ,n
n,nɡ,nɡ
s,ɡ,ɡ
nɡ,nɡ,n
n,n,nɡ
sk,sk,sk
s,sk,s
nɡ,n,nɡ
lç,lx,lx
n,nɡ,n
ç,x,ç
s,sk,s
sk,sk,s
s,s,sk
nɡ,n,nɡ
s,sk,sk
s,sk,sk
ç,x,x
nɡ,nɡ,n
nɡ,nɡ,n
s,s,s
nɡ,nɡ,nɡ
n,nɡ,n
nç,nx,nx
sk,sk,sk
n,nɡ,nɡ
s,sk,s
sk,sk,sk
sk,sk,s
s,sk,sk
,,jɡ
sk,sk,s
n,nɡ,n
n,nɡ,nɡ
s,s,sk
sk,sk,sk
s,s,sk
ç,x,x
x,x,ç
s,ɡ,ɡ
,jɡ,jɡ
s,s,s
,,jɡ
sk,sk,s
n,nɡ,nɡ
ç,ç,x
nɡ,n,nɡ
s,sk,s
lɡ,lɡ,lɡ
n,n,nɡ
s,sk,s
ç,ç,x
nç,nx,nç
s,s,sk
sk,sk,sk
sk,sk,sk
ç,x,x
sk,sk,s
nɡ,nɡ,nɡ
sk,sk,s
n,n,n
s,sk,s
s,sk,sk
sk,sk,sk
ɾs,ɾs,ɾs
n,nɡ,nɡ
s,s,s
s,s,sk
jɡ,jɡ,jɡ
s,sk,sk
nɡ,nɡ,nɡ
sk,sk,sk
lç,lx,lx
n,n,n
s,sk,sk
s,sk,s
ɡ,ɡ,ɡ
nç,nx,nç
s,sk,sk
sk,sk,sk
,jɡ,jɡ
s,s,s
s,s,s
s,s,sk
sk,sk,s
sk,sk,sk
n,n,nɡ
s,s,sk
nɡ,nɡ,nɡ
s,sk,s
s,s,sk
lç,lx,lç
s,s,s
sk,sk,s
s,s,sk
,jɡ,jɡ
s,sk,s
s,sk,s
s,s,sk
nɡ,nɡ,nɡ
nɡ,n,nɡ
s,sk,sk
ns,ns,ns
nɡ,n,n
sk,sk,sk
nɡ,nɡ,nɡ
s,sk,sk
ɾç,ɾx,ɾç
s,s,sk
,,jɡ
s,s,s
s,sk,sk
nɡ,n,n
s,s,sk
sk,sk,sk
sk,sk,s
sk,sk,s
nɡ,n,nɡ
lç,lç,lç
s,sk,sk
s,sk,sk
n,nɡ,nɡ
nɡ,nɡ,nɡ
nɡ,nɡ,nɡ
x,x,x
n,nɡ,nɡ
n,n,nɡ
sɡ,sɡ,sɡ
n,nɡ,nɡ
sk,sk,s
sk,sk,sk
nɡ,nɡ,nɡ
nɡ,n,n
s,s,sk
nɡ,n,nɡ
lɡ,l,lɡ
s,sk,sk
sk,sk,s
sk,sk,sk
s,s,sk
s,sk,sk
s,sk,sk
s,s,sk
s,s,sk
s,sk,sk
sk,sk,sk
s,sk,sk
s,sk,sk
x,x,x
nɡ,nɡ,nɡ
n,nɡ,nɡ
lx,lx,lç
sk,sk,s
s,sk,sk
ɾx,ɾx,ɾç
sk,sk,sk
s,sk,s
nç,nx,nx
sk,sk,s
s,sk,s
sk,sk,sk
nɡ,nɡ,n
s,sk,s
s,sk,sk
s,sk,sk
lx,lx,lç
nɡ,nɡ,n
s,s,s
nɡ,nɡ,n
s,s,s
sk,sk,s
nɡ,n,nɡ
n,n,nɡ
s,s,sk
s,sk,sk
ç,x,x
sk,sk,sk
s,sk,sk
x,x,ç
jɡ,jɡ,jɡ
s,s,s
ç,x,x
s,sk,sk
sk,sk,s
nɡ,nɡ,n
sk,sk,s
s,sk,s
sk,sk,sk
nɡ,n,nɡ
n,n,nɡ
nɡ,n,n
s,sk,s
s,sk,sk
s,sk,sk
s,sɡ,s
lx,lx,lx
s,sk,sk
s,sk,s
sk,sk,s
s,s,sk
s,s,s
n,n,nɡ
ç,x,x
lx,lx,lç
s,sk,sk
x,x,x
,jɡ,jɡ
s,sk,s
ɾs,ɾs,ɾs
n,nɡ,nɡ
s,sk,s
s,sk,sk
s,sk,s
sk,sk,sk
x,x,ç
,jɡ,jɡ
n,nɡ,nɡ
sk,sk,sk
s,sk,sk
s,sk,sk
s,s,s
nɡ,n,nɡ
s,sk,s
n,n,nɡ
s,sk,sk
