src1_sf,src2_sf,tgt_sf
sk,sk,s
s,sk,sk
ɾs,ɾs,ɾs
s,ɡ,s
s,sk,sk
nk,nk,nk
ç,x,x
sk,sk,sk
nɡ,nɡ,nɡ
s,sk,s
s,sk,s
x,x,x
jɡ,jɡ,
ç,ç,ç
s,sk,s
s,sk,s
s,sk,sk
s,sk,s
s,sk,sk
jɡ,jɡ,jɡ
s,sk,sk
nɡ,nɡ,n
ç,x,x
s,s,s
nk,nk,nk
s,sk,s
s,ɡ,s
jɡ,jɡ,
s,ɡ,ɡ
n,n,nɡ
ɾs,ɾs,ɾs
lç,lx,lx
nɡ,nɡ,nɡ
ç,ç,ç
s,sk,sk
s,sk,s
,,
ɾs,ɾs,ɾs
nk,nk,nk
ɾs,ɾs,ɾs
s,s,s
s,sk,sk
n,n,n
s,sk,sk
,jɡ,jɡ
ç,x,ç
n,nɡ,nɡ
ç,x,ç
,jɡ,
ç,x,ç
s,sk,s
s,sk,sk
s,s,s
sk,sk,s
ç,x,ç
ç,x,ç
ç,ç,x
lç,lx,lç
ɡ,ɡ,ɡ
nɡ,n,n
s,s,sk
sk,sk,s
x,x,ç
nɡ,n,nɡ
s,sk,sk
nɡ,n,nɡ
ɾs,ɾs,ɾs
nɡ,n,nɡ
nk,nk,nk
sk,sk,sk
,jɡ,jɡ
s,sk,sk
s,sk,sk
s,sk,sk
s,s,sk
s,sk,sk
x,x,x
s,sk,sk
s,s,sk
,jɡ,jɡ
x,x,ç
s,s,sk
nk,nk,nk
s,sk,sk
sk,sk,s
n,n,nɡ
jɡ,jɡ,
x,x,ç
s,sk,sk
s,sk,s
nɡ,n,n
s,sk,s
,jɡ,jɡ
s,s,sk
s,sk,sk
lç,lx,lx
ç,x,x
,,
sk,sk,s
ç,x,ç
s,sk,s
x,x,x
s,sk,s
nɡ,nɡ,n
s,sk,s
s,sk,sk
ɾs,ɾs,ɾs
s,sk,s
ç,x,x
ç,x,x
ç,ç,x
ç,x,x
,jɡ,jɡ
sk,sk,s
s,sk,s
ɾs,ɾs,ɾs
s,s,ɡ
jɡ,jɡ,jɡ
nɡ,nɡ,nɡ
x,x,x
x,x,x
ç,x,ç
ç,ç,x
s,sk,sk
nk,nk,nk
x,x,ç
ç,x,x
lç,lx,lç
lç,lç,lç
lç,lx,lx
n,nɡ,n
s,sk,sk
,jɡ,jɡ
ɡ,ɡ,s
s,sk,sk
nk,nk,nk
ç,x,ç
x,x,x
ɾs,ɾs,ɾs
ç,x,x
s,ɡ,ɡ
nk,nk,nk
s,ɡ,ɡ
s,sk,s
nɡ,nɡ,nɡ
ç,ç,x
ɾs,ɾs,ɾs
x,x,x
s,sk,sk
sk,sk,sk
ç,x,x
sk,sk,s
ç,ç,ç
nɡ,nɡ,n
s,s,s
,,
ç,x,x
sk,sk,s
s,s,sk
s,s,sk
s,sk,sk
s,sk,sk
s,sk,sk
x,x,x
s,sk,sk
lç,lç,lx
sk,sk,s
ɾs,ɾs,ɾs
sk,sk,s
s,s,s
ç,ç,ç
sk,sk,s
ç,x,ç
sk,sk,sk
s,sk,sk
nk,nk,nk
s,s,sk
s,sk,sk
s,sk,sk
sk,sk,sk
s,sk,sk
nɡ,nɡ,n
s,sk,s
n,n,nɡ
jɡ,jɡ,jɡ
sk,sk,sk
sk,sk,s
s,sk,sk
n,n,nɡ
s,sk,s
s,sk,s
s,sk,sk
sk,sk,sk
,jɡ,
n,nɡ,nɡ
s,sk,sk
s,sk,s
s,sk,sk
,,jɡ
s,s,sk
s,ɡ,ɡ
s,s,sk
ɾs,ɾs,ɾs
s,sk,sk
x,x,x
