src1_sf,src2_sf,tgt_sf
s,sk,sk
x,x,x
sk,sk,sk
s,sk,s
ç,ç,x
ç,x,x
s,ɡ,s
n,nɡ,nɡ
s,s,sk
s,s,s
s,sk,s
s,sk,sk
s,sk,s
ɡ,ɡ,s
s,sk,sk
n,nɡ,nɡ
nɡ,n,n
ɾs,ɾs,ɾs
s,sk,s
s,sk,sk
sk,sk,sk
nç,nç,nç
nç,nç,nx
ɡ,ɡ,s
nɡ,nɡ,n
sk,sk,sk
sk,sk,sk
s,sk,sk
lɡ,lɡ,l
nɡ,nɡ,n
ɾx,ɾx,ɾx
sk,sk,sk
sk,sk,s
s,s,sk
nɡ,nɡ,nɡ
sk,sk,s
ɾx,ɾx,ɾç
,jɡ,
s,s,s
s,s,s
s,sk,s
s,s,s
sk,sk,sk
s,sk,sk
s,s,sk
sk,sk,s
s,s,sk
sk,sk,sk
s,sk,sk
nɡ,nɡ,n
s,sk,s
sk,sk,sk
n,nɡ,nɡ
n,nɡ,n
s,sk,s
sk,sk,s
sk,sk,s
ɡ,ɡ,ɡ
s,sk,sk
sk,sk,sk
ç,x,x
nɡ,n,n
sk,sk,s
s,sk,sk
sk,sk,s
nç,nx,nç
x,x,x
n,nɡ,nɡ
nɡ,n,nɡ
s,sk,s
s,sk,s
s,sk,sk
ɾx,ɾx,ɾx
nɡ,nɡ,nɡ
,,jɡ
s,ɡ,ɡ
s,sk,s
s,sk,s
sk,sk,sk
n,n,n
nɡ,nɡ,nɡ
nɡ,n,n
sk,sk,s
ɾs,ɾs,ɾs
s,s,s
n,n,n
s,sk,s
n,nɡ,nɡ
s,ɡ,ɡ
n,nɡ,nɡ
s,sk,s
s,s,sk
s,sk,sk
s,sk,s
nɡ,nɡ,nɡ
nç,nç,nx
,jɡ,
sk,sk,sk
,jɡ,jɡ
sk,sk,sk
x,x,x
s,sk,sk
jɡ,jɡ,
s,sk,s
,jɡ,
s,sk,s
n,nɡ,n
s,ɡ,s
s,sk,sk
s,s,s
nç,nx,nx
ɾs,ɾs,ɾs
sk,sk,s
lɡ,lɡ,l
n,nɡ,n
n,n,nɡ
s,ɡ,ɡ
x,x,ç
sk,sk,sk
sk,sk,s
s,ɡ,ɡ
n,nɡ,nɡ
