src1_sf,src2_sf,tgt_sf
s,sk,s
nk,nk,nk
n,nɡ,nɡ
sk,sk,sk
x,x,x
nk,nk,nk
nɡ,nɡ,n
s,sk,sk
s,sk,sk
nç,nx,nç
sk,sk,sk
s,sk,s
n,nɡ,nɡ
s,sk,s
s,sk,sk
lç,lç,lx
sk,sk,sk
nɡ,nɡ,n
s,sk,sk
sk,sk,sk
l,lɡ,l
ɾs,ɾs,ɾs
x,x,x
ɾs,ɾs,ɾs
s,sk,sk
l,lɡ,lɡ
n,nɡ,nɡ
s,sk,s
s,sk,sk
nɡ,nɡ,n
sk,sk,s
s,sk,sk
s,sk,sk
ç,x,x
s,ɡ,ɡ
,,jɡ
ns,ns,ns
n,n,n
sk,sk,s
nx,nx,nx
ç,x,ç
s,sk,s
sk,sk,sk
sk,sk,s
x,x,ç
nɡ,n,n
sk,sk,sk
nɡ,n,nɡ
s,sk,sk
x,x,x
sk,sk,s
s,sk,s
s,s,s
s,sk,s
nɡ,nɡ,n
sk,sk,sk
nɡ,nɡ,n
s,sk,s
s,sk,s
sk,sk,s
ns,ns,ns
sk,sk,s
n,n,nɡ
s,s,s
s,s,sk
s,sk,sk
s,sk,sk
s,sk,sk
sk,sk,s
s,sk,sk
,jɡ,jɡ
sk,sk,sk
s,sk,s
s,s,s
sk,sk,sk
s,s,ɡ
n,nɡ,n
ɾs,ɾs,ɾs
sk,sk,s
s,sk,s
sk,sk,sk
ç,x,ç
s,sk,s
s,s,sk
ç,x,x
nɡ,nɡ,nɡ
s,sk,s
lɡ,lɡ,lɡ
n,nɡ,n
s,sk,sk
sk,sk,s
ɾs,ɾs,ɾs
s,s,sk
nɡ,nɡ,nɡ
n,nɡ,nɡ
nç,nx,nx
s,sk,sk
nx,nx,nç
nɡ,nɡ,nɡ
s,sk,s
ɾs,ɾs,ɾs
ç,x,x
x,x,x
nɡ,nɡ,nɡ
sk,sk,s
sk,sk,s
s,ɡ,ɡ
x,x,x
nɡ,n,n
nɡ,nɡ,nɡ
ç,x,x
jɡ,jɡ,jɡ
s,sk,s
nɡ,n,nɡ
s,sk,sk
s,sk,sk
ç,x,x
s,sk,sk
s,sk,sk
nx,nx,nç
s,s,sk
nɡ,nɡ,nɡ
ç,x,x
ç,x,ç
x,x,x
ls,ls,ls
sk,sk,sk
k,k,k
sk,sk,s
s,sk,s
nk,nk,nk
s,sk,sk
sk,sk,sk
s,sk,s
sk,sk,sk
s,s,s
nç,nx,nç
n,n,nɡ
nɡ,nɡ,nɡ
nç,nx,nç
s,sk,sk
x,x,x
nç,nx,nç
nɡ,n,nɡ
s,sk,s
s,sk,sk
sk,sk,sk
ns,ns,ns
,jɡ,jɡ
s,sk,s
n,nɡ,nɡ
ns,ns,ns
s,sk,sk
s,s,s
,jɡ,jɡ
sk,sk,s
nɡ,nɡ,nɡ
l,lɡ,lɡ
x,x,ç
nk,nk,nk
sk,sk,s
ɾç,ɾç,ɾç
s,ɡ,s
s,sk,s
x,x,x
s,sk,sk
ç,x,x
nk,nk,nk
s,s,s
s,sk,s
s,sk,sk
x,x,x
s,sk,sk
s,s,s
s,sk,s
ɾs,ɾs,ɾs
s,ɡ,ɡ
s,s,sk
k,k,k
nk,nk,nk
n,nɡ,nɡ
nç,nx,nx
s,sk,sk
n,nɡ,nɡ
s,sk,s
nɡ,nɡ,nɡ
nɡ,n,n
s,sk,s
s,sk,s
jɡ,jɡ,
s,sk,sk
s,sk,sk
ns,ns,ns
ç,x,x
s,s,s
nx,nx,nx
s,s,s
ç,x,x
n,nɡ,nɡ
s,s,sk
sk,sk,s
sk,sk,sk
n,nɡ,nɡ
,jɡ,
s,s,s
sk,sk,s
n,n,nɡ
l,lɡ,lɡ
nɡ,nɡ,nɡ
x,x,ç
x,x,x
n,n,nɡ
sk,sk,s
ns,ns,ns
sk,sk,sk
nɡ,nɡ,n
ç,x,ç
s,sk,s
nç,nç,nx
nɡ,n,nɡ
nx,nx,nç
s,sk,sk
s,sk,sk
s,sk,sk
s,sk,sk
sk,sk,sk
sk,sk,s
s,sɡ,sɡ
s,sk,sk
s,sk,sk
n,nɡ,nɡ
ç,x,ç
n,nɡ,nɡ
s,ɡ,ɡ
nɡ,nɡ,n
s,ɡ,ɡ
s,sk,sk
s,s,s
b,p,p
s,sk,sk
sk,sk,s
s,sk,sk
sk,sk,sk
sk,sk,s
nɡ,n,nɡ
x,x,x
sk,sk,sk
s,sk,s
sk,sk,s
s,sk,sk
s,sk,sk
b,p,p
,jɡ,
s,sk,sk
nx,nx,nx
s,ɡ,s
s,s,sk
s,ɡ,s
s,s,sk
sk,sk,sk
ç,x,x
ɾs,ɾs,ɾs
s,s,s
ɡ,ɡ,s
n,n,n
jɡ,jɡ,jɡ
s,sk,s
s,s,sk
s,sk,s
s,sk,sk
k,k,k
nç,nx,nç
s,sk,s
sk,sk,s
nx,nx,nç
n,n,n
n,nɡ,nɡ
n,nɡ,nɡ
s,sk,sk
ɾç,ɾç,ɾç
sk,sk,s
s,s,sk
ç,x,x
s,s,sk
s,s,s
s,sk,sk
ç,x,x
ɾs,ɾs,ɾs
sk,sk,s
s,s,s
s,sk,sk
nɡ,n,nɡ
n,nɡ,n
jɡ,jɡ,jɡ
s,s,s
s,sk,s
lç,lx,lx
s,sk,sk
n,nɡ,nɡ
s,sk,sk
nç,nx,nç
nɡ,nɡ,nɡ
sk,sk,sk
sk,sk,s
sk,sk,s
x,x,x
sk,sk,sk
sk,sk,sk
s,sk,sk
nç,nç,nç
nɡ,nɡ,nɡ
sk,sk,sk
s,ɡ,s
s,sk,sk
s,sk,sk
s,sk,s
nɡ,n,n
ç,x,x
ɾç,ɾx,ɾx
s,s,s
sk,sk,s
ç,x,x
s,s,sk
n,nɡ,nɡ
s,s,s
s,sk,s
s,sk,sk
n,n,n
s,sk,sk
sk,sk,s
s,s,sk
nɡ,nɡ,nɡ
s,sk,s
x,x,ç
ns,ns,ns
sk,sk,s
lx,lx,lx
s,s,s
s,s,s
s,ɡ,ɡ
n,n,nɡ
s,s,s
l,lɡ,lɡ
sk,sk,sk
s,sk,sk
s,ɡ,s
x,x,x
n,nɡ,n
sk,sk,sk
nɡ,n,nɡ
s,sk,s
nɡ,nɡ,nɡ
nɡ,nɡ,nɡ
n,n,nɡ
s,sk,sk
s,sk,sk
n,nɡ,nɡ
nɡ,n,nɡ
sk,sk,sk
s,sk,sk
s,s,s
sk,sk,sk
sk,sk,sk
sk,sk,sk
ɡ,ɡ,ɡ
x,x,x
sk,sk,sk
jɡ,jɡ,jɡ
ɾs,ɾs,ɾs
n,nɡ,nɡ
sk,sk,s
s,s,sk
ɡ,ɡ,ɡ
ɡ,ɡ,s
nɡ,nɡ,n
s,sk,sk
n,nɡ,nɡ
nɡ,n,nɡ
n,n,n
nɡ,nɡ,nɡ
s,s,s
sk,sk,s
ɾç,ɾx,ɾx
n,n,nɡ
nɡ,n,nɡ
ɾç,ɾx,ɾx
sk,sk,sk
x,x,ç
n,n,nɡ
n,nɡ,nɡ
s,sk,s
sk,sk,s
s,sk,s
sk,sk,sk
n,nɡ,nɡ
s,sk,s
sk,sk,sk
ns,ns,ns
sk,sk,s
n,n,nɡ
s,s,sk
s,s,sk
s,sk,s
sɡ,sɡ,sɡ
n,n,nɡ
s,sk,sk
ɾs,ɾs,ɾs
ç,x,x
sk,sk,sk
s,s,s
s,sk,sk
s,sk,s
nç,nx,nç
s,sɡ,s
,jɡ,
sk,sk,sk
n,nɡ,nɡ
sk,sk,sk
s,sk,sk
nɡ,nɡ,n
nç,nx,nç
s,sk,sk
s,sk,sk
sk,sk,s
ns,ns,ns
s,s,sk
nɡ,nɡ,nɡ
lɡ,l,l
ɡ,ɡ,s
n,nɡ,nɡ
s,sk,sk
nɡ,nɡ,n
nç,nç,nx
s,s,sk
s,sk,s
ç,x,ç
nɡ,n,nɡ
nç,nx,nç
n,nɡ,n
x,x,ç
s,ɡ,s
x,x,ç
s,sk,s
sk,sk,s
s,sk,sk
n,n,n
ç,x,ç
nɡ,n,nɡ
n,nɡ,n
sk,sk,s
nɡ,nɡ,nɡ
ɾs,ɾs,ɾs
sk,sk,s
s,ɡ,ɡ
s,s,sk
ɾs,ɾs,ɾs
,jɡ,
s,sk,sk
s,ɡ,ɡ
jɡ,jɡ,
x,x,x
x,x,ç
ɡ,ɡ,ɡ
nɡ,nɡ,n
nɡ,n,nɡ
n,nɡ,n
nk,nk,nk
s,sk,sk
nɡ,nɡ,nɡ
s,sk,sk
ɾç,ɾx,ɾx
x,x,x
s,sk,sk
sk,sk,s
ç,x,x
lx,lx,lx
ɾx,ɾx,ɾx
nɡ,nɡ,n
sk,sk,s
s,sk,s
ç,x,x
lç,lç,lç
s,sk,s
,jɡ,jɡ
s,sk,s
s,sk,sk
s,sk,sk
s,ɡ,s
s,sk,s
ɾç,ɾx,ɾx
ɡ,ɡ,s
s,ɡ,ɡ
sk,sk,sk
sk,sk,sk
nç,nx,nx
ç,x,ç
s,sk,s
s,sk,s
l,l,lɡ
s,sk,s
s,sk,sk
ç,ç,ç
nɡ,nɡ,n
s,ɡ,ɡ
n,nɡ,nɡ
n,n,nɡ
nɡ,nɡ,nɡ
s,sk,s
n,n,nɡ
ɾç,ɾx,ɾç
ɾç,ɾx,ɾç
s,sk,sk
s,sk,sk
s,sk,sk
n,nɡ,nɡ
nɡ,n,nɡ
n,nɡ,n
sk,sk,sk
s,sk,s
n,nɡ,nɡ
sk,sk,s
ɡ,ɡ,s
s,s,sk
ɡ,ɡ,s
sk,sk,sk
s,sk,s
n,n,n
sk,sk,s
sk,sk,sk
s,sk,sk
sk,sk,sk
s,sk,s
nɡ,nɡ,nɡ
nɡ,n,n
sk,sk,sk
ɾç,ɾx,ɾç
s,sk,sk
s,ɡ,s
s,sk,s
s,sk,s
s,s,sk
sk,sk,s
lç,lx,lç
x,x,ç
ç,x,x
x,x,ç
s,sk,sk
n,nɡ,nɡ
n,nɡ,n
x,x,ç
sk,sk,s
n,nɡ,n
ç,x,ç
s,sk,sk
n,n,nɡ
