src1_sf,src2_sf,tgt_sf
s,sk,sk
x,x,x
n,n,nɡ
ç,x,ç
s,sk,sk
s,sk,sk
sk,sk,s
sk,sk,s
nɡ,nɡ,nɡ
n,n,nɡ
sk,sk,sk
nɡ,n,nɡ
sk,sk,sk
n,nɡ,n
s,s,sk
s,sk,s
s,sk,s
nɡ,n,n
sk,sk,s
s,sk,s
s,sk,sk
s,sk,sk
nɡ,n,nɡ
sk,sk,s
s,sk,s
sk,sk,sk
nɡ,nɡ,nɡ
x,x,x
nɡ,nɡ,nɡ
sk,sk,s
ç,x,x
s,sk,sk
s,sk,sk
s,sk,sk
s,s,sk
,jɡ,jɡ
sk,sk,s
s,sk,s
ɾç,ɾç,ɾx
s,sk,sk
nɡ,n,n
sk,sk,s
nɡ,nɡ,nɡ
nɡ,nɡ,nɡ
sk,sk,sk
s,sk,s
s,s,sk
s,sk,sk
sk,sk,sk
s,sk,sk
x,x,ç
s,sk,sk
s,sk,sk
s,sk,s
ɾç,ɾx,ɾx
ç,x,ç
s,s,s
nɡ,nɡ,nɡ
nɡ,n,nɡ
s,sk,s
n,n,n
sk,sk,sk
s,s,s
s,sk,sk
sk,sk,sk
,,jɡ
nɡ,nɡ,n
sk,sk,sk
sk,sk,s
s,sk,sk
s,s,sk
s,s,s
sk,sk,sk
sk,sk,s
x,x,ç
s,sk,sk
nɡ,nɡ,n
sk,sk,sk
s,sk,sk
ç,x,ç
s,s,s
n,n,nɡ
sk,sk,sk
,jɡ,jɡ
sk,sk,s
sk,sk,s
sk,sk,sk
s,s,s
sk,sk,sk
ç,ç,x
nɡ,n,nɡ
s,sk,sk
sk,sk,s
nɡ,nɡ,n
s,s,s
n,n,n
sk,sk,s
s,sk,sk
s,s,s
s,sk,s
sk,sk,sk
s,sk,sk
ɾç,ɾç,ɾx
,jɡ,jɡ
lç,lç,lx
sk,sk,sk
sk,sk,sk
s,ɡ,s
s,s,sk
s,sk,sk
sk,sk,sk
s,sk,sk
ç,x,ç
sk,sk,sk
s,sk,sk
n,nɡ,n
lx,lx,lx
sk,sk,sk
s,s,sk
sk,sk,sk
x,x,x
sk,sk,sk
ç,x,ç
sk,sk,sk
nx,nx,nx
s,sk,sk
s,s,s
ç,x,x
x,x,x
