condition,run,model,triples_seen_in_training,test_frequency,training_frequency
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'n', 'n')",122,253
90L_10NL,3,90L_10NL_3_2,"('n', 'n', 'n')",122,253
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'n', 'n')",122,253
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('n', 'n', 'n')",122,253
90L_10NL,3,90L_10NL_3_2,"('n', 'n', 'n')",122,253
90L_10NL,3,90L_10NL_3_2,"('n', 'n', 'n')",122,253
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'n')",234,715
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'n')",474,961
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'nɡ')",311,1043
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'nɡ')",311,1043
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'nɡ')",311,1043
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'nɡ')",311,1043
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'nɡ')",311,1043
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'nɡ')",311,1043
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'nɡ')",311,1043
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'nɡ')",311,1043
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'nɡ')",311,1043
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'nɡ')",311,1043
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'nɡ')",311,1043
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'nɡ')",311,1043
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'nɡ')",311,1043
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'nɡ')",311,1043
90L_10NL,3,90L_10NL_3_2,"('n', 'nɡ', 'nɡ')",311,1043
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'nɡ')",377,937
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'nɡ')",377,937
90L_10NL,3,90L_10NL_3_2,"('nɡ', 'nɡ', 'nɡ')",377,937
