condition,run,model,triples_seen_in_training,test_frequency,training_frequency
90L_10NL,3,90L_10NL_3_4,"('nɡ', 'n', 'nɡ')",446,764
90L_10NL,3,90L_10NL_3_4,"('nɡ', 'n', 'nɡ')",446,764
90L_10NL,3,90L_10NL_3_4,"('nɡ', 'n', 'nɡ')",446,764
90L_10NL,3,90L_10NL_3_4,"('s', 'sk', 'sk')",1124,5442
90L_10NL,3,90L_10NL_3_4,"('sk', 'sk', 'sk')",1993,2698
90L_10NL,3,90L_10NL_3_4,"('sk', 'sk', 'sk')",1993,2698
90L_10NL,3,90L_10NL_3_4,"('sk', 'sk', 'sk')",1993,2698
90L_10NL,3,90L_10NL_3_4,"('sk', 'sk', 'sk')",1993,2698
90L_10NL,3,90L_10NL_3_4,"('sk', 'sk', 'sk')",1993,2698
90L_10NL,3,90L_10NL_3_4,"('sk', 'sk', 's')",1993,2709
90L_10NL,3,90L_10NL_3_4,"('sk', 'sk', 's')",1993,2709
90L_10NL,3,90L_10NL_3_4,"('sk', 'sk', 's')",1993,2709
90L_10NL,3,90L_10NL_3_4,"('sk', 'sk', 's')",1993,2709
90L_10NL,3,90L_10NL_3_4,"('sk', 'sk', 's')",1993,2709
90L_10NL,3,90L_10NL_3_4,"('sk', 'sk', 'sk')",1993,2698
90L_10NL,3,90L_10NL_3_4,"('sk', 'sk', 'sk')",1993,2698
90L_10NL,3,90L_10NL_3_4,"('sk', 'sk', 'sk')",1993,2698
90L_10NL,3,90L_10NL_3_4,"('sk', 'sk', 'sk')",1993,2698
90L_10NL,3,90L_10NL_3_4,"('sk', 'sk', 'sk')",1993,2698
90L_10NL,3,90L_10NL_3_4,"('sk', 'sk', 'sk')",1993,2698
90L_10NL,3,90L_10NL_3_4,"('ɾx', 'ɾx', 'ɾç')",5,173
90L_10NL,3,90L_10NL_3_4,"('ɾx', 'ɾx', 'ɾç')",5,173
90L_10NL,3,90L_10NL_3_4,"('ɾx', 'ɾx', 'ɾç')",5,173
90L_10NL,3,90L_10NL_3_4,"('ɾx', 'ɾx', 'ɾç')",5,173
90L_10NL,3,90L_10NL_3_4,"('ɾx', 'ɾx', 'ɾç')",5,173
90L_10NL,3,90L_10NL_3_4,"('ɾx', 'ɾx', 'ɾx')",6,197
90L_10NL,3,90L_10NL_3_4,"('ɾx', 'ɾx', 'ɾx')",6,197
90L_10NL,3,90L_10NL_3_4,"('ɾx', 'ɾx', 'ɾx')",6,197
90L_10NL,3,90L_10NL_3_4,"('ɾx', 'ɾx', 'ɾx')",6,197
90L_10NL,3,90L_10NL_3_4,"('ɾx', 'ɾx', 'ɾx')",6,197
90L_10NL,3,90L_10NL_3_4,"('ɾx', 'ɾx', 'ɾx')",6,197
90L_10NL,3,90L_10NL_3_4,"('s', 's', 's')",180,1208
90L_10NL,3,90L_10NL_3_4,"('s', 's', 's')",180,1208
90L_10NL,3,90L_10NL_3_4,"('s', 's', 's')",180,1208
90L_10NL,3,90L_10NL_3_4,"('s', 'sk', 's')",548,3623
90L_10NL,3,90L_10NL_3_4,"('s', 'sk', 's')",548,3623
90L_10NL,3,90L_10NL_3_4,"('s', 'sk', 's')",548,3623
90L_10NL,3,90L_10NL_3_4,"('s', 'sk', 's')",548,3623
90L_10NL,3,90L_10NL_3_4,"('s', 'sk', 's')",548,3623
90L_10NL,3,90L_10NL_3_4,"('s', 'sk', 's')",548,3623
90L_10NL,3,90L_10NL_3_4,"('s', 'sk', 's')",548,3623
90L_10NL,3,90L_10NL_3_4,"('s', 's', 's')",180,1208
90L_10NL,3,90L_10NL_3_4,"('s', 's', 's')",180,1208
90L_10NL,3,90L_10NL_3_4,"('s', 'sk', 's')",548,3623
90L_10NL,3,90L_10NL_3_4,"('s', 'sk', 's')",548,3623
90L_10NL,3,90L_10NL_3_4,"('s', 'sk', 's')",548,3623
90L_10NL,3,90L_10NL_3_4,"('s', 'sk', 's')",548,3623
90L_10NL,3,90L_10NL_3_4,"('s', 'sk', 's')",548,3623
90L_10NL,3,90L_10NL_3_4,"('s', 'sk', 's')",548,3623
90L_10NL,3,90L_10NL_3_4,"('s', 'sk', 's')",548,3623
90L_10NL,3,90L_10NL_3_4,"('s', 's', 's')",180,1208
90L_10NL,3,90L_10NL_3_4,"('s', 'sk', 's')",548,3623
