condition,run,model,triples_seen_in_training,test_frequency,training_frequency
90L_10NL,1,90L_10NL_1_3,"('x', 'x', 'ç')",113,465
90L_10NL,1,90L_10NL_1_3,"('x', 'x', 'ç')",113,465
90L_10NL,1,90L_10NL_1_3,"('x', 'x', 'ç')",113,465
90L_10NL,1,90L_10NL_1_3,"('x', 'x', 'ç')",113,465
90L_10NL,1,90L_10NL_1_3,"('x', 'x', 'ç')",113,465
90L_10NL,1,90L_10NL_1_3,"('x', 'x', 'ç')",113,465
90L_10NL,1,90L_10NL_1_3,"('x', 'x', 'ç')",113,465
90L_10NL,1,90L_10NL_1_3,"('x', 'x', 'ç')",113,465
90L_10NL,1,90L_10NL_1_3,"('x', 'x', 'ç')",113,465
90L_10NL,1,90L_10NL_1_3,"('x', 'x', 'ç')",113,465
90L_10NL,1,90L_10NL_1_3,"('x', 'x', 'ç')",113,465
90L_10NL,1,90L_10NL_1_3,"('s', 's', 's')",162,1098
90L_10NL,1,90L_10NL_1_3,"('s', 's', 's')",162,1098
90L_10NL,1,90L_10NL_1_3,"('s', 's', 's')",162,1098
90L_10NL,1,90L_10NL_1_3,"('s', 'ɡ', 's')",140,359
90L_10NL,1,90L_10NL_1_3,"('s', 'ɡ', 's')",140,359
90L_10NL,1,90L_10NL_1_3,"('s', 'ɡ', 's')",140,359
90L_10NL,1,90L_10NL_1_3,"('s', 'ɡ', 's')",140,359
90L_10NL,1,90L_10NL_1_3,"('s', 'ɡ', 's')",140,359
90L_10NL,1,90L_10NL_1_3,"('s', 'ɡ', 's')",140,359
90L_10NL,1,90L_10NL_1_3,"('s', 'ɡ', 's')",140,359
90L_10NL,1,90L_10NL_1_3,"('s', 's', 's')",162,1098
90L_10NL,1,90L_10NL_1_3,"('s', 's', 's')",162,1098
90L_10NL,1,90L_10NL_1_3,"('s', 'ɡ', 's')",140,359
90L_10NL,1,90L_10NL_1_3,"('s', 'ɡ', 's')",140,359
90L_10NL,1,90L_10NL_1_3,"('s', 'ɡ', 's')",140,359
90L_10NL,1,90L_10NL_1_3,"('s', 'ɡ', 's')",140,359
90L_10NL,1,90L_10NL_1_3,"('s', 'ɡ', 's')",140,359
90L_10NL,1,90L_10NL_1_3,"('s', 'ɡ', 's')",140,359
90L_10NL,1,90L_10NL_1_3,"('s', 'ɡ', 's')",140,359
90L_10NL,1,90L_10NL_1_3,"('s', 's', 's')",162,1098
90L_10NL,1,90L_10NL_1_3,"('s', 'ɡ', 's')",140,359
90L_10NL,1,90L_10NL_1_3,"('s', 'ɡ', 's')",140,359
